# Wordlist

# DATA
ID	DOCULECT	LANGUAGE_CORE	SUBGROUP	CONCEPT	COGID	TOKENS	FORM	ALIGNMENT	STRUCTURE
3261	Amahuaca		Pano	breast	175	ʂ o tʃ i	xochí	ʂ o tʃ i	C V C V
9790	Araona		Tacana	breast	174	a ts o	atso	a ts o	V C V
7986	Cavinena		Tacana	breast	174	a ts u	atsu	a ts u	V C V
2029	ShipiboConibo		Pano	breast	174	ʂ o	ṣ̌o-	ʂ o -	C V
7728	Tacana		Tacana	breast	174	a ts u	atsu	a ts u	V C V
3260	Amahuaca		Pano	breast	165	tʃ o tʃ o	chóchó	tʃ o tʃ o -	C V C V
4021	Capanahua		Pano	breast	165	tʃ o tʃ o	chocho	tʃ o tʃ o -	C V C V
2590	Yaminahua		Pano	breast	165	tʃ o tʃ o	čočo	tʃ o tʃ o -	C V C V
#
7669	Isconahua		Pano	breathe	1099	h o w i n i k	hoain ik	h o w i n i k	C V C V C V C
10189	Kaxarari		Pano	breathe	1099	h ɯi w ɛ h i	ɦɯiwɛˈɦi	h ɯi w ɛ h i -	C V C V C V
#
3919	Capanahua		Pano	bridge	1127	t a ʔ p a n	tahpan	t a ʔ p a n	C V C C V C
6560	Isconahua		Pano	bridge	1127	t a p o	tapo	t a p o - -	C V C V
5060	Matses		Pano	bridge	1127	t a p u	tapu	t a p u - -	C V C V
5533	Sharanahua		Pano	bridge	1127	t a p u	tapo	t a p u - -	C V C V
2774	Yaminahua		Pano	bridge	1127	t a p o	tapo	t a p o - -	C V C V
#
3058	Amahuaca		Pano	bring	1577	β ɨ k i n	vúquin	β ɨ k i n	C V C V C
3580	Capanahua		Pano	bring	1577	β ɨ	bequin	β ɨ - - -	C V
1246	Cashibo		Pano	bring	1577	β ɨ t i	βɨ-ti	β ɨ t i -	C V C V
9368	Chacobo		Pano	bring	1577	β ɨ	bëhaina	β ɨ - - -	C V
6561	Isconahua		Pano	bring	1577	β ɨ	be	β ɨ - - -	C V
10190	Kaxarari		Pano	bring	1577	b ɨ	bɨ	b ɨ - - -	C V
5061	Matses		Pano	bring	1577	b ɨ	bë	b ɨ - - -	C V
5534	Sharanahua		Pano	bring	1577	β ɨ i	fui	β ɨ i - -	C V V
2214	ShipiboConibo		Pano	bring	1577	β ɨ t i	βɨ-ti	β ɨ t i -	C V C V
2768	Yaminahua		Pano	bring	1577	β ɨ k i	βɨ-kĩ	β ɨ k i -	C V C V
2215	ShipiboConibo		Pano	bring	1350	β i t i	βiti	β i t i	C V C V
#
8135	Cavinena		Tacana	burn (something)	5362	h i h i	jiji	h i h i - - - - -	C V C V
2981	Amahuaca		Pano	burn (something)	4037	k o ʔ a	cóhaquín	k o ʔ a	C V C V
1420	Catuquina		Pano	burn (something)	4037	k o ʔ a	koʔa-	k o ʔ a	C V C V
6562	Isconahua		Pano	burn (something)	4037	k o a	koa	k o a -	C V V
3557	Capanahua		Pano	burn (something)	1203	k o ʔ o t i	cohoti	k o ʔ o t i -	C V C V C V
5535	Sharanahua		Pano	burn (something)	1203	k u i	coi	k u i - - - -	C V V
8919	Tsimane		Mosetén	burn (something)	1203	k o ʔ ʃ a i ʔ	co’shai’	k o ʔ ʃ a i ʔ	C V C C V V C
2471	Yaminahua		Pano	burn (something)	1203	k o o β a k i	koo βaki	k o o β a k i	C V V C V C V
9521	Chacobo		Pano	burn (something)	5366	h i i s a	jiisahaina	h i i s a -	C V V C V
8137	Cavinena		Tacana	burn (something)	86	h u h u	juju	h u h u	C V C V
#
37	EseEjja		Tacana	burning	5362	h i h i	hihi-	h i h i - - - - -	C V C V
584	HuarayoEseEjja		Tacana	burning	5362	h i h i	hihi-kwe	h i h i - - - - -	C V C V
6563	Isconahua		Pano	burning	5362	h ɨ n a ɾ ɨ n i k	henaren ik	h ɨ n a ɾ ɨ n i k	C V C V C V C V C
1895	ShipiboConibo		Pano	burning	4579	ʂ a n a t i	ṣ̌anati	ʂ a n a t i	C V C V C V
3560	Capanahua		Pano	burning	2076	m a p o ʔ i	mapohi	m a p o ʔ i	C V C V C V
#
9182	Tsimane		Mosetén	bury	4705	r ɨ dʲ ɨ ʔ	rudyu’taqui	r ɨ dʲ ɨ ʔ -	C V C V C
1113	Cashibo		Pano	bury	2787	m a i t i	ma'ĩ-ti	m a i t i	C V V C V
2063	ShipiboConibo		Pano	bury	2787	m i i t i	miĩti	m i i t i	C V V C V
#
9950	Araona		Tacana	butterfly	1295	h a b i b i	jababai	h a b i b i	C V C V C V
8113	Cavinena		Tacana	butterfly	1295	h a p i p i	japipi	h a p i p i	C V C V C V
112	EseEjja		Tacana	butterfly	1295	x a p i p i	xapipi	x a p i p i	C V C V C V
640	HuarayoEseEjja		Tacana	butterfly	1295	x a p i p i	xapipi	x a p i p i	C V C V C V
#
3097	Amahuaca		Pano	buttocks	425	tʃ i ʂ o	chixó	tʃ i ʂ o	C V C V
1537	Catuquina		Pano	buttocks	425	tʃ i ʃ o	ṣ̌ičo	tʃ i ʃ o	C V C V
6083	Kakataibo		Pano	buttocks	425	tʃ i ʂ ɯ	chixu	tʃ i ʂ ɯ	C V C V
2038	ShipiboConibo		Pano	buttocks	425	tʃ i ʂ o	čiṣ̌o	tʃ i ʂ o	C V C V
#
3688	Capanahua		Pano	buy	1350	β i ʔ	bihquin	β i ʔ -	C V C
1697	Catuquina		Pano	buy	1350	β i	βi-	β i - -	C V
6569	Isconahua		Pano	buy	1350	β i	bi	β i - -	C V
5542	Sharanahua		Pano	buy	1350	β i i	fii	β i i -	C V V
2780	Yaminahua		Pano	buy	1350	β i k i	βi-kĩ	β i k i	C V C V
3687	Capanahua		Pano	buy	1347	m a r o	maroquin	m a r o - -	C V C V
6084	Kakataibo		Pano	buy	1347	m a ɾ ɯ t i	maruti	m a ɾ ɯ t i	C V C V C V
2229	ShipiboConibo		Pano	buy	1347	m a r o t i	maroti	m a r o t i	C V C V C V
#
9941	Araona		Tacana	call	1373	i w a	ihua	i w a - -	V C V
8095	Cavinena		Tacana	call	1373	i w a r a	iwara	i w a r a	V C V C V
8586	Tacana		Tacana	call	1373	i w a	ihua	i w a - -	V C V
3135	Amahuaca		Pano	call	1371	k ɨ n a	cúnaahí	k ɨ n a - -	C V C V
3844	Capanahua		Pano	call	1371	k ɨ n a	quenaquin	k ɨ n a - -	C V C V
1838	Catuquina		Pano	call	1371	k ɨ n a	kɨna-	k ɨ n a - -	C V C V
6570	Isconahua		Pano	call	1371	k ɨ n a	kena	k ɨ n a - -	C V C V
6987	Matses		Pano	call	1371	kʷ ɨ n a	cuën	kʷ ɨ n a - -	C V C V
5543	Sharanahua		Pano	call	1371	k ɨ n a i	cunai	k ɨ n a i -	C V C V V
2420	ShipiboConibo		Pano	call	1371	k ɨ n a t i	kɨna-ti	k ɨ n a t i	C V C V C V
#
3425	Amahuaca		Pano	canoe	1392	r o n t i	rónti	r o n t i	C V C C V
3754	Capanahua		Pano	canoe	1392	n o n t i	nonti	n o n t i	C V C C V
1249	Cashibo		Pano	canoe	1392	n o ∼ t i	nõti	n o ∼ t i	C V C C V
1693	Catuquina		Pano	canoe	1392	n o ∼ t i	nõ-ti	n o ∼ t i	C V C C V
9607	Chacobo		Pano	canoe	1392	n o t i	noti	n o t i -	C V C V
6571	Isconahua		Pano	canoe	1392	m o n t i	monti	m o n t i	C V C C V
6086	Kakataibo		Pano	canoe	1392	n ɯ n t i	nunti	n ɯ n t i	C V C C V
2222	ShipiboConibo		Pano	canoe	1392	n o ∼ t i	nõti	n o ∼ t i	C V C C V
8188	Cavinena		Tacana	canoe	1396	kʷ a b a	kwaba	kʷ a b a - - -	C V C V
4185	Moseten		Mosetén	canoe	1396	k o a m b a	ko'amba	k o a m b a -	C V V C C V
8936	Tsimane		Mosetén	canoe	1396	k o ʋ a m b a	covamba	k o ʋ a m b a	C V C V C C V
#
1244	Cashibo		Pano	carry	4306	β u a n t i	βu'an-ti	β u a n t i	C V V C C V
6088	Kakataibo		Pano	carry	4306	β ɯ a n t i	buanti	β ɯ a n t i	C V V C C V
5069	Matses		Pano	carry	4306	b u a n	buan	b u a n - -	C V V C
3757	Capanahua		Pano	carry	4305	β o	boquin	β o - - -	C V
5547	Sharanahua		Pano	carry	4305	β u i	foi	β u i - -	C V V
2212	ShipiboConibo		Pano	carry	4305	β o t i	βoti	β o t i -	C V C V
2766	Yaminahua		Pano	carry	4305	β o k i	βo-kĩ	β o k i -	C V C V
9622	Chacobo		Pano	carry	1416	p a p i	papihaina	p a p i -	C V C V
6089	Kakataibo		Pano	carry	1416	p a p i	papi	p a p i -	C V C V
2213	ShipiboConibo		Pano	carry	1416	p a p i a	papia	p a p i a	C V C V V
#
3108	Amahuaca		Pano	cassava	1433	ʔ a ts a	hátza	ʔ a ts a	C V C V
4053	Capanahua		Pano	cassava	1433	ʔ a ts a	hatsa	ʔ a ts a	C V C V
1194	Cashibo		Pano	cassava	1433	ʔ a ts a	ʔac̷a	ʔ a ts a	C V C V
1630	Catuquina		Pano	cassava	1433	a ts a	ac̷a	a ts a -	V C V
9342	Chacobo		Pano	cassava	1433	a ts a	atsa	a ts a -	V C V
6574	Isconahua		Pano	cassava	1433	a ts a	atsa	a ts a -	V C V
6090	Kakataibo		Pano	cassava	1433	ʔ a ts a	'atsa	ʔ a ts a	C V C V
2143	ShipiboConibo		Pano	cassava	1433	a ts a	ac̷a	a ts a -	V C V
4052	Capanahua		Pano	cassava	1231	j o ʔ a	yoha	j o ʔ a	C V C V
2704	Yaminahua		Pano	cassava	1231	j o a	yoa	j o a -	C V V
9849	Araona		Tacana	cassava	1435	kʷ a w e	cuahuea	kʷ a w e	C V C V
8191	Cavinena		Tacana	cassava	1435	kʷ a w e	kwawe	kʷ a w e	C V C V
8423	Tacana		Tacana	cassava	1435	kʷ a w e	cuahue	kʷ a w e	C V C V
#
3729	Capanahua		Pano	center or middle	1479	n a p o n	napon	n a p o n	C V C V C
1272	Cashibo		Pano	center or middle	1479	n a p o	napo	n a p o -	C V C V
6093	Kakataibo		Pano	center or middle	1479	n a p ɯ	napu	n a p ɯ -	C V C V
#
758	HuarayoEseEjja		Tacana	chair	1497	a n i	e-ani-xi	a n i	V C V
3968	Capanahua		Pano	chair	1761	ts a ʔ o t i	tsahoti	ts a ʔ o t i	C V C V C V
5551	Sharanahua		Pano	chair	1761	ts a u t i	tsaoti	ts a u t i -	C V V C V
2689	Yaminahua		Pano	chair	1761	ts a o t i	c̷ao-ti	ts a o t i -	C V V C V
1616	Catuquina		Pano	chair	1508	β ɨ ʔ o t i	βɨʔo-ti	β ɨ ʔ o t i	C V C V C V
8839	Tsimane		Mosetén	chair	1508	b ə ʔ	bä’yaquis	b ə ʔ - - -	C V C
#
987	Cashibo		Pano	charcoal	1269	ts i s o	c̷iso	ts i s o -	C V C V
9721	Chacobo		Pano	charcoal	1269	ts i s t ɨ	tsistë	ts i s t ɨ	C V C C V
6095	Kakataibo		Pano	charcoal	1269	ts i s ɯ	tsisu	ts i s ɯ -	C V C V
7096	Sharanahua		Pano	charcoal	1269	ts i s t ɨ	tsistu	ts i s t ɨ	C V C C V
1900	ShipiboConibo		Pano	charcoal	1269	ts i s t ɨ	c̷istɨ	ts i s t ɨ	C V C C V
2476	Yaminahua		Pano	charcoal	1269	ts ɨ s t ɨ	c̷ɨstɨ	ts ɨ s t ɨ	C V C C V
#
8821	Tsimane		Mosetén	cheek	4790	a n	an	a n - -	V C
3370	Amahuaca		Pano	cheek	5114	t a m o	tamó	t a m o	C V C V
3922	Capanahua		Pano	cheek	5114	t a m o	tamo	t a m o	C V C V
1063	Cashibo		Pano	cheek	5114	t a m o	tamo	t a m o	C V C V
1499	Catuquina		Pano	cheek	5114	t a m o	tamo	t a m o	C V C V
8069	Cavinena		Tacana	cheek	5114	t a m u	etamu	t a m u	C V C V
9695	Chacobo		Pano	cheek	5114	t a m o	tamo	t a m o	C V C V
6576	Isconahua		Pano	cheek	5114	t a m o	tamo	t a m o	C V C V
6096	Kakataibo		Pano	cheek	5114	t a m ɯ	tamu	t a m ɯ	C V C V
10125	Kaxarari		Pano	cheek	5114	t a m u	taˈmu	t a m u	C V C V
5552	Sharanahua		Pano	cheek	5114	t a m u	tamo	t a m u	C V C V
1987	ShipiboConibo		Pano	cheek	5114	t a m o	tamo	t a m o	C V C V
2558	Yaminahua		Pano	cheek	5114	t a m o	tamo	t a m o	C V C V
#
10126	Kaxarari		Pano	chest	177	ʃ u m a	ʃuˈma	ʃ u m a	C V C V
4017	Capanahua		Pano	chest	175	ʂ o tʃ i	xochi	ʂ o tʃ i	C V C V
1529	Catuquina		Pano	chest	175	ʂ o tʃ i	šoṣ̌i	ʂ o tʃ i	C V C V
5554	Sharanahua		Pano	chest	175	ʃ u tʃ i	shochi	ʃ u tʃ i	C V C V
2027	ShipiboConibo		Pano	chest	175	ʂ o tʃ i	ṣ̌oči	ʂ o tʃ i	C V C V
2588	Yaminahua		Pano	chest	175	ʂ o tʃ i	ṣ̌oči	ʂ o tʃ i	C V C V
5553	Sharanahua		Pano	chest	165	tʃ u tʃ u n	chochon	tʃ u tʃ u n	C V C V C
#
1581	Catuquina		Pano	chew	1617	tʃ a k o	ṣ̌ako-	tʃ a k o - - - -	C V C V
6099	Kakataibo		Pano	chew	1617	tʃ a k ɯ k a t i	chakúkati	tʃ a k ɯ k a t i	C V C V C V C V
5555	Sharanahua		Pano	chew	1617	tʃ a k u a k i	chacoaqui	tʃ a k u a k i -	C V C V V C V
#
1456	Catuquina		Pano	chicken	1644	t a k a r a	takara	t a k a r a -	C V C V C V
8288	Cavinena		Tacana	chicken	1644	t a k u r e	takure	t a k u r e -	C V C V C V
7721	Isconahua		Pano	chicken	1644	t a n k a ɾ a	tankara	t a n k a ɾ a	C V C C V C V
5556	Sharanahua		Pano	chicken	1644	t a k a r a	tacara	t a k a r a -	C V C V C V
2509	Yaminahua		Pano	chicken	1644	t a k a r a	takara	t a k a r a -	C V C V C V
3230	Amahuaca		Pano	chicken	1643	ʔ a t a p a	hátapá	ʔ a t a p a	C V C V C V
3569	Capanahua		Pano	chicken	1643	ʔ a t a p a	hatapa	ʔ a t a p a	C V C V C V
6101	Kakataibo		Pano	chicken	1643	ʔ a t a p a	'atapa	ʔ a t a p a	C V C V C V
1933	ShipiboConibo		Pano	chicken	1643	a t a p a	atapa	a t a p a -	V C V C V
8830	Tsimane		Mosetén	chicken	1643	a t a ʋ a	atava	a t a ʋ a -	V C V C V
#
3007	Amahuaca		Pano	chieftain	5133	k o ʃ i	coshí	k o ʃ i	C V C V
3008	Amahuaca		Pano	chieftain	1664	ʔ a p o	hápo	ʔ a p o	C V C V
3693	Capanahua		Pano	chieftain	1664	ʔ a p o	hapo	ʔ a p o	C V C V
1378	Cashibo		Pano	chieftain	1664	ʔ a p u	ʔapu	ʔ a p u	C V C V
6103	Kakataibo		Pano	chieftain	1664	ʔ a p ɯ	'apu	ʔ a p ɯ	C V C V
2426	ShipiboConibo		Pano	chieftain	1664	a p o	apo	a p o -	V C V
#
3227	Amahuaca		Pano	child (young human)	3281	β a k ɨ	vacú	β a k ɨ - - - -	C V C V
995	Cashibo		Pano	child (young human)	3281	β a k ɨ	βakɨ	β a k ɨ - - - -	C V C V
8001	Cavinena		Tacana	child (young human)	3281	b a kʷ a	bakwa	b a kʷ a - - - -	C V C V
56	EseEjja		Tacana	child (young human)	3281	ɓ a kʷ a	e-ɓakʷa	ɓ a kʷ a - - - -	C V C V
6579	Isconahua		Pano	child (young human)	3281	β a k ɨ	bake	β a k ɨ - - - -	C V C V
1910	ShipiboConibo		Pano	child (young human)	3281	β a k ɨ	βakɨ	β a k ɨ - - - -	C V C V
2485	Yaminahua		Pano	child (young human)	3281	β a k ɨ	βakɨ	β a k ɨ - - - -	C V C V
597	HuarayoEseEjja		Tacana	child (young human)	1690	tʃ a w a	čawa	tʃ a w a	C V C V
#
9833	Araona		Tacana	chili pepper	1708	b i ɽ o	bizo	b i ɽ o	C V C V
8013	Cavinena		Tacana	chili pepper	1708	b i h u	biju	b i h u	C V C V
739	HuarayoEseEjja		Tacana	chili pepper	1708	b i ʃ o	bišo	b i ʃ o	C V C V
8397	Tacana		Tacana	chili pepper	1708	b i ɽ u	bid’u	b i ɽ u	C V C V
3106	Amahuaca		Pano	chili pepper	1707	j o tʃ i	yochí	j o tʃ i -	C V C V
4051	Capanahua		Pano	chili pepper	1707	j o tʃ i	yochi	j o tʃ i -	C V C V
1594	Catuquina		Pano	chili pepper	1707	j o tʃ i	yoṣ̌i	j o tʃ i -	C V C V
9742	Chacobo		Pano	chili pepper	1707	j o tʃ i	yochi	j o tʃ i -	C V C V
6581	Isconahua		Pano	chili pepper	1707	n o tʃ i	nochi	n o tʃ i -	C V C V
7101	Sharanahua		Pano	chili pepper	1707	j u tʃ i	yochi	j u tʃ i -	C V C V
2108	ShipiboConibo		Pano	chili pepper	1707	j o tʃ i	yoči	j o tʃ i -	C V C V
9221	Tsimane		Mosetén	chili pepper	1707	e j o dʲ e	eyodye	e j o dʲ e	V C V C V
2662	Yaminahua		Pano	chili pepper	1707	n o tʃ i	noči	n o tʃ i -	C V C V
#
3521	Capanahua		Pano	choose	1733	k a i s	caisquin	k a i s - -	C V V C
1352	Cashibo		Pano	choose	1733	k a i s t i	ka'is-ti	k a i s t i	C V V C C V
6106	Kakataibo		Pano	choose	1733	k a i s t i	kaisti	k a i s t i	C V V C C V
#
6107	Kakataibo		Pano	claw	5975	m ɨ k ɨ n	mëkën	m ɨ k ɨ n -	C V C V C
7005	Matses		Pano	claw	5984	m ɨ n ts i s	mëntsis	m ɨ n ts i s	C V C C V C
5558	Sharanahua		Pano	claw	5984	m ɨ ts i s i	mutsisi	m ɨ ts i s i	C V C V C V
#
3063	Amahuaca		Pano	clean	896	h o ʂ o	joxó	h o ʂ o - -	C V C V
1798	Catuquina		Pano	clean	3519	tʃ o ʂ tʃ a m a	ṣ̌ošṣ̌a-ma	tʃ o ʂ tʃ a m a	C V C C V C V
5559	Sharanahua		Pano	clean	3519	tʃ u ʃ t a m a	choshtama	tʃ u ʃ t a m a	C V C C V C V
2893	Yaminahua		Pano	clean	3519	tʃ o ʃ t a m a	čošta-ma	tʃ o ʃ t a m a	C V C C V C V
#
3543	Capanahua		Pano	cloth	1837	tʃ o p a	chopa	tʃ o p a	C V C V
5561	Sharanahua		Pano	cloth	1621	p a n u	pano	p a n u -	C V C V
#
250	EseEjja		Tacana	clothes	1335	ɗ a k i	ɗaki	ɗ a k i	C V C V
746	HuarayoEseEjja		Tacana	clothes	1335	d a k i	daki	d a k i	C V C V
3412	Amahuaca		Pano	clothes	1837	tʃ o p a	chópa	tʃ o p a	C V C V
1159	Cashibo		Pano	clothes	1837	tʃ o p a	čupa	tʃ o p a	C V C V
6111	Kakataibo		Pano	clothes	1837	tʃ ɯ p a	chupa	tʃ ɯ p a	C V C V
2115	ShipiboConibo		Pano	clothes	1837	tʃ o p a	čopa	tʃ o p a	C V C V
9954	Araona		Tacana	clothes	1333	h a i b a i	jaibai	h a i b a i	C V V C V V
1160	Cashibo		Pano	clothes	1333	h a p a	ha'pa	h a p a - -	C V C V
6110	Kakataibo		Pano	clothes	1333	ʔ a p a	'apá	ʔ a p a - -	C V C V
#
28	EseEjja		Tacana	cloud	1155	ɓ o	ɓo	ɓ o - -	C V
578	HuarayoEseEjja		Tacana	cloud	1155	b o	bo	b o - -	C V
8405	Tacana		Tacana	cloud	1155	b u ð u	budhu	b u ð u	C V C V
1884	ShipiboConibo		Pano	cloud	680	k o i ∼	koĩ	k o i ∼ - -	C V V C
2464	Yaminahua		Pano	cloud	680	k o i	kõi	k o i - - -	C V V
3313	Amahuaca		Pano	cloud	1236	n a i k o ʔ i n	naicóhin	n a i k o ʔ i n	C V V C V C V C
1414	Catuquina		Pano	cloud	1236	n a i k o ʔ i ∼	nai koʔĩ	n a i k o ʔ i ∼	C V V C V C V C
6586	Isconahua		Pano	cloud	1236	n a i k o i n	nai koin	n a i k o i n -	C V V C V V C
8406	Tacana		Tacana	cloud	86	h u d u	judu	h u d u	C V C V
#
9759	Araona		Tacana	cold	1916	a b o a	aboa	a b o a	V C V V
7989	Cavinena		Tacana	cold	1916	b a	ba	b a - -	C V
477	EseEjja		Tacana	cold	1916	ɓ o e	-ɓoe	ɓ o e -	C V V
3220	Amahuaca		Pano	cold	1913	m a ts i	matzí	m a ts i	C V C V
1335	Cashibo		Pano	cold	1913	m a ts i	mac̷i	m a ts i	C V C V
1797	Catuquina		Pano	cold	1913	m a ts i	mac̷i	m a ts i	C V C V
9550	Chacobo		Pano	cold	1913	m a ts i	matsi	m a ts i	C V C V
6587	Isconahua		Pano	cold	1913	m a ts i	matsi	m a ts i	C V C V
6115	Kakataibo		Pano	cold	1913	m a ts i	matsi	m a ts i	C V C V
5565	Sharanahua		Pano	cold	1913	m a ts i	matsi	m a ts i	C V C V
2365	ShipiboConibo		Pano	cold	1913	m a ts i	mac̷i	m a ts i	C V C V
2892	Yaminahua		Pano	cold	1913	m a ts i	mac̷i	m a ts i	C V C V
#
1174	Cashibo		Pano	comb	1406	β u u ʂ ɨ t i	βuuṣ̌ɨti	β u u ʂ ɨ t i	C V V C V C V
9395	Chacobo		Pano	comb	1406	β o ɨ ʂ ɨ t i	boëxëti	β o ɨ ʂ ɨ t i	C V V C V C V
2125	ShipiboConibo		Pano	comb	1406	β o ɨ ʂ ɨ t i	βoɨṣ̌ɨti	β o ɨ ʂ ɨ t i	C V V C V C V
3309	Amahuaca		Pano	comb	1408	β o ʂ t i	vóxti	β o ʂ t i	C V C C V
1612	Catuquina		Pano	comb	1408	β o ʃ t i	βoo-č-ti	β o ʃ t i	C V C C V
2682	Yaminahua		Pano	comb	1408	β o ʂ t i	βo-ṣ̌-ti	β o ʂ t i	C V C C V
#
1677	Catuquina		Pano	come	1577	β ɨ	βɨ	β ɨ - - -	C V
3295	Amahuaca		Pano	come	1988	h o ʔ i	jóhi	h o ʔ i	C V C V
1676	Catuquina		Pano	come	1988	h o	ho-	h o - -	C V
9529	Chacobo		Pano	come	1988	h o	johaina	h o - -	C V
2201	ShipiboConibo		Pano	come	1988	h o t i	ho-ti	h o t i	C V C V
4226	Moseten		Mosetén	come	1999	a ts i h	a'c̷ih	a ts i h	V C V C
8831	Tsimane		Mosetén	come	1999	a ts i h	atsij	a ts i h	V C V C
6589	Isconahua		Pano	come	1994	o	o	o - -	V
6117	Kakataibo		Pano	come	1994	ɯ t i	uti	ɯ t i	V C V
5566	Sharanahua		Pano	come	1994	u i	oi	u i -	V V
#
2203	ShipiboConibo		Pano	come back	564	n o k o t i	nokoti	n o k o t i	C V C V C V
#
8044	Cavinena		Tacana	cook (something)	2038	h i n a	jina	h i n a	C V C V
#
3449	Amahuaca		Pano	cooking pot	2069	k ɨ n t i	cúntii	k ɨ n t i	C V C C V
3851	Capanahua		Pano	cooking pot	2069	k ɨ n t i	quentí	k ɨ n t i	C V C C V
6594	Isconahua		Pano	cooking pot	2069	k ɨ t i n	ketin	k ɨ t i n	C V C V C
7054	Sharanahua		Pano	cooking pot	2069	k ɨ t i n	cutin	k ɨ t i n	C V C V C
2096	ShipiboConibo		Pano	cooking pot	2069	k ɨ ∼ t i	kɨ̃ti	k ɨ ∼ t i	C V C C V
2649	Yaminahua		Pano	cooking pot	2069	k i ∼ t i	kĩti	k i ∼ t i	C V C C V
#
9926	Araona		Tacana	cotton	2132	w a p e h e	huapeje	w a p e h e	C V C V C V
252	EseEjja		Tacana	cotton	2132	w a p e h e	wapehe	w a p e h e	C V C V C V
748	HuarayoEseEjja		Tacana	cotton	2132	w a p e h e	wapehe	w a p e h e	C V C V C V
8562	Tacana		Tacana	cotton	2132	w a p e s e	huapese	w a p e s e	C V C V C V
3403	Amahuaca		Pano	cotton	2130	ʂ a p o	xapó	ʂ a p o	C V C V
1163	Cashibo		Pano	cotton	2130	ʂ a p o	ṣ̌apo	ʂ a p o	C V C V
6121	Kakataibo		Pano	cotton	2130	ʂ a p ɯ	xapu	ʂ a p ɯ	C V C V
2672	Yaminahua		Pano	cotton	2130	ʂ a p o	ṣ̌apo	ʂ a p o	C V C V
3606	Capanahua		Pano	cotton	2133	w a ʂ m ɨ n	huaxmen	w a ʂ m ɨ n -	C V C C V C
1603	Catuquina		Pano	cotton	2133	w a ʂ m ɨ	wašmɨ	w a ʂ m ɨ - -	C V C C V
9462	Chacobo		Pano	cotton	2133	w a ʂ m ɨ n ɨ	huaxmënë	w a ʂ m ɨ n ɨ	C V C C V C V
2117	ShipiboConibo		Pano	cotton	2133	w a ʂ m ɨ ∼	waṣ̌mɨ̃	w a ʂ m ɨ ∼ -	C V C C V C
#
3102	Amahuaca		Pano	cough	472	ʔ o k o	hócohí	ʔ o k o - -	C V C V
3588	Capanahua		Pano	cough	472	ʔ o k o ʔ i	hocohi	ʔ o k o ʔ i	C V C V C V
1097	Cashibo		Pano	cough	472	ʔ o k o	ʔoko-	ʔ o k o - -	C V C V
1540	Catuquina		Pano	cough	472	o k o i	oko i-	o k o i - -	V C V V
9609	Chacobo		Pano	cough	472	o k o	ocohaina	o k o - - -	V C V
6122	Kakataibo		Pano	cough	472	ʔ ɯ k ɯ t i	'ukuti	ʔ ɯ k ɯ t i	C V C V C V
2042	ShipiboConibo		Pano	cough	472	o k o t i	oko-ti	o k o t i -	V C V C V
2601	Yaminahua		Pano	cough	472	o k o k i	oko-kĩ	o k o k i -	V C V C V
#
1269	Cashibo		Pano	cover	5057	m a p u t i	ma'pu-ti	m a p u t i	C V C V C V
5573	Sharanahua		Pano	cover	6189	β ɨ p u i	fupoi	β ɨ p u i - - -	C V C V V
#
1227	Cashibo		Pano	crawl or creep	2203	m ɨ ʂ o	mɨṣ̌o-	m ɨ ʂ o -	C V C V
1664	Catuquina		Pano	crawl or creep	2203	m ɨ ʂ o	mɨšo-	m ɨ ʂ o -	C V C V
6599	Isconahua		Pano	crawl or creep	2203	m ɨ h o	meho	m ɨ h o -	C V C V
6015	Sharanahua		Pano	crawl or creep	2203	m ɨ ʃ u i	mushoi	m ɨ ʃ u i	C V C V V
#
3609	Capanahua		Pano	crooked	2235	w ɨ ʔ k i j a	huehquiya	w ɨ ʔ k i j a	C V C C V C V
9467	Chacobo		Pano	crooked	2235	w ɨ k i	huëqui	w ɨ k i - - -	C V C V
4241	Moseten		Mosetén	crooked	2235	w e k	'wek	w e k - - - -	C V C
#
10033	Araona		Tacana	cry	2259	p a	pa	p a	C V
8243	Cavinena		Tacana	cry	2259	p a	pa	p a	C V
494	EseEjja		Tacana	cry	2259	p a	pa-	p a	C V
923	HuarayoEseEjja		Tacana	cry	2259	p a	pa-kwe	p a	C V
8647	Tacana		Tacana	cry	2259	p a	pa	p a	C V
#
1121	Cashibo		Pano	cure	2292	p ɨ ʂ k u t i	pɨṣ̌ku-ti	p ɨ ʂ k u t i	C V C C V C V
6132	Kakataibo		Pano	cure	2292	p ɨ ʂ k ɯ t i	pëxkuti	p ɨ ʂ k ɯ t i	C V C C V C V
2073	ShipiboConibo		Pano	cure	2292	β ɨ ʂ o t i	βɨ̃ṣ̌oti	β ɨ ʂ o t i -	C V C V C V
3023	Amahuaca		Pano	cure	5109	r a ʔ o k i n	rahóóquin	r a ʔ o k i n	C V C V C V C
#
9975	Araona		Tacana	cut	2328	h i kʷ i	jicui	h i kʷ i	C V C V
8141	Cavinena		Tacana	cut	2328	h i kʷ i	jikwi	h i kʷ i	C V C V
291	EseEjja		Tacana	cut	2328	h e w i	hewi-	h e w i	C V C V
777	HuarayoEseEjja		Tacana	cut	1536	h a a	haa-kwe	h a a -	C V V
8678	Tacana		Tacana	cut	1536	ɾ a h a	raja	ɾ a h a	C V C V
