ID	STRUCTURE	FREQUENCY	Amahuaca	Capanahua	Cashibo	Catuquina	Chacobo	Isconahua	Kakataibo	Kaxarari	Matses	Sharanahua	ShipiboConibo	Yaminahua	COGNATESETS	CONCEPTS
1-188	V	188	a	a	a	a	a	a	a	a	a	a	a	a	2745:1, 2745:3, 3875:1, 4249:1, 4786:1, 4786:3, 288:1, 288:3, 5035:1, 6080:1, 4903:3, 4903:5, 5705:1, 5705:3, 5074:1, 5292:1, 4232:1, 4232:3, 5582:1, 5582:3, 928:3, 2949:1, 3522:4, 3522:6, 4241:1, 5113:3, 5113:5, 155:1, 155:3, 4834:1, 4834:3, 5636:1, 5636:3, 703:1, 703:3, 4169:1, 4169:3, 4813:1, 5790:1, 5790:3, 5688:1, 5688:3, 5688:6, 392:3, 4879:3, 3568:1, 3568:3, 3951:1, 3951:3, 4025:1, 4025:3, 4537:1, 4537:3, 661:1, 2133:1, 2826:1, 2826:3, 4297:1, 4297:6, 236:3, 4323:1, 4323:3, 279:4, 4258:2, 6083:1, 1023:1, 1084:1, 5723:1, 169:1, 169:3, 852:1, 2136:1, 1085:1, 1085:3, 1648:1, 5165:2, 4435:1, 4435:3, 847:1, 847:3, 918:1, 918:4, 989:1, 3698:1, 1271:1, 1271:3, 1816:1, 4800:1, 3102:1, 3102:3, 3969:1, 3969:3, 4129:1, 4129:3, 26:3, 124:2, 137:1, 177:3, 287:1, 385:1, 404:1, 501:3, 651:3, 691:5, 838:3, 962:3, 1010:3, 1054:1, 1131:1, 1182:1, 1238:1, 1240:1, 1269:0, 1318:1, 1351:1, 1420:1, 1483:1, 1550:1, 1621:1, 1625:1, 1663:3, 1737:1, 1779:2, 1813:1, 1840:3, 1916:1, 2079:1, 2287:1, 2329:1, 2350:2, 2396:3, 2406:1, 2496:1, 2497:1, 2539:1, 2597:1, 2607:1, 2687:1, 2836:1, 2914:1, 2927:3, 2954:1, 3032:1, 3205:3, 3284:1, 3592:1, 3618:1, 3769:2, 3952:3, 4043:3, 4165:1, 4177:3, 4226:1, 4282:1, 4294:1, 4332:1, 4376:1, 4517:3, 4597:0, 4599:0, 4676:3, 4763:1, 4772:3, 4823:1, 4827:1, 4861:1, 5015:1, 5018:1, 5023:1, 5034:1, 5063:3, 5111:3, 5164:3, 5248:3, 5312:1, 5354:1, 5521:1, 5658:3, 5672:1, 5687:1, 5839:1, 5876:1, 5880:1, 5898:1, 6004:3, 6081:1, 6089:1, 6142:1	alcohol (fermented drink) / arm / armpit / ash / ask (inquire) / ask (request) / axe / baby / back / bark / basket / bat / be born / become angry / bee / below or under / big / bitter / blue / body / boy / brain / break (destroy or get destroyed) / breast / bridge / burning / buy / carry / center or middle / cheek / chest / chew / chicken / child (young human) / choose / clean / cloth / clothes / cloud / cold / cotton / cover / cut / darkness / dawn / day (not night) / deaf / deep / deer / dig / dog / dream (something) / drunk / dust / ear / egg / elbow / empty / evening / extinguish / face / fall / father / fear (fright) / feather / field / fight / firewood / first / fish / flat / flee / fly (insect) / fly (move through air) / follow / foot / footprint / forehead / girl / go / go up (ascend) / good / hair (body) / half / hammock / head / heel / hide (conceal) / hit / honey / horn (anatomy) / hot / i / inside / knee / language / laugh / lick / lie down / lift / light (weight) / lightning / lip / liver / lizard / long / look for / lung / meat / mighty or powerful or strong / milk / morning / mosquito / mother / mouth / move / mud / nest / night / now / old woman / pain / peel / person / plain / plant (something) / play / pumpkin / pursue / push / put / rainbow / raw / relatives / river / roll / roof / root / rotten / rough / rub / run / salt / sand / scrape / seize / sell / sew / skin / sky / smooth / snore / soft / sour / speak / split / spread out / spring or well / star / stomach / straight / summer / sun / sweet / sweet potato, yam / tear (shred) / thing / thorn / throw / thunder / tie / tooth / trap (catch) / turtle / two / untie / up / wake up / walk / wash / wasp / water / weave / wet / wide / wife / woman / worm / wound / write / year / yellow / yesterday / you / young / young man / young woman
161-8	V	8	a	a	a	a	a	a	ɤ	ɐ	-	a	a	a	741:1, 741:3, 184:3, 608:1, 1375:3, 1730:3, 4177:5, 5672:3	basket / bow / call / fasten / lift / put / shout / spider / tie / wait (for)
126-7	V	7	a	a	-	-	-	-	-	a	-	-	-	-	770:5, 1131:4, 1235:3, 1837:3, 3812:3, 5354:4, 6024:3	arrow / bow / bridge / cassava / food / go up (ascend) / light (radiation) / now / shade / stand / walk / what
262-6	V	6	a	a	a	a	-	t	a	Ø	Ø	k	-	k	212:5, 307:1, 559:9, 1647:5, 2597:4, 3656:3	chicken / evening / many / spin / stomach / thunder
70-5	V	5	a	a	o	a	a	a	ɤ	a	a	a	a	a	531:1, 1765:1, 2687:3, 5069:1, 5497:1	bone / chair / cure / dog / medicine / parrot / sit / sit down
271-5	V	5	a	a	a	Ø	β	w	a	a	Ø	w	p	β	930:1, 1647:3, 1668:1, 3812:1, 5687:4	chicken / chieftain / rainbow / what / wife
133-4	V	4	a	-	-	a	-	-	-	Ø	Ø	-	-	Ø	142:3, 4037:3, 5390:3, 5605:3	ant / bloom / burn (something) / flower / potato
252-4	V	4	a	a	-	a	-	a	-	Ø	Ø	-	a	a	287:4, 483:5, 609:3, 1420:4	boil (something) / carry / lung / path / town or village
115-3	V	3	a	a	a	a	ʃ	ɾ	a	Ø	e	a	a	a	1648:5, 4153:2, 4405:1	bathe / chicken / frog / swim
163-3	V	3	a	a	a	-	o	o	a	Ø	Ø	a	a	a	793:3, 1144:4, 2223:5	girl / near / wash / woman / young woman
198-3	V	3	a	tʃ	ʂ	a	i	a	a	Ø	a	a	a	a	845:3, 3952:1, 4754:3	flat / leg / plain / smooth / wet
293-3	V	3	a	-	a	Ø	Ø	k	a	Ø	Ø	ɨ	t	i	1550:4, 4038:3, 4165:3	basket / break (destroy or get destroyed) / star / tear (shred)
13-2	V	2	a	a	n	a	a	n	n	a	n	n	a	n	4751:1, 5233:1	mouth / name / tongue
19-2	V	2	a	a	a	a	a	a	a	a	e	a	i	a	2790:1, 4334:1	bury / earth (soil) / grass
27-2	V	2	a	a	-	a	a	-	-	a	-	-	a	-	4751:3, 5333:3	mouth / no / not / sick / tongue
60-2	V	2	a	-	-	-	-	-	-	-	Ø	-	-	-	4878:7, 4944:3	eyelash / face / forehead / louse / open
89-2	V	2	a	n	-	a	Ø	a	a	a	Ø	a	a	a	5301:3, 5497:3	new / parrot
93-2	V	2	a	a	a	∼	-	Ø	a	Ø	Ø	n	∼	∼	4236:3, 4694:3	give / know (something) / sell
110-2	V	2	a	a	a	a	a	m	m	a	Ø	ɨ	a	a	5333:1, 5435:1	be silent / no / not / sick
112-2	V	2	a	a	i	-	-	-	i	-	e	i	t	k	44:3, 258:1	day (not night) / navel / nest / sleep
128-2	V	2	a	a	n	a	a	n	k	Ø	Ø	n	Ø	n	785:1, 1550:3	break (destroy or get destroyed) / tear (shred) / vomit
129-2	V	2	a	a	a	-	-	-	a	Ø	Ø	k	-	Ø	1437:3, 1621:5	cassava / chew
131-2	V	2	a	a	t	a	a	n	a	Ø	Ø	i	t	∼	785:3, 1647:1	chicken / vomit
149-2	V	2	a	a	t	Ø	a	n	t	a	Ø	t	a	t	467:1, 4693:3	know (something) / they
152-2	V	2	a	-	Ø	m	Ø	n	a	-	d	-	-	-	908:3, 2223:3	near / who
184-2	V	2	a	a	a	Ø	n	j	a	Ø	a	j	n	j	2775:1, 3646:1	beverage / big / bone / drink / grow / increase / ripe
210-2	V	2	a	n	-	∼	-	-	Ø	Ø	Ø	t	-	k	2775:3, 4878:4	beverage / drink / eyelash / face / forehead / open
218-2	V	2	a	Ø	o	t	Ø	Ø	ɯ	Ø	u	t	∼	t	810:1, 2497:3	deaf / water
219-2	V	2	a	Ø	o	a	t	Ø	ɯ	Ø	Ø	t	t	t	1273:3, 4827:3	charcoal / light (weight)
221-2	V	2	a	a	u	Ø	ɨ	-	Ø	-	Ø	Ø	ɨ	-	1410:2, 1854:3	comb / father
222-2	V	2	a	a	i	a	-	Ø	ɨ	Ø	Ø	i	Ø	k	4421:4, 4823:3	deaf / ear / hear
322-1	V	1	a	a	a	ts	ts	ts	a	Ø	Ø	Ø	ts	Ø	1437:1	cassava
330-1	V	1	a	a	o	a	a	Ø	ɯ	Ø	Ø	Ø	p	p	2097:5	ash / light (ignite)
346-1	V	1	a	a	a	a	a	a	a	Ø	Ø	ai	a	a	3158:3	remember / think (reflect)
433-1	V	1	a	-	-	a	a	-	-	a	Ø	-	-	-	5292:3	nest
450-1	V	1	a	a	a	a	Ø	a	Ø	a	Ø	Ø	o	Ø	5515:3	peel
456-1	V	1	a	a	-	-	a	-	-	Ø	Ø	-	a	Ø	5527:3	tail
473-1	V	1	a	s	a	Ø	k	Ø	a	Ø	Ø	Ø	-	Ø	5762:3	bird
477-1	V	1	a	n	Ø	∼	Ø	a	Ø	Ø	Ø	n	∼	-	5810:4	arm
22-34	V	34	-	-	i	-	-	-	i	i	-	-	i	i	2745:5, 3158:6, 948:4, 1207:6, 169:5, 263:6, 271:3, 741:5, 793:5, 852:5, 1085:5, 1269:4, 1351:5, 1354:3, 1375:5, 1550:6, 1621:7, 1730:5, 1737:5, 1959:5, 1997:2, 2396:5, 3205:5, 3769:4, 4178:5, 4258:5, 4376:6, 4421:5, 4597:2, 4644:6, 4763:5, 4879:5, 4953:4, 5612:6	ask (inquire) / ask (request) / break (destroy or get destroyed) / bring / burn (something) / buy / call / carry / chew / choose / come / dance / dream (something) / extinguish / fasten / follow / gather / give / grind / half / hear / hit / i / join / jump / language / lick / look for / love / pick up / press / remember / seize / sell / shout / speak / split / squeeze / stand / tear (shred) / thing / think (reflect) / throw / tie / trap (catch) / wait (for) / wake up / wake up (someone) / want / wash / wife / wound
63-11	V	11	-	-	i	-	-	-	i	-	-	-	-	-	4236:6, 5018:5, 2295:6, 3075:5, 4694:6, 5556:6, 385:5, 912:6, 4091:4, 4249:5, 5515:5	bark / be born / body / break (destroy or get destroyed) / cover / cure / embrace / give / go / head / know (something) / peel / pinch / roof / scrape / sell / skin / stomach / walk
117-10	V	10	-	-	-	-	-	i	-	-	-	i	-	-	5055:4, 5484:7, 5435:3, 5435:5, 1779:3, 2927:4, 3074:13, 4043:4, 4177:7, 4823:5	basket / be silent / beard / deaf / ear / embrace / fly (move through air) / go up (ascend) / no / not / pain / sick / untie
44-9	V	9	-	-	-	-	-	-	-	Ø	-	-	i	i	68:5, 79:5, 781:5, 2771:4, 4666:5, 5521:6, 5790:6, 5969:4, 6016:7	dream (something) / drink / kill / look / love / peel / roll / rotten / see / sew / smell (perceive) / smell (stink) / stinking / swallow / want
194-9	V	9	-	i	i	-	-	-	i	Ø	Ø	-	i	k	124:5, 124:8, 559:6, 3969:5, 948:3, 1207:5, 770:3, 3178:5, 5854:5	burn (something) / flee / get lost / go up (ascend) / marry / rub / run / scrape / snore / stand / thunder / wake up / wake up (someone) / walk
58-8	V	8	-	-	-	-	i	-	-	-	-	-	-	-	526:5, 672:5, 681:5, 967:5, 2577:5, 3952:10, 4728:8, 5687:7	cloud / demon / dew / flat / ghost / lazy / plain / rainbow / smoke (exhaust) / smooth / soul / thread / worm
87-8	V	8	-	-	-	-	a	-	-	-	-	-	-	-	3952:5, 3952:7, 3952:9, 917:6, 1393:5, 1854:5, 2889:5, 4413:5	duck / father / flat / hard / hawk / mighty or powerful or strong / narrow / plain / rough / smooth / wide
98-8	V	8	-	i	-	-	-	-	i	-	-	-	-	-	26:5, 44:5, 473:5, 1454:2, 2607:4, 3592:11, 5747:5, 6159:6	become angry / cough / cover / day (not night) / dig / fear (fright) / field / fight / nest / rain (precipitation) / rib / shoot / shut / sleep
100-8	V	8	-	-	-	-	-	-	i	Ø	-	i	t	k	1085:4, 1375:4, 1730:4, 2206:4, 3205:4, 4763:4, 4879:4, 5521:5	call / crawl or creep / extinguish / fasten / hit / lick / look for / peel / shout / throw / tie / wound
241-8	V	8	-	-	-	a	-	ɨ	-	ɛ	ɨ	ɨ	-	a	5111:4, 5111:6, 59:4, 705:6, 1644:5, 2597:6, 3074:6, 6016:5	embrace / evening / fan (action) / milk / sew / small / up
280-8	V	8	-	i	-	Ø	-	i	-	i	e	-	i	i	1959:1, 1959:3, 4644:7, 4644:9, 1100:5, 3618:5, 3877:5, 5854:6	breathe / dance / fear (fright) / get tired / give / jump / rest / rub / scrape / sell / wake up / whistle
193-7	V	7	-	-	-	-	-	a	i	-	Ø	a	-	-	185:6, 1644:7, 3074:10, 3186:3, 4153:3, 5435:7, 5839:6	be silent / blow (of wind) / embrace / fan (action) / frog / nasal mucus (snot) / no / nose / not / rotten / wind
16-6	V	6	-	-	-	-	-	-	-	a	Ø	-	-	-	5292:5, 5292:7, 608:5, 1182:5, 4332:5, 5312:5	bat / bow / darkness / evening / nest / night / two
272-5	V	5	-	ɨ	-	ɨ	ɨ	n	-	Ø	-	-	i	-	559:1, 559:3, 1318:3, 4014:3, 4891:5	alcohol (fermented drink) / drunk / flute / mighty or powerful or strong / pain / tear (of eye) / thunder
31-4	V	4	-	-	-	-	-	-	-	i	-	-	i	-	845:6, 1663:6, 4475:5, 4786:6	follow / hammock / hide (conceal) / lie down / pursue / put / wet
86-4	V	4	-	-	Ø	-	-	-	-	-	Ø	-	-	i	838:5, 2329:5, 5373:5, 5582:5	cut / grow / move / old man / plant (something) / sew / weave / young man
103-4	V	4	-	i	-	i	-	-	-	Ø	-	-	i	i	565:5, 785:5, 4282:5, 5914:8	arrive / come back / fall / ring / vomit
41-3	V	3	-	-	-	o	-	-	-	Ø	-	-	-	-	686:3, 2597:10, 5650:3	evening / green / pus / small / unripe / young
50-3	V	3	-	i	-	-	-	-	-	Ø	-	-	-	-	770:7, 1765:5, 6004:5	bitter / chair / go up (ascend) / sit / sit down / stand / walk
64-3	V	3	-	-	-	-	-	-	-	-	a	-	-	-	908:4, 4226:4, 4294:4	bee / dawn / day (not night) / egg / sun / who / year
74-3	V	3	-	-	-	-	ɨ	-	-	ɨ	-	-	-	-	2136:6, 2914:5, 5943:5	claw / cotton / hand / sand
81-3	V	3	-	-	i	-	-	-	-	-	Ø	-	i	-	748:6, 2790:4, 5962:4	bury / earth (soil) / lift / see / wake up
116-3	V	3	-	a	-	a	a	-	-	Ø	Ø	i	-	-	4583:5, 5762:4, 5911:5	animal / bird / finger / palm of hand / touch
132-3	V	3	-	o	u	o	o	o	ɯ	Ø	-	-	o	o	1054:3, 4583:1, 6083:8	animal / heel / you
179-3	V	3	-	-	-	-	ɨ	Ø	-	Ø	Ø	ɨ	ɨ	ɨ	661:3, 1273:4, 4728:6	charcoal / lazy / turtle
233-3	V	3	-	ɨ	-	o	Ø	Ø	t	Ø	-	u	ʃ	o	2497:4, 3521:1, 5521:4	deaf / dirty / peel
239-3	V	3	-	-	Ø	Ø	-	a	ɾ	i	i	u	-	k	184:7, 3074:9, 4909:3	embrace / neck / spider
249-3	V	3	-	a	n	-	-	i	Ø	Ø	Ø	i	-	k	838:4, 912:4, 3592:9	break (destroy or get destroyed) / fear (fright) / sew / weave
257-3	V	3	-	-	a	-	Ø	i	t	Ø	-	-	t	k	2396:4, 4800:4, 5880:3	ask (inquire) / ask (request) / lift / salt
40-2	V	2	-	-	-	a	Ø	-	-	Ø	Ø	-	-	-	2388:6, 5301:5	all / finish / new
68-2	V	2	-	-	-	-	-	-	i	-	Ø	k	-	Ø	1769:5, 5484:6	be silent / day (not night) / light (radiation) / pain / sick
79-2	V	2	-	i	-	i	-	-	-	Ø	Ø	-	i	-	4428:5, 5015:5	heart / horn (anatomy)
109-2	V	2	-	i	-	i	-	-	-	i	Ø	i	-	-	703:7, 2168:3	flow / path / up
119-2	V	2	-	i	-	-	o	-	-	Ø	Ø	-	i	-	4537:5, 4888:5	burning / hot / tear (of eye)
120-2	V	2	-	-	i	Ø	-	Ø	-	Ø	e	Ø	-	Ø	3646:5, 4800:6	big / bone / grow / increase / lift / ripe
145-2	V	2	-	-	a	-	-	-	Ø	Ø	Ø	i	-	k	2329:4, 4722:3	cut / laugh
168-2	V	2	-	i	i	i	-	Ø	i	Ø	-	i	t	Ø	263:3, 781:4	love / press / squeeze / want
187-2	V	2	-	a	a	a	Ø	a	Ø	a	Ø	β	-	a	1023:6, 2168:1	flow / path / yellow
225-2	V	2	-	a	Ø	-	-	Ø	Ø	Ø	Ø	u	i	Ø	3592:6, 5839:5	fear (fright) / rotten
306-1	V	1	-	-	Ø	-	Ø	-	-	Ø	ɨ	-	k	-	455:5	testicles
307-1	V	1	-	-	Ø	-	Ø	-	-	Ø	-	-	o	-	455:6	testicles
309-1	V	1	-	-	-	-	-	-	-	u	Ø	-	-	-	531:4	bone
313-1	V	1	-	a	Ø	-	Ø	-	Ø	Ø	Ø	-	a	-	845:4	wet
318-1	V	1	-	Ø	-	-	-	Ø	-	ɯ	-	-	-	-	897:5	clean / white
363-1	V	1	-	-	-	-	-	-	-	Ø	i	-	-	-	4121:4	earth (soil) / forest / tree
376-1	V	1	-	i	i	-	-	Ø	-	Ø	-	-	i	i	4405:5	bathe / swim
386-1	V	1	-	-	-	-	-	Ø	-	ɨ	-	-	-	-	4440:4	heavy
392-1	V	1	-	-	i	Ø	-	Ø	t	h	Ø	-	t	i	4475:4	hide (conceal)
397-1	V	1	-	ɨ	-	Ø	Ø	Ø	-	Ø	Ø	i	t	k	4666:4	kill
404-1	V	1	-	i	i	-	-	i	i	Ø	Ø	-	t	i	4786:5	hammock / lie down / put
406-1	V	1	-	-	Ø	-	Ø	o	Ø	Ø	Ø	Ø	o	Ø	4861:4	lizard
417-1	V	1	-	i	-	i	i	-	Ø	i	-	-	i	-	5102:3	tree / wood
421-1	V	1	-	ɨ	-	-	-	-	-	-	-	-	-	-	5137:4	moon
436-1	V	1	-	a	Ø	p	Ø	-	-	Ø	Ø	-	-	-	5301:4	new
439-1	V	1	-	Ø	Ø	i	-	-	-	-	Ø	Ø	-	Ø	5333:5	no / not / sick
448-1	V	1	-	i	-	-	-	Ø	t	Ø	Ø	n	-	Ø	5484:5	pain / sick
461-1	V	1	-	-	Ø	-	-	i	Ø	-	Ø	i	-	k	5582:4	move / plant (something)
483-1	V	1	-	o	-	-	-	-	-	Ø	Ø	Ø	Ø	Ø	5898:7	elbow
492-1	V	1	-	ɨ	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	β	6016:4	sew
498-1	V	1	-	-	-	-	o	-	-	Ø	-	-	-	-	6081:5	root
6-57	C	57	β	β	β	β	β	β	β	b	b	β	β	β	4890:0, 5087:0, 4879:0, 5523:0, 4599:3, 5937:2, 820:0, 4823:2, 3901:0, 3901:2, 169:0, 483:2, 637:0, 691:0, 705:0, 748:0, 918:3, 928:4, 989:0, 1182:2, 1354:0, 1410:0, 1412:0, 1581:0, 1663:2, 2406:0, 2577:2, 3032:0, 3178:0, 3284:0, 3969:2, 4091:0, 4164:0, 4192:0, 4257:0, 4258:0, 4294:0, 4297:0, 4517:0, 4551:2, 4676:0, 4813:2, 4878:0, 4888:0, 4891:0, 4903:0, 4980:4, 5057:2, 5149:0, 5301:0, 5497:0, 5582:0, 5612:0, 5688:5, 5723:3, 5828:3, 6159:0	arm / armpit / baby / bark / bee / body / boil (something) / boy / bring / buy / carry / child (young human) / comb / come / cover / darkness / dawn / day (not night) / deaf / dew / ear / egg / eye / eyelash / face / finger / first / flee / follow / forehead / fruit / get / get lost / girl / go / grind / hair (head) / hand / honey / house / language / lift / lip / look for / man / marry / morning / mosquito / mouth / move / new / night / old woman / open / parrot / penis / pick up / plant (something) / press / pursue / put / rainbow / relatives / rope / run / shut / skin / speak / squeeze / summer / sun / tear (of eye) / tree stump / two / up / wake up / wasp / wave / wide / woman / year / yesterday / young / young man
216-7	C	7	β	w	β	w	w	w	β	w	p	p	w	p	852:2, 2136:0, 137:0, 2826:0, 3698:0, 4800:0, 5658:0	cotton / field / i / lift / push / river / soft / thing / water
292-5	C	5	β	w	ʔ	w	β	w	ʔ	w	w	β	w	β	279:0, 973:2, 1100:2, 1644:0, 5171:0	black / breathe / dark / fan (action) / get tired / rest / star / wound
263-4	C	4	β	w	i	h	w	Ø	β	Ø	Ø	β	w	β	1010:0, 1473:0, 1550:0, 4754:0	break (destroy or get destroyed) / leg / star / tear (shred) / write
46-3	C	3	β	w	β	w	w	w	β	w	w	β	w	β	4334:0, 5415:0, 5636:0	few / grass / one / only / pumpkin
295-3	C	3	β	h	a	h	Ø	ɨ	Ø	ɦ	Ø	a	Ø	a	3812:0, 4891:4, 5605:2	potato / tear (of eye) / what
14-2	C	2	β	β	β	β	β	β	β	β	b	β	β	β	3923:0, 4232:0	honey / husband / marry / sweet / wife
106-2	C	2	β	a	-	w	a	-	-	Ø	Ø	-	a	a	142:2, 5687:3	bloom / flower / rainbow
151-2	C	2	β	a	∼	Ø	Ø	a	n	-	n	a	a	a	908:2, 4044:3	fly (move through air) / who
185-2	C	2	β	w	ɨ	ɨ	Ø	Ø	ɨ	w	ɨ	a	ɨ	a	2933:2, 3812:2	axe / what
192-2	C	2	β	β	β	w	β	β	β	Ø	Ø	-	Ø	-	5898:0, 6159:7	cover / elbow / shut
247-2	C	2	β	β	β	β	Ø	n	Ø	Ø	Ø	Ø	∼	p	4322:2, 4861:2	lizard / snail
304-1	C	1	β	β	Ø	o	Ø	o	ɯ	Ø	u	u	β	o	455:2	testicles
399-1	C	1	β	i	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	i	Ø	4707:2	language
465-1	C	1	β	h	Ø	h	ʃ	Ø	ɯ	ʃ	ʃ	u	h	o	5714:0	red / ripe / yellow
73-12	C	12	ʔ	ʔ	ʔ	o	o	o	ʔ	u	u	u	o	o	810:0, 4694:0, 5556:0, 44:0, 473:0, 1454:0, 2223:0, 4693:0, 4722:0, 5137:0, 5962:0, 6024:0	cough / day (not night) / know (something) / laugh / light (radiation) / moon / near / nest / pinch / rain (precipitation) / see / shade / sleep / water
29-5	C	5	ʔ	ʔ	i	ʔ	ʔ	i	i	i	e	i	i	i	681:2, 967:2, 3212:2, 4583:2, 5688:7	animal / cloud / feather / leaf / rainbow / smoke (exhaust) / wing / worm
45-5	C	5	ʔ	ʔ	ʔ	i	i	i	ʔ	i	tʃ	i	i	i	4236:0, 4536:0, 4703:0, 5484:0, 5762:0	bird / give / hot / lake / pain / sell / sick
167-5	C	5	ʔ	ʔ	ʔ	a	a	a	ʔ	Ø	Ø	a	a	a	930:0, 1235:2, 1437:0, 1668:0, 2775:0	beverage / cassava / chieftain / drink / food / wife
284-4	C	4	ʔ	ʔ	Ø	ʔ	-	i	ɯ	Ø	u	u	t	Ø	459:0, 559:5, 1240:5, 5914:2	cloud / far / ring / there / thunder
136-3	C	3	ʔ	-	-	-	-	Ø	-	Ø	d	-	t	k	79:4, 1991:2, 5194:5	come / move / rotten / smell (stink) / stinking
178-3	C	3	ʔ	ʔ	t	Ø	h	ɨ	t	i	Ø	Ø	ɨ	ɨ	1854:0, 6089:2, 5556:2	father / heel / pinch
260-3	C	3	ʔ	ʔ	k	a	a	i	ʔ	Ø	Ø	k	a	k	678:2, 912:2, 1647:0	break (destroy or get destroyed) / chicken / speak / tell
278-3	C	3	ʔ	t	-	-	a	-	-	Ø	Ø	-	-	a	770:6, 1207:4, 5687:5	burn (something) / go up (ascend) / rainbow / stand / walk
18-2	C	2	ʔ	ʔ	i	ʔ	ʔ	-	-	ʔ	d	i	i	i	2091:2, 4121:2	earth (soil) / fire / forest / tree
83-2	C	2	ʔ	ʔ	ʔ	i	ʂ	i	ʔ	i	Ø	i	i	i	3074:0, 4944:0	embrace / louse
142-2	C	2	ʔ	Ø	ʔ	ɨ	ɨ	Ø	ʔ	Ø	Ø	ɨ	i	ɨ	3075:0, 3817:0	embrace / i
148-2	C	2	ʔ	ʂ	o	o	ʔ	Ø	ɯ	Ø	Ø	u	o	o	4888:2, 6142:4	knee / tear (of eye)
156-2	C	2	ʔ	ʔ	m	ʔ	ʔ	w	m	Ø	Ø	f	i	i	1644:4, 2097:2	ash / fan (action) / light (ignite)
157-2	C	2	ʔ	ʔ	o	ʔ	ʔ	a	t	Ø	d	u	Ø	o	1765:2, 4037:2	burn (something) / chair / sit / sit down
186-2	C	2	ʔ	-	o	-	-	h	k	Ø	Ø	a	i	Ø	185:3, 1621:4	blow (of wind) / chew / wind
190-2	C	2	ʔ	-	ʂ	-	Ø	-	ʂ	Ø	Ø	i	t	k	4257:2, 5556:4	carry / go / pinch
312-1	C	1	ʔ	Ø	-	o	-	-	-	Ø	Ø	Ø	-	Ø	703:5	up
367-1	C	1	ʔ	ʔ	i	-	-	-	i	Ø	Ø	i	t	k	4249:2	be born / go / walk
383-1	C	1	ʔ	ʔ	ʔ	ɨ	i	Ø	ʔ	n	i	i	i	ɨ	4440:0	heavy
414-1	C	1	ʔ	Ø	o	Ø	Ø	o	-	Ø	Ø	Ø	o	o	5069:2	cure / medicine
432-1	C	1	ʔ	a	a	ʔ	ʔ	-	-	ʔ	Ø	a	a	a	5292:2	nest
496-1	C	1	ʔ	ʔ	ɨ	ʔ	ʔ	ɨ	ɨ	ʔ	ɨ	ɨ	ɨ	ɨ	6080:2	foot / footprint
55-8	C	8	ʃ	ʃ	ʃ	ʃ	ʃ	ʃ	ʃ	ʃ	Ø	ʃ	ʃ	ʃ	672:2, 1023:3, 4332:2, 4402:4, 4728:4, 5093:2, 5747:2, 5876:2	bat / chieftain / demon / fast / ghost / hard / lazy / mighty or powerful or strong / rib / salt / shoot / soul / yellow
274-6	C	6	ʃ	ʃ	Ø	ʃ	ʃ	ʃ	tʃ	s	s	ʃ	i	ʃ	59:2, 184:0, 1010:2, 1473:2, 4038:1, 4323:0	good / small / spider / star / write
33-4	C	4	ʃ	ʃ	s	ʃ	ʃ	ʃ	s	ʃ	s	ʃ	ʃ	ʃ	2914:2, 3158:0, 5826:2, 6073:2	hammock / leg / remember / rope / sand / snake / think (reflect) / upper leg (thigh)
468-1	C	1	ʃ	i	Ø	ʃ	i	Ø	n	i	-	n	i	i	5714:3	red / ripe / yellow
12-46	C	46	ʂ	ʂ	ʂ	ʂ	ʂ	h	ʂ	ʃ	ʂ	ʃ	ʂ	ʂ	661:0, 2133:0, 928:2, 5113:0, 1271:0, 1271:2, 1816:2, 2295:2, 68:0, 175:0, 177:0, 385:0, 476:2, 501:2, 686:0, 729:0, 838:0, 918:2, 962:0, 1084:0, 1144:0, 1410:3, 1550:2, 1730:2, 2136:2, 2206:2, 2329:0, 2539:2, 3102:0, 3550:0, 3654:2, 4376:2, 4435:0, 4537:0, 4551:0, 4763:2, 4827:0, 4861:0, 4862:0, 4920:2, 4972:0, 5063:2, 5111:0, 5194:0, 5364:0, 5515:0	back / bark / break (destroy or get destroyed) / breast / burning / chest / comb / cotton / crawl or creep / cure / cut / deer / empty / fasten / fat (organic substance) / few / girl / green / half / hide (conceal) / hot / house / lick / light (weight) / lip / lizard / maize / milk / mouth / move / neck / old / old man / old woman / peel / rough / rub / scrape / sew / skin / small / smell (perceive) / smell (stink) / some / split / stomach / tear (shred) / thick / thorn / tie / turtle / unripe / vulture / weave / wide / woman / worm / young / young woman
165-3	C	3	ʂ	ʂ	p	a	a	a	p	a	t	a	a	a	44:2, 212:4, 810:3	day (not night) / nest / sleep / spin / water
171-3	C	3	ʂ	ʂ	s	ʃ	ʂ	h	ʂ	Ø	Ø	n	ʂ	∼	184:4, 185:0, 426:2	blow (of wind) / buttocks / spider / wind
205-3	C	3	ʂ	ʃ	-	-	Ø	ʃ	Ø	Ø	Ø	ʃ	ʃ	ʂ	3190:2, 4322:4, 5523:2	nasal mucus (snot) / penis / snail
17-2	C	2	ʂ	ʂ	ʂ	ʂ	ʂ	h	ʂ	ʂ	ʂ	ʃ	ʂ	ʂ	531:0, 4772:0	bone / tooth
