ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	COGID	COGIDS	MORPHEMES	BORROWING	ALIGNMENT
8849	Tacana	go up (ascend)	tsua	tsua	ts u a	None	Tacana	3642	5107	go_up		ts u - a
8968	Tsimane	go up (ascend)	bojvaqui	bojvaqui	b o h ʋ	None	Mosetén	3650	5116	?		b o h ʋ
9596	Chacobo	go up (ascend)	inahaina	inahaina	i n a	None	Pano	1634	205	go_up		- i n a
10189	Araona	go up (ascend)	tenatsoa	tenatsoa	t e n a + ts o a	None	Tacana	3951	6091 5107	go_up		t e n a + ts o - a
10315	Kaxarari	go up (ascend)	iˈlahi	iˈlahi	i l a + h i	None	Pano	1635	205 2086	go_up /verbal		- i l a + h i
510	EseEjja	good	-ɓame	-ɓame	ɓ a m e	None	Tacana	3659	5138	?		ɓ a m e
511	EseEjja	good	hayaya	hayaya	h a j a j a	None	Tacana	3663	5146	?		h a j a j a
512	EseEjja	good	-kixene	-kixene	k i x e n e	None	Tacana	1647	2062	good		k i x e n e
936	HuarayoEseEjja	good	kia-bame	kia-bame	k i a + b a m e	None	Tacana	3145	3797 3989	_:pref_give ?		k i a + b a m e
1362	Cashibo	good	o'pi	o'pi	o p i	None	Pano	3658	5137	?		o p i
1819	Catuquina	good	roʔa-pa	roʔa-pa	r o ʔ a + p a	None	Pano	3147	3990 3991	?		r o ʔ a + p a
2452	ShipiboConibo	good	hakõ	hakõ	h a k õ	None	Pano	3142	3984	good		h a k õ
2453	ShipiboConibo	good	hɨɨ	hɨɨ	h ɨɨ	None	Pano	3660	5139	?		h ɨɨ
2987	Yaminahua	good	šara	šara	ʃ a r a	None	Pano	3655	5135	?		ʃ a r a
3205	Amahuaca	good	sháracún	sháracún	ʃ á/a r a + k ɨ n	None	Pano	3656	5135 3987	?		ʃ á/a r a + k ɨ n
3997	Capanahua	good	sirí, rohapa	sirí	s i r i	None	Pano	4662	7982	?		s i r i
3998	Capanahua	good	sirí, rohapa	rohapa	r o ʔ a + p a	None	Pano	3147	3990 3991	?		r o ʔ a + p a
4513	Moseten	good	'hem	'hem	h e m	None	Mosetén	3356	431	good		h e m - - -
4514	Moseten	good	hemd'si	hemd'si	h e m d s i	None	Mosetén	3356	431	good		h e m d s i
4515	Movima	good	ɗo-koi	ɗo-koi	ɗ o + k o i	None	Movima	3141	3982 3983	?		ɗ o + k o i
5268	Matses	good	bëda	bëda	b ɨ d a	None	Pano	3659	5138	?		b ɨ d a
5269	Matses	good	bëdaid	bëdaid	b ɨ d a + i d	None	Pano	3659	5138 63	pat_nmlz		b ɨ d a + - - i d
5747	Sharanahua	good	shara	shara	ʃ a r a	None	Pano	3655	5135	?		ʃ a r a
6313	Kakataibo	good	upí	upí	ɯ p i	None	Pano	3658	5137	?		ɯ p i
6314	Kakataibo	good	asábi	asábi	a s a β̞ i	None	Pano	3657	5136	?		a s a β̞ i
6774	Isconahua	good	irapa	irapa	i ɾ a p a	None	Pano	3148	3992	?		i ɾ a p a
7454	Chipaya	good	kuza, chhuñi	kuza	k u z a	None	Uru-Chipaya	3149	3993	?		k u z a
7455	Chipaya	good	kuza, chhuñi	chhuñi	tʃʰ u ɲ i	None	Uru-Chipaya	3144	3988	?		tʃʰ u ɲ i
8244	Cavinena	good	ji-	ji-	h i	None	Tacana	3660	5139	?		h i
8665	Tacana	good	e-ni, saida	e-ni	n i	None	Tacana	617	12013	?		n i
8666	Tacana	good	e-ni, saida	saida	s a i + d a	None	Tacana	0	5147 3761	_:adj		s a i + d a
9310	Tsimane	good	se’yity, si’yis	se’yity	s e.ʔ j i + tʲ	None	Mosetén	0	5145 1978	_:nmlz		s e.ʔ j i + tʲ
9311	Tsimane	good	se’yity, si’yis	si’yis	s i.ʔ j i + s	None	Mosetén	0	5145 2559	_:nmlz		s i.ʔ j i + s
9634	Chacobo	good	jënima	jënima	h ɨ + n i m a	None	Pano	3661	5139 5140	?		h ɨ + n i m a
9887	Araona	good	ajai	ajai	a + h a.i	None	Tacana	2650	3831 3399	_:adj ?		- - - - a + - - h - a.i
277	EseEjja	grass	sipone	sipone	s i p o n e	None	Tacana	3670	5174	?		s i p o n e
278	EseEjja	grass	tata tiyani	tata tiyani	t a t a + t i j a n i	None	Tacana	1371	1724 5178	?		t a t a + t i j a n i
769	HuarayoEseEjja	grass	sipone	sipone	s i p o n e	None	Tacana	3670	5174	?		s i p o n e
1191	Cashibo	grass	βasi	βasi	β a s i	None	Pano	3666	5170	?		β a s i - -
1192	Cashibo	grass	čuku	čuku	tʃ u k u	None	Pano	3669	5173	?		tʃ u k u
1193	Cashibo	grass	ṣ̌uβi	ṣ̌uβi	ʂ u β i	None	Pano	1372	1725	?		ʂ u β i
1629	Catuquina	grass	wasi	wasi	w a s i	None	Pano	3666	5170	?		w a s i - -
2768	Yaminahua	grass	βasi	βasi	β a s i	None	Pano	3666	5170	?		β a s i - -
3108	Amahuaca	grass	vazí	vazí	β a s í/i	None	Pano	3666	5170	?		β a s í/i - -
3676	Capanahua	grass	huasi	huasi	w a s i	None	Pano	3666	5170	?		w a s i - -
4516	Moseten	grass	bi'ruruʔ	bi'ruruʔ	b i r u r u.ʔ	None	Mosetén	3671	5175	?		b i r u r u.ʔ
4517	Movima	grass	ɗi-mas	ɗi-mas	ɗ i + m a s	None	Movima	1374	1727 5176	?		ɗ i + m a s
5270	Matses	grass	uesin	uesin	w e s i n	None	Pano	3666	5170	?		w e s i n -
5748	Sharanahua	grass	faasi	faasi	β a.a s i	None	Pano	3666	5170	?		β a.a s i - -
6315	Kakataibo	grass	basi	basi	β̞ a s i	None	Pano	3666	5170	?		β̞ a s i - -
6775	Isconahua	grass	wasin	wasin	w a s i n	None	Pano	3666	5170	?		w a s i n -
7343	Chipaya	grass	ch’ojña, k’aphara, saqwa	ch’ojña	tʃˀ o x ɲ a	None	Uru-Chipaya	1370	1723	?		tʃˀ o x ɲ a
7344	Chipaya	grass	ch’ojña, k’aphara, saqwa	k’aphara	kˀ a pʰ a r a	None	Uru-Chipaya	3672	5177	?		kˀ a pʰ a r a
7345	Chipaya	grass	ch’ojña, k’aphara, saqwa	saqwa	s a qʷ a	None	Uru-Chipaya	1373	1726	?		s a qʷ a
8344	Cavinena	grass	muwawa, nutsa	muwawa	m u w a w a	None	Tacana	3668	5172	?		m u w a w a
8345	Cavinena	grass	muwawa, nutsa	nutsa	n u ts a	None	Tacana	3667	5171	grass		n u ts a
8759	Tacana	grass	nutsa	nutsa	n u ts a	None	Tacana	3667	5171	grass		n u ts a
9578	Chacobo	grass	huasi	huasi	w a s i	None	Pano	3666	5170	?		w a s i - -
10148	Araona	grass	notsa	notsa	n o ts a	None	Tacana	3667	5171	?		n o ts a
10260	Kaxarari	grass	waˈsai	waˈsai	w a s a i	None	Pano	3666	5170	?		w a s a - i
465	EseEjja	green	e-tawa	e-tawa	t a w a	None	Tacana	274	1098	blue/green		t a - w a
905	HuarayoEseEjja	green	kawa	kawa	k a w a	None	Tacana	274	1098	blue/green		k a - w a
1791	Catuquina	green	ponã	ponã	p o n ã	None	Pano	2883	3653	blue/green		p o n ã
2403	ShipiboConibo	green	yãkõ paṣ̌na	yãkõ paṣ̌na	j ã k õ + p a ʂ n a	None	Pano	294	1100 5198	blue/green blue/green		j ã k õ + p a ʂ n a
2404	ShipiboConibo	green	šɨpa	šɨpa	ʃ ɨ p a	None	Pano	1397	175	?		ʃ ɨ p a
2952	Yaminahua	green	nana	nana	n a n a	None	Pano	5140	94	young		n a n a
3356	Amahuaca	green	mápaxán	mápaxán	m á/a + p a ʂ á/a n	None	Pano	4713	809 8878	neg green		m á/a + p a ʂ á/a n
4129	Capanahua	green	yancon, xoo	yancon	j a.n k o.n	None	Pano	293	1100	blue/green		j a.n k o.n
4130	Capanahua	green	yancon, xoo	xoo	ʂ o o	None	Pano	658	12123	unripe		ʂ o - - - o
4520	Moseten	green	šan-'dʸes	šan-'dʸes	ʃ a n + dʲ e s	None	Mosetén	4038	6369 5206	leaf ?		ʃ a n + dʲ e s
4521	Movima	green	noʔna	noʔna	n o ʔ n a	None	Movima	2884	3654	?		n o ʔ n a
6316	Kakataibo	green	páxa	páxa	p a ʂ a	None	Pano	4963	8878	green		p a ʂ a -
6776	Isconahua	green	hoiro	hoiro	h o i ɾ o	None	Pano	3679	5203	?		h o i ɾ o
7148	Matses	green	umu	umu	u m u	None	Pano	302	1102	blue/green		u m u
7342	Chipaya	green	ch’ojña	ch’ojña	tʃˀ o x ɲ a	None	Uru-Chipaya	1370	1723	?		tʃˀ o x ɲ a
8387	Cavinena	green	sawa	sawa	s a w a	None	Tacana	4960	8877	green		s a w a
8532	Tacana	green	china	china	tʃ i n a	None	Tacana	4420	727	?		tʃ i n a
9445	Tsimane	green	yushñuij	yushñuij	j ɨ ʃ ɲ ɨ + i h	None	Mosetén	318	1106 596	blue/green _:verbal		j ɨ ʃ ɲ ɨ + i h
9490	Chacobo	green	bëniaba	bëniaba	β ɨ + n i a β a	None	Pano	3678	5202 1098	undefined blue/green		β ɨ + n i a β a
9903	Araona	green	asahualili	asahualili	a + s a w a + l i l i	None	Tacana	4962	3831 8877 604	_:adj green ?		- - - - a + s a w a + l i l i
242	EseEjja	grind	taxa-ka-	taxa-ka-	t a x a + k a	None	Tacana	0	1522 1255	_:verbal		t a x a + k a
742	HuarayoEseEjja	grind	kwea-tami-ikwe	kwea-tami-ikwe	kʷ e a + t a m i + i kʷ e	None	Tacana	5155	9456 5223 5226	?		kʷ e a + t a m i + i kʷ e
1157	Cashibo	grind	rɨ̃-ti	rɨ̃-ti	r ɨ̃ + t i	None	Pano	0	5222 1167	_:verbal		r ɨ̃ - - + t i
1596	Catuquina	grind	tii a-	tii a-	t i i + a	None	Pano	0	1523 77	_:verbal		t i i + a
2134	ShipiboConibo	grind	βitaṣ̌-ti	βitaṣ̌-ti	β i t a ʂ + t i	None	Pano	4879	8623 1167	press _:verbal		β i - t a ʂ + t i
2135	ShipiboConibo	grind	rɨnɨ-ti	rɨnɨ-ti	r ɨ n ɨ + t i	None	Pano	3682	5222 1167	grind _:verbal		r ɨ n ɨ + t i
2730	Yaminahua	grind	čano-kĩ	čano-kĩ	tʃ a n o + k ĩ	None	Pano	0	1524 1186	_:verbal		tʃ a n o + - k ĩ
3204	Amahuaca	grind	rúnuquin	rúnuquin	r ɨ n ɨ + k i n	None	Pano	3682	5222 356	grind _:verbal		r ɨ n ɨ + k i n
3965	Capanahua	grind	renequin	renequin	r ɨ n ɨ	None	Pano	3682	5222	grind		r ɨ n ɨ
4329	Moseten	grind	muihe'yak	muihe'yak	m u i h e j a k	None	Mosetén	3685	5228	?		m u i h e j a k
4330	Movima	grind	latos-na	latos-na	l a t o s + n a	None	Movima	0	1521 1968	_:verbal		l a t o s + n a
5751	Sharanahua	grind	runui	runui	r ɨ n ɨ.i	None	Pano	3682	5222	grind		r ɨ n ɨ.i
5752	Sharanahua	grind	timai	timai	t i m a.i	None	Pano	3683	5223	?		t i m a.i
6112	Sharanahua	grind	yushcui	yushcui	j ɨ ʃ k ɨ i	None	Pano	3689	5233	?		j ɨ ʃ k ɨ i
6317	Kakataibo	grind	musti	musti	m ɯ s + t i	None	Pano	0	5227 1167	_:verbal		m ɯ s + t i
6318	Kakataibo	grind	rënti	rënti	ɾ ɨ n + t i	None	Pano	0	5222 1167	_:verbal		ɾ ɨ n - + t i
6777	Isconahua	grind	chona	chona	tʃ o n a	None	Pano	1219	1524	?		tʃ o n a
7107	Matses	grind	macues	macues	m a kʷ e s	None	Pano	3684	5225	?		m a kʷ e s
7337	Chipaya	grind	ch’eqh-z, hal-z, jawin-z	ch’eqh-z	tʃˀ e qʰ	None	Uru-Chipaya	1218	1520	?		tʃˀ e qʰ
7338	Chipaya	grind	ch’eqh-z, hal-z, jawin-z	hal-z	h a l	None	Uru-Chipaya	3687	5231	?		h a l
7339	Chipaya	grind	ch’eqh-z, hal-z, jawin-z	jawin-z	x a w i n	None	Uru-Chipaya	3688	5232	?		x a w i n
8175	Cavinena	grind	eri	eri	e r i	None	Tacana	1220	1525	?		e r i
8577	Tacana	grind	dudu	dudu	d u d u	None	Tacana	3683	5223	?		d u d u
9047	Tsimane	grind	ĉosjeyaqui	ĉosjeyaqui	kʰ o s	None	Mosetén	3684	5225	?		- - kʰ o s
9825	Chacobo	grind	timahaina	timahaina	t i m a	None	Pano	3683	5223	?		t i m a
9990	Araona	grind	dodo	dodo	d o d o	None	Tacana	3683	5223	?		d o d o
403	EseEjja	grow	tii-	tii-	t i i	None	Tacana	4646	7921	old		t i i
857	HuarayoEseEjja	grow	čii-kwe	čii-kwe	tʃ i i	None	Tacana	4646	7921	old		tʃ i i
1283	Cashibo	grow	kani-ti	kani-ti	k a n i + t i	None	Pano	3117	396 1167	grow _:verbal		k a n i + t i
1735	Catuquina	grow	yosi-ṣ̌-	yosi-ṣ̌-	j o s i + tʃ	None	Pano	4653	7952 73	man ?		j o s i + tʃ
2316	ShipiboConibo	grow	aniti	aniti	a n i + t i	None	Pano	3117	396 1167	grow _:verbal		- a n i + t i
2317	ShipiboConibo	grow	ṣ̌oṣ̌o-ti	ṣ̌oṣ̌o-ti	ʂ o ʂ o + t i	None	Pano	0	5262 1167	_:verbal		ʂ o ʂ o + t i
2883	Yaminahua	grow	yosi-kĩ	yosi-kĩ	j o s i + k ĩ	None	Pano	4649	7952 1186	man _:verbal		j o s i + - k ĩ
3094	Amahuaca	grow	húhúhi	húhúhi	ʔ ɨ ʔ ɨ + ʔ i	None	Pano	0	222 174	_:verbal		ʔ ɨ ʔ ɨ + ʔ i
3642	Capanahua	grow	hanihi, bonohi	hanihi	ʔ a n i + ʔ i	None	Pano	3117	396 174	grow _:verbal		ʔ a n i + ʔ i
3643	Capanahua	grow	hanihi, bonohi	bonohi	β o n o + ʔ i	None	Pano	0	5260 174	_:verbal		β o n o + ʔ i
4524	Moseten	grow	pa'ɲi	pa'ɲi	p a ɲ i	None	Mosetén	3117	396	grow		p a ɲ i
4525	Movima	grow	ɓihau-ni	ɓihau-ni	ɓ i h au + n i	None	Movima	0	2544 2545	_:deriv		ɓ i h au + n i
5271	Matses	grow	cani	cani	k a n i	None	Pano	3117	396	grow		k a n i
5753	Sharanahua	grow	yosi	yosi	j u s i	None	Pano	4649	7952	man		j u s i
6319	Kakataibo	grow	kani	kani	k a n i	None	Pano	3117	396	grow		k a n i
6778	Isconahua	grow	maho	maho	m a h o	None	Pano	2032	2547	grow		m a h o
7519	Chipaya	grow	paqh-z	paqh-z	p a qʰ	None	Uru-Chipaya	3694	5263	?		p a qʰ
8142	Cavinena	grow	dane	dane	d a n e	None	Tacana	3117	396	grow		d a n e
8750	Tacana	grow	muru	muru	m u ɾ u	None	Tacana	2033	2548	?		m u ɾ u
9249	Tsimane	grow	p̂añi	p̂añi	pʰ a ɲ i	None	Mosetén	3117	396	grow		pʰ a ɲ i
9451	Chacobo	grow	anihaina	anihaina	a n i	None	Pano	3117	396	grow		- a n i
10081	Araona	grow	jehua	jehua	h e w a	None	Tacana	3692	5259	?		h e w a
10316	Kaxarari	grow	josiˈhi	josiˈhi	j o s i + h i	None	Pano	4650	7952 2086	man /verbal		j o s i + h i
130	EseEjja	hair (body)	e-yam-iɲa	e-yam-iɲa	j a m + i ɲ a	None	Tacana	3696	5289 1044	hair		j a m + - - - i ɲ a
654	HuarayoEseEjja	hair (body)	e-'ɲa	e-'ɲa	ɲ a	None	Tacana	99	1044	hair		- ɲ - a - -
1057	Cashibo	hair (body)	rani	rani	r a n i	None	Pano	4321	708	hair		r a n i
1494	Catuquina	hair (body)	rani	rani	r a n i	None	Pano	4321	708	hair		r a n i
1988	ShipiboConibo	hair (body)	rani	rani	r a n i	None	Pano	4321	708	hair		r a n i
2617	Yaminahua	hair (body)	rani	rani	r a n i	None	Pano	4321	708	hair		r a n i
3063	Amahuaca	hair (body)	xaní	xaní	ʂ a n í/i	None	Pano	4471	739	hair		ʂ a n í/i
3958	Capanahua	hair (body)	rani	rani	r a n i	None	Pano	4321	708	hair		r a n i
4231	Moseten	hair (body)	'fin	'fin	f i n	None	Mosetén	4769	827	hair		f i n
4232	Movima	hair (body)	risa-kʷa	risa-kʷa	r i s a + kʷ a	None	Movima	3975	615 1177	hair absolute_state		r i s a + kʷ a
6320	Kakataibo	hair (body)	rani	rani	ɾ a n i	None	Pano	4321	708	hair		ɾ a n i
7080	Matses	hair (body)	bu	bu	b u	None	Pano	4430	732	head/face		b u
7192	Sharanahua	hair (body)	shopo	shopo	ʃ u p u	None	Pano	3805	565	?		ʃ u p u
7360	Chipaya	hair (body)	chara, choma	chara	tʃ a r a	None	Uru-Chipaya	4296	705	hair		tʃ a r a
7361	Chipaya	hair (body)	chara, choma	choma	tʃ o m a	None	Uru-Chipaya	3850	577	hair		tʃ o m a
7805	Isconahua	hair (body)	bo	bo	β o	None	Pano	4373	715	head/hair		β o -
8059	Cavinena	hair (body)	-tsaru	-tsaru	ts a r u	None	Tacana	4908	871	hair		ts a r u
8606	Tacana	hair (body)	e-inua	e-inua	i n ua	None	Tacana	99	1044	hair		- - - i n ua
9780	Chacobo	hair (body)	rani	rani	r a n i	None	Pano	4321	708	hair		r a n i
127	EseEjja	hair (head)	e-woxaɲa	e-woxaɲa	w o x a + ɲ a	None	Tacana	3772	556 1044	head hair		w o x a + - ɲ - a - -
128	EseEjja	hair (head)	e-iɲa	e-iɲa	i ɲ a	None	Tacana	99	1044	hair		- - - i ɲ a
652	HuarayoEseEjja	hair (head)	e-'ɲa	e-'ɲa	ɲ a	None	Tacana	99	1044	hair		- ɲ - a - -
1055	Cashibo	hair (head)	βuu	βuu	β u u	None	Pano	4373	715	head/hair		β u u
1492	Catuquina	hair (head)	βoo	βoo	β o o	None	Pano	4373	715	head/hair		β o o
1983	ShipiboConibo	hair (head)	βoo	βoo	β o o	None	Pano	4373	715	head/hair		β o o
1984	ShipiboConibo	hair (head)	βo-	βo-	β o	None	Pano	4373	715	head/hair		β o -
2615	Yaminahua	hair (head)	βoo	βoo	β o o	None	Pano	4373	715	head/hair		β o o
3515	Amahuaca	hair (head)	vóó	vóó	β ó/o ó/o	None	Pano	4373	715	head/hair		β ó/o ó/o
3582	Capanahua	hair (head)	boo	boo	β o o	None	Pano	4373	715	head/hair		β o o
4526	Moseten	hair (head)	'fin	'fin	f i n	None	Mosetén	4769	827	hair		f i n
4527	Movima	hair (head)	risa-kʷa	risa-kʷa	r i s a + kʷ a	None	Movima	3975	615 1177	hair absolute_state		r i s a + kʷ a
5272	Matses	hair (head)	manëdaid	manëdaid	m a n ɨ + a i d	None	Pano	3701	5315 63	undefined pat_nmlz		m a n ɨ + - a i d
5754	Sharanahua	hair (head)	fo	fo	β u	None	Pano	4373	715	head/hair		β u -
6321	Kakataibo	hair (head)	bu	bu	β̞ ɯ	None	Pano	4373	715	head/hair		β̞ ɯ -
6322	Kakataibo	hair (head)	mamiskuñu	mamiskuñu	m a m i + s k ɯ ɲ ɯ	None	Pano	3702	5319 859	undefined		m a m i + s k ɯ ɲ ɯ
6779	Isconahua	hair (head)	bo	bo	β o	None	Pano	4373	715	head/hair		β o -
7358	Chipaya	hair (head)	chara, choma	chara	tʃ a r a	None	Uru-Chipaya	4296	705	hair		tʃ a r a
7359	Chipaya	hair (head)	chara, choma	choma	tʃ o m a	None	Uru-Chipaya	3850	577	hair		tʃ o m a
8060	Cavinena	hair (head)	-tsaru	-tsaru	ts a r u	None	Tacana	4908	871	hair		ts a r u
8590	Tacana	hair (head)	e-chua-ina	e-chua-ina	tʃ u a + i n a	None	Tacana	4917	873 1044	head hair		tʃ u - a + - - - i n a
9097	Tsimane	hair (head)	fin	fin	f i n	None	Mosetén	4769	827	hair		f i n
9513	Chacobo	hair (head)	boo	boo	β o o	None	Pano	4373	715	head/hair		β o o
10171	Araona	hair (head)	shoa-iña	shoa-iña	ʃ o a + i ɲ a	None	Tacana	4231	685 1044	head hair		ʃ o a + - - - i ɲ a
878	HuarayoEseEjja	half	e-sexa	e-sexa	s e x a	None	Tacana	3714	5345	?		s e x a
1303	Cashibo	half	pu'šĩ	pu'šĩ	p u ʃ ĩ	None	Pano	2639	3377	?		p u ʃ ĩ
1756	Catuquina	half	hama-ʔori-ti	hama-ʔori-ti	h a m a + ʔ o r i + t i	None	Pano	3712	5341 12172 1167	? _:verbal		h a m a + ʔ o - r i + t i
2349	ShipiboConibo	half	βɨ̃kɨṣ̌	βɨ̃kɨṣ̌	β ɨ̃ k ɨ + ʂ	None	Pano	3709	5340 1832	half ?		β ɨ̃ k ɨ + ʂ - - -
2350	ShipiboConibo	half	napõβɨkõ	napõβɨkõ	n a p õ + β ɨ k õ	None	Pano	1387	1739 2396	undefined center		n a p õ - + β ɨ k õ
2351	ShipiboConibo	half	počinikõ	počinikõ	p o tʃ i n i k õ	None	Pano	3720	5354	?		p o tʃ i n i k õ
2911	Yaminahua	half	kaṣ̌kɨa	kaṣ̌kɨa	k a ʂ k ɨ + a	None	Pano	3706	5339 3374	half ?		k a ʂ k ɨ + a
3168	Amahuaca	half	caxcú	caxcú	k a ʂ k ɨ	None	Pano	3705	5339	half		k a ʂ k ɨ
4528	Moseten	half	čok'yaki	čok'yaki	tʃ o k j a + k i	None	Mosetén	0	3381 643	_:verbal		tʃ o k j a + k i
4529	Movima	half	tam-pin̉	tam-pin̉	t a m + p i p ʔⁿ	None	Movima	1395	1746 794	?		t a m + p i p ʔⁿ
5755	Sharanahua	half	cashcu	cashcu	k a ʃ k ɨ	None	Pano	3705	5339	half		k a ʃ k ɨ
5756	Sharanahua	half	natio rafu	natio rafu	n a t i u + r a β ɨ	None	Pano	3719	5351 5352	?		n a t i u + r a β ɨ
7111	Matses	half	musuc	musuc	m u s u k	None	Pano	3715	5346	?		m u s u k
7374	Chipaya	half	chika-ta	chika-ta	tʃ i k a + t a	None	Uru-Chipaya	1962	2462 3380	?		tʃ i k a + t a
8034	Cavinena	half	-kare	-kare	k a r e	None	Tacana	3713	5342	?		k a r e
8656	Tacana	half	e-dusete	e-dusete	d u s e t e	None	Tacana	3716	5349	?		d u s e t e
9009	Tsimane	half	chichimec	chichimec	tʃ i tʃ i m e k	None	Mosetén	3718	5350	?		tʃ i tʃ i m e k
9495	Chacobo	half	bëquëxë	bëquëxë	β ɨ k ɨ + ʂ ɨ	None	Pano	3710	5340 2159	half ?		β ɨ k ɨ + ʂ ɨ
3509	Amahuaca	hammock	rizí	rizí	r i s í/i	None	Pano	3722	5364	hammock		r i s í/i
3842	Capanahua	hammock	paish	paish	p ai ʃ	None	Pano	3724	5366	?		p ai ʃ
7005	Kakataibo	hammock	anu bëëti	anu bëëti	a n ɯ + β̞ ɨ ɨ t i	None	Pano	1408	1762 5370	sit ?		a n ɯ + β̞ ɨ ɨ t i
7100	Matses	hammock	di	di	d i	None	Pano	2449	3136	?		d i
7186	Sharanahua	hammock	racati, shuhua	racati	r a k a + t i	None	Pano	4086	6541 547	put _:n_rel/instr		r a k a - + t i
7187	Sharanahua	hammock	racati, shuhua	shuhua	ʃ ɨ w a	None	Pano	3723	5365	?		ʃ ɨ w a
7828	Isconahua	hammock	rakati	rakati	ɾ a k a + t i	None	Pano	4086	6541 547	lie_down _:n_rel/instr		ɾ a k a - + t i
7840	Tacana	hammock	chahui	chahui	tʃ a w i	None	Tacana	3723	5365	?		tʃ a w i
7934	Chacobo	hammock	nishi	nishi	n i ʃ i	None	Pano	5080	9224	rope		n i - ʃ i
8008	Araona	hammock	shahui	shahui	ʃ a w i	None	Tacana	3723	5365	?		ʃ a w i
8157	Cavinena	hammock	ebadeki	ebadeki	b a d e k i	None	Tacana	3725	5367	?		b a d e k i
9086	Tsimane	hammock	e’bina	e’bina	e.ʔ b i n a	None	Mosetén	3727	5371	?		e.ʔ b i n a
164	EseEjja	hand	e-me	e-me	m e	None	Tacana	5158	948	hand_prefix		m e
678	HuarayoEseEjja	hand	e-'me	e-'me	m e	None	Tacana	5158	948	hand_prefix		m e
1085	Cashibo	hand	mɨ'kɨ̃	mɨ'kɨ̃	m ɨ + k ɨ̃	None	Pano	5190	948 949	hand_prefix hand		m ɨ + k ɨ̃ -
1523	Catuquina	hand	mɨβi	mɨβi	m ɨ + β i	None	Pano	5184	948 940	hand_prefix finger		m ɨ + β i
2031	ShipiboConibo	hand	mɨ-kɨ̃	mɨ-kɨ̃	m ɨ + k ɨ̃	None	Pano	5190	948 949	hand_prefix hand		m ɨ + k ɨ̃ -
2646	Yaminahua	hand	mɨ̃kɨ	mɨ̃kɨ	m ɨ̃ + k ɨ	None	Pano	5190	948 949	hand_prefix hand		m ɨ̃ + k ɨ -
3290	Amahuaca	hand	múcun	múcun	m ɨ + k ɨ n	None	Pano	5190	948 949	hand_prefix hand		m ɨ + k ɨ n
3780	Capanahua	hand	mequen	mequen	m ɨ + k ɨ n	None	Pano	5190	948 949	hand_prefix hand		m ɨ + k ɨ n
4530	Moseten	hand	uɲ	uɲ	u ɲ	None	Mosetén	5217	949	hand		- u ɲ
4531	Movima	hand	čopa	čopa	tʃ o p a	None	Movima	5268	966	?		tʃ o p a
5273	Matses	hand	mëdante	mëdante	m ɨ + d a n + t e	None	Pano	5201	948 951 161	hand_prefix hand _:instr		m ɨ + d a n + t e
5757	Sharanahua	hand	mucu	mucu	m ɨ + k ɨ	None	Pano	5190	948 949	hand_prefix hand		m ɨ + k ɨ -
5758	Sharanahua	hand	mufi	mufi	m ɨ + β i	None	Pano	5184	948 940	hand_prefix finger		m ɨ + β i
6323	Kakataibo	hand	mëkën	mëkën	m ɨ + k ɨ n	None	Pano	5190	948 949	hand_prefix hand		m ɨ + k ɨ n
6780	Isconahua	hand	mebi	mebi	m ɨ + β i	None	Pano	5184	948 940	hand_prefix finger		m ɨ + β i
7555	Chipaya	hand	qhara	qhara	qʰ a r a	None	Uru-Chipaya	1050	134	arm/wing		qʰ a r a
8334	Cavinena	hand	metuku	metuku	m e + t u k u	None	Tacana	5208	948 975	hand_prefix hand/finger		m e + t u k u
8613	Tacana	hand	e-me	e-me	m e	None	Tacana	5158	948	hand_prefix		m e
9395	Tsimane	hand	un	un	ɨ n	None	Mosetén	5217	949	hand		- ɨ n
9673	Chacobo	hand	mëquënë	mëquënë	m ɨ + k ɨ + n ɨ	None	Pano	5190	948 949 953	hand_prefix hand		m ɨ + k ɨ - + n ɨ
10011	Araona	hand	eme	eme	m e	None	Tacana	5158	948	hand_prefix		m e
10261	Kaxarari	hand	mɨkɨˈlɨ	mɨkɨˈlɨ	m ɨ + k ɨ + l ɨ	None	Pano	5190	948 949 953	hand_prefix hand		m ɨ + k ɨ - + l ɨ
468	EseEjja	hard	-kaʔa	-kaʔa	k a ʔ a	None	Tacana	2904	3687	hard_strong		k a ʔ a
469	EseEjja	hard	kaxae	kaxae	k a x a e	None	Tacana	3733	5407	?		k a x a e
909	HuarayoEseEjja	hard	kia-kaʔa	kia-kaʔa	k i a + k a ʔ a	None	Tacana	2904	3797 3687	_:pref_give hard_strong		k i a + k a ʔ a
1333	Cashibo	hard	iru	iru	i r u	None	Pano	2908	3691	?		i r u
1334	Cashibo	hard	kɨrɨ	kɨrɨ	k ɨ r ɨ	None	Pano	1314	1635	hard		k ɨ r ɨ
1794	Catuquina	hard	yowɨ	yowɨ	j o w ɨ	None	Pano	3732	5406	?		j o w ɨ
2409	ShipiboConibo	hard	čoriš	čoriš	tʃ o r i ʃ	None	Pano	3731	5405	?		tʃ o r i ʃ
2956	Yaminahua	hard	kɨrɨṣ̌	kɨrɨṣ̌	k ɨ r ɨ + ʂ	None	Pano	1314	1635 2719	hard _:adj		k ɨ r ɨ + ʂ
3482	Amahuaca	hard	caní, cúrux	caní	k a n í/i	None	Pano	3117	396	grow		k a n í/i
