ID	DOCULECT	CONCEPTICON_ID	CONCEPTICON_GLOSS	VALUE
2485	Catuquina	1090	BE BORN	pakɨ-t-
2486	Catuquina	1417	KILL	βopi-ma-
2487	Catuquina	1719	BURY	mai a-
2488	Catuquina	3188	MIGHTY OR POWERFUL OR STRONG	mɨstɨ̃
2489	Catuquina	1847	SICK	βopiʔa-
2490	Catuquina	1847	SICK	yama-ti
2491	Catuquina	1109	WOUND	ṣ̌ɨwɨ
2492	Catuquina	1808	PUS	koʔo
2493	Catuquina	499	CURE	roʔa-
2494	Catuquina	1372	MEDICINE	raʔõ-ti
2495	Catuquina	168	REST	tɨnɨ-
2496	Catuquina	1564	LAZY	ṣ̌ikič-
2497	Catuquina	320	LAME	šao koči-ma-ʔ i ni-yama-i
2498	Catuquina	996	DEAF	pasto
2499	Catuquina	1666	MUTE	βana-ʔoma
2500	Catuquina	1463	DRUNK	mapo nisõ-
2501	Catuquina	590	NAKED	šaro-s-ka
2502	Catuquina	1336	EAT	pi-
2503	Catuquina	256	FOOD	pi-ti
2504	Catuquina	1959	RAW	paša
2505	Catuquina	178	RIPE	hõčĩ
2506	Catuquina	1958	UNRIPE	šoʔo
2507	Catuquina	1728	ROTTEN	payo
2508	Catuquina	1401	DRINK	waka a-ka-
2509	Catuquina	1864	HUNGER	pi-tĩ tɨnã-
2510	Catuquina	1421	SUCK	koko-
2511	Catuquina	321	CHEW	ṣ̌ako-
2512	Catuquina	897	SWALLOW	šɨa-
2513	Catuquina	1100	COOK (SOMETHING)	pi-ti waʔa-
2514	Catuquina	3653	COOKING POT	mapo yoʔa
2515	Catuquina	275	PEEL	šoka-
2516	Catuquina	1767	SCRAPE	wɨša-
2517	Catuquina	2017	MIX	moc̷a-
2518	Catuquina	1594	FLOUR	poto
2519	Catuquina	1033	GRIND	tii a-
2520	Catuquina	634	MEAT	nami
2521	Catuquina	1507	FRUIT	βimi
2522	Catuquina	323	FAT (ORGANIC SUBSTANCE)	šɨni
2523	Catuquina	1274	SALT	sao
2524	Catuquina	919	CHILI PEPPER	yoṣ̌i
2525	Catuquina	942	HONEY	šara rɨ c̷õ
2526	Catuquina	635	MILK	βoi šoma
2527	Catuquina	731	BEVERAGE	waka
2528	Catuquina	731	BEVERAGE	maṣ̌o
2529	Catuquina	404	ALCOHOL (FERMENTED DRINK)	kaṣ̌a
2530	Catuquina	744	EGG	βaṣ̌i
2531	Catuquina	1895	CLOTHES	tari
2532	Catuquina	1616	CLOTH	tari kato-ta
2533	Catuquina	1850	COTTON	wašmɨ
2534	Catuquina	580	FUR	yoʔina šaka
2535	Catuquina	121	SPIN	wašmɨ sɨβi-
2536	Catuquina	133	WEAVE	šɨwa
2537	Catuquina	1457	SEW	šɨwa-
2538	Catuquina	1382	NEEDLE (FOR SEWING)	šomoš
2539	Catuquina	1161	THREAD	risis
2540	Catuquina	772	BELT	sĩtorão
2541	Catuquina	1374	RING	mɨβi narĩ-ti
2542	Catuquina	1961	NECKLACE	tɨwɨ
2543	Catuquina	1475	COMB	βoo-č-ti
2544	Catuquina	1252	HOUSE	šoβo
2545	Catuquina	1567	DOOR	kɨpo-ti
2546	Catuquina	806	BLANKET	ipo-ti
2547	Catuquina	1476	CHAIR	βɨʔo-ti
2548	Catuquina	769	ROOF	šoβo pɨmana
2549	Catuquina	212	FIELD	kampo
2550	Catuquina	1418	DIG	mai pokĩ-
2551	Catuquina	714	SEED	hɨšɨ
2552	Catuquina	506	MAIZE	šɨki
2553	Catuquina	606	GRASS	wasi
2554	Catuquina	1486	PLANT (SOMETHING)	βana-
2555	Catuquina	670	ROOT	tapõ
2556	Catuquina	628	LEAF	pɨʔi
2557	Catuquina	239	FLOWER	howa
2558	Catuquina	906	TREE	hiwi
2559	Catuquina	974	TOBACCO	romɨ
2560	Catuquina	1204	BARK	hiwi šaka
2561	Catuquina	159	SWEET POTATO	kari
2562	Catuquina	925	CASSAVA	ac̷a
2563	Catuquina	864	PUMPKIN	warã
2564	Catuquina	641	MUSHROOM	čoamis
2565	Catuquina	2004	BEND	rõkɨ a-
2566	Catuquina	1917	TIE	nɨša-
2567	Catuquina	1917	TIE	tɨskɨ-
2568	Catuquina	352	UNTIE	pɨka-
2569	Catuquina	1218	ROPE	ṣ̌oka rɨsβi
2570	Catuquina	1432	CUT	šatɨ-
2571	Catuquina	677	AXE	roɨ
2572	Catuquina	680	BREAK (DESTROY OR GET DESTROYED)	toβa-
2573	Catuquina	1437	SPLIT	pɨša-
2574	Catuquina	1735	TEAR (SHRED)	taras a-
2575	Catuquina	1735	TEAR (SHRED)	taras i-
2576	Catuquina	1449	RUB	toško-
2577	Catuquina	214	STRETCH	awetã-
2578	Catuquina	214	STRETCH	tee a-
2579	Catuquina	1455	PULL	nini-
2580	Catuquina	38	SPREAD OUT	pɨta-βoʔã-
2581	Catuquina	1913	PRESS	tɨyo-
2582	Catuquina	1414	SQUEEZE	ṣ̌inĩ-
2583	Catuquina	1453	WASH	ṣ̌oa-
2584	Catuquina	46	HOLLOW OUT	pokĩ
2585	Catuquina	1539	BASKET	koki
2587	Catuquina	360	FAN (ACTION)	wɨkoʔa-
2588	Catuquina	765	MOVE	tɨki-
2589	Catuquina	1444	TURN AROUND	pirõ
2590	Catuquina	827	ROLL	sɨβi-
2591	Catuquina	501	LIFT	wakɨ-ʔinĩ-
2592	Catuquina	1280	FALL	pakɨ-t-
2593	Catuquina	1456	THROW	oriʔa-
2594	Catuquina	1909	SHAKE	sakõ-
2595	Catuquina	1574	FLOAT	nono-t-
2596	Catuquina	1439	SWIM	nona
2597	Catuquina	1441	FLY (MOVE THROUGH AIR)	noya-
2598	Catuquina	175	BLOW (OF WIND)	šõa-
2599	Catuquina	3456	CRAWL OR CREEP	mɨšo-
2600	Catuquina	1324	SLIP	taya-βaʔĩ-
2601	Catuquina	1829	JUMP	niʔi-pakɨ-t-
2602	Catuquina	1879	DANCE	mono-t-
2603	Catuquina	1443	WALK	ni-ʔa-kawã-
2604	Catuquina	1519	RUN	kaya-
2605	Catuquina	695	GO	ka-
2606	Catuquina	695	GO	βo-
2607	Catuquina	705	GO UP (ASCEND)	pai-ʔina
2608	Catuquina	705	GO UP (ASCEND)	nɨʔɨ-ʔina-
2609	Catuquina	2014	GO DOWN (DESCEND)	ṣ̌oyo i-
2610	Catuquina	1107	GO OUT	šaβa-kɨ ka-
2611	Catuquina	1446	COME	ho-
2612	Catuquina	1446	COME	βɨ
2613	Catuquina	581	COME BACK	ho-ʔo
2614	Catuquina	581	COME BACK	βɨ-ʔo
2615	Catuquina	1752	LEAVE	ka-
2616	Catuquina	1752	LEAVE	βo-
2617	Catuquina	956	FLEE	kaya-
2618	Catuquina	956	FLEE	βɨokoʔo-
2619	Catuquina	1085	FOLLOW	haṣ̌õ-
2620	Catuquina	1387	ARRIVE	noko-t-
2621	Catuquina	749	ENTER	hiko-
2622	Catuquina	700	CARRY	kaĩ-
2623	Catuquina	692	BRING	βi-βɨʔiã-
2624	Catuquina	1127	SEND	yono-
2625	Catuquina	1452	PUSH	šotõ-
2626	Catuquina	2252	PATH	βaʔi
2627	Catuquina	1011	BRIDGE	βɨka tapã
2628	Catuquina	1970	CANOE	nõ-ti
2629	Catuquina	855	SEIZE	aṣ̌i-
2630	Catuquina	738	THING	hawɨ
2631	Catuquina	1447	GIVE	ĩnã-
2632	Catuquina	1869	BUY	βi-
2633	Catuquina	1571	SELL	hɨnɨ-
2634	Catuquina	1686	BEHIND	ṣ̌ipo
2635	Catuquina	1606	INSIDE	naki
2636	Catuquina	762	OUTSIDE	šaβɨ-kɨ
2637	Catuquina	1485	BELOW OR UNDER	tɨro
2638	Catuquina	1591	UP	mana-ʔori
2639	Catuquina	1591	UP	maṣ̌i
2640	Catuquina	998	PUT	βɨʔõ-
2641	Catuquina	998	PUT	rakã-
2642	Catuquina	998	PUT	sanã-
2643	Catuquina	1416	SIT	βɨʔo-t
2644	Catuquina	215	LIE DOWN	raka-ʔina-
2645	Catuquina	1442	STAND	ni-
2646	Catuquina	7	GATHER	topi-
2647	Catuquina	1576	PILE UP	kãṣ̌i-
2648	Catuquina	1576	PILE UP	sanã-
2649	Catuquina	1743	JOIN	tašna-
2650	Catuquina	1359	SEPARATE	paška-
2651	Catuquina	1156	OPEN	βɨpɨ̃-
2652	Catuquina	1046	SHUT	kɨpo-
2653	Catuquina	761	COVER	ipo
2654	Catuquina	761	COVER	βɨtaš-
2655	Catuquina	602	HIDE (CONCEAL)	honɨ-šo-
2656	Catuquina	682	SIDE	-ri
2657	Catuquina	682	SIDE	-ʔo-ri
2658	Catuquina	3208	CENTER OR MIDDLE	naki-koĩ
2659	Catuquina	1019	RIGHT	mɨki-ʔo-ri
2660	Catuquina	244	LEFT	pɨšmi-ʔo-ʔri
2661	Catuquina	1942	NEAR	ora-ma
2662	Catuquina	1406	FAR	tokɨ-
2663	Catuquina	479	GROW	yosi-ṣ̌-
2664	Catuquina	1202	BIG	ani-pa
2665	Catuquina	1246	SMALL	ṣ̌ã-pičṣ̌a
2666	Catuquina	1203	LONG	kɨya-pa
2667	Catuquina	1645	SHORT	toko-pičṣ̌a
2668	Catuquina	1243	WIDE	našβa
2669	Catuquina	1267	NARROW	našβa-ma
2670	Catuquina	1244	THICK	kɨβi-
2671	Catuquina	1593	DEEP	okɨ
2672	Catuquina	1633	FLAT	c̷ãpa
2673	Catuquina	1404	STRAIGHT	mɨki-pa
2674	Catuquina	297	CROOKED	rõkɨ
2675	Catuquina	1667	HOLE	kini
2676	Catuquina	1493	ONE	wɨsti-s
2677	Catuquina	1498	TWO	nɨska-βɨkoĩ
2678	Catuquina	492	THREE	nɨska-βɨkoĩ wɨsti-s
2680	Catuquina	98	ALL	kɨyo-s-ka
2681	Catuquina	1198	MANY	oti-pa
2682	Catuquina	1242	FEW	oti-ma-pičṣ̌a
2683	Catuquina	1429	FULL	maṣ̌a i-
2684	Catuquina	1624	EMPTY	šaka
2685	Catuquina	816	HALF	hama-ʔori-ti
2686	Catuquina	1580	ONLY	wɨsti-s
2687	Catuquina	728	FIRST	βɨβo
2688	Catuquina	728	FIRST	pari
2689	Catuquina	1231	NEW	βɨna-pa
2690	Catuquina	1207	YOUNG	šɨni-ra-ma
2691	Catuquina	1229	OLD	šɨni-ra
2692	Catuquina	1376	NOW	rama
2693	Catuquina	1631	FAST	raya-
2694	Catuquina	1631	FAST	βɨstɨ̃-
2695	Catuquina	1766	FINISH	haβi-
2696	Catuquina	1225	DAY (NOT NIGHT)	βari
2697	Catuquina	1233	NIGHT	yame
2698	Catuquina	729	DAWN	βari sana-ʔina-
2699	Catuquina	1339	MORNING	šaβa-ma-ka
2700	Catuquina	1629	EVENING	yãta pakɨ-nõ
2701	Catuquina	1329	TOMORROW	šaβa-ma
2702	Catuquina	1174	YESTERDAY	yãta
2703	Catuquina	1226	YEAR	βari
2704	Catuquina	1226	YEAR	βari ṣ̌inĩ
2705	Catuquina	1342	SUMMER	βari ṣ̌inĩ
2706	Catuquina	42	STINKING	pisi-
2707	Catuquina	717	SWEET	βata-
2708	Catuquina	887	BITTER	moka-
2709	Catuquina	1906	SOUR	kaṣ̌a
2710	Catuquina	1408	HEAR	nĩka-
2711	Catuquina	1409	SEE	oĩ-
2712	Catuquina	1819	LOOK	oĩ
2713	Catuquina	708	SHINE	hota-
2714	Catuquina	679	BRIGHT	isĩ-
2715	Catuquina	706	DARK	ṣ̌ɨšɨ
2716	Catuquina	1335	WHITE	hošo-
2717	Catuquina	163	BLACK	ṣ̌ɨšɨ
2718	Catuquina	156	RED	hõčĩ
2719	Catuquina	837	BLUE	ponã
2720	Catuquina	1425	GREEN	ponã
2721	Catuquina	1424	YELLOW	hõčĩ
2722	Catuquina	1892	TOUCH	mɨʔɨ-
2723	Catuquina	1884	HARD	yowɨ
2724	Catuquina	1856	SOFT	waṣ̌o
2725	Catuquina	1923	ROUGH	šãto
2726	Catuquina	1234	SMOOTH	čɨro
2727	Catuquina	1396	SHARP	kɨwã
2728	Catuquina	1210	HEAVY	ɨwɨ-
2729	Catuquina	1052	LIGHT (WEIGHT)	šata-
2730	Catuquina	1726	WET	mɨṣ̌a
2731	Catuquina	1398	DRY	toaš
2732	Catuquina	1286	HOT	šana
2733	Catuquina	1287	COLD	mac̷i
2734	Catuquina	704	CLEAN	ṣ̌ošṣ̌a-ma
2735	Catuquina	704	CLEAN	tošβa
2736	Catuquina	1230	DIRTY	ṣ̌ošṣ̌a-
2737	Catuquina	380	WRINKLED	mayõma
2738	Catuquina	811	SOUL	yočĩ
2739	Catuquina	1355	LAUGH	osã-
2740	Catuquina	1413	PLAY	wɨsi-
2741	Catuquina	923	LOVE	noi-
2742	Catuquina	928	EMBRACE	tɨwɨ-
2743	Catuquina	1783	PAIN	isĩ
2744	Catuquina	1839	CRY	wai i-
2745	Catuquina	1651	TEAR (OF EYE)	βɨro hɨnɨ
2746	Catuquina	1657	TRUE	βana i-βi-s-aʔi
2747	Catuquina	601	LIE (MISLEAD)	yoa βana yoã-
2748	Catuquina	1035	GOOD	roʔa-pa
2749	Catuquina	1292	BAD	ičṣ̌a-pa
2750	Catuquina	1415	THINK (REFLECT)	čĩnã-
2751	Catuquina	1410	KNOW (SOMETHING)	tana-
2752	Catuquina	707	REMEMBER	čĩnã-
2753	Catuquina	1523	FORGET	pɨṣ̌i-
2754	Catuquina	1157	BECAUSE	-tošõ
2755	Catuquina	1268	YES	hɨwɨ
2756	Catuquina	1269	NO	-yama-
2757	Catuquina	1239	HOW	hɨ̃kɨs a-šõ-ra
2758	Catuquina	1236	WHAT	hawɨ-ra
2759	Catuquina	1238	WHEN	hawɨ-tiã-ra
2760	Catuquina	1237	WHERE	hãto-ra
2761	Catuquina	1235	WHO	c̷oa-ra
2762	Catuquina	1261	SING	ṣ̌irĩ i
2763	Catuquina	1261	SING	sai i-
2764	Catuquina	715	SHOUT	paa i-
2765	Catuquina	1025	WHISTLE	ɨɨči-
2766	Catuquina	1025	WHISTLE	šɨĩ-
2767	Catuquina	1623	SPEAK	βana-
2768	Catuquina	1458	SAY	i-
2769	Catuquina	48	BE SILENT	βana-ma
2770	Catuquina	1307	LANGUAGE	βana
2771	Catuquina	1405	NAME	hanɨ
2772	Catuquina	1309	ASK (INQUIRE)	yoka-
2773	Catuquina	1828	ASK (REQUEST)	yoka-
2774	Catuquina	1084	CALL	kɨna-
2775	Catuquina	1672	WRITE	kɨnɨʔa-
2776	Catuquina	1672	WRITE	hiča-
2777	Catuquina	777	FLUTE	rɨwɨ
2778	Catuquina	301	CHIEFTAIN	nokɨ iβoʔa-i
2779	Catuquina	1897	HELP	takɨʔa-
2780	Catuquina	1831	MEET	βɨya-
2781	Catuquina	1423	FIGHT	βaṣ̌ĩ-
2782	Catuquina	994	BOW	kãti
2783	Catuquina	977	ARROW	pia
2784	Catuquina	1435	HUNT	niʔi ka-
2785	Catuquina	1172	SHOOT	tɨkõ-
2786	Catuquina	1075	TRAP (PITFALL)	hirõ-ti
2787	Catuquina	713	STEAL	hawɨ honɨ-
2788	Catuquina	1973	DEMON	yočĩ
2789	Catuquina	1973	DEMON	kɨβɨ
2790	Pacahuara	948	WATER	'hɨnɨ
2791	Pacahuara	906	TREE	'hiwi
2792	Pacahuara	1732	SKY	na'ipa
2793	Pacahuara	1343	SUN	'waři
2794	Pacahuara	1313	MOON	'ʔoṣ̌ɨ
2795	Pacahuara	1430	STAR	'wištima
2796	Pacahuara	1150	THUNDER	'naina
2797	Pacahuara	1489	CLOUD	'c̷ɨmo
2798	Pacahuara	658	RAIN (PRECIPITATION)	o'i
2799	Pacahuara	658	RAIN (PRECIPITATION)	ʔo'i
2800	Pacahuara	221	FIRE	'čiʔi
2801	Pacahuara	778	SMOKE (EXHAUST)	ko'ʔina
2802	Pacahuara	646	ASH	'mišpo
2803	Pacahuara	10	FIREWOOD	'kařo
2804	Pacahuara	1554	MAN	'honi
2805	Pacahuara	962	WOMAN	'yoṣ̌a
2806	Pacahuara	1289	BABY	'wakɨ 'pistia
2807	Pacahuara	1200	HUSBAND	'wɨnɨ
2808	Pacahuara	1199	WIFE	ʔa'wini
2809	Pacahuara	1217	FATHER	'ɨpa
2810	Pacahuara	1217	FATHER	'ʔɨpa
2811	Pacahuara	1216	MOTHER	'kai
2812	Pacahuara	1209	I	'ɨa
2813	Pacahuara	1318	CHICKEN	pati'aři
2814	Pacahuara	539	NEST	'naʔa
2815	Pacahuara	937	BIRD	'isko
2816	Pacahuara	1185	VULTURE	po'iko
2817	Pacahuara	882	PARROT	'wawa
2818	Pacahuara	735	OWL	'popo
2819	Pacahuara	227	FISH	sa'nino
2820	Pacahuara	227	FISH	'woɨ
2821	Pacahuara	1936	DEER	'čaṣ̌o
2822	Pacahuara	1517	WASP	'wina
2823	Pacahuara	1509	MOSQUITO	'wii
2824	Pacahuara	503	FROG	wɨṣ̌ko
2825	Pacahuara	112	TURTLE	'ṣ̌awɨ
2826	Pacahuara	763	SKIN	'wiči
2827	Pacahuara	2648	HAIR (HEAD)	'woo
2828	Pacahuara	678	BEARD	'kɨni
2829	Pacahuara	946	BLOOD	'himi
2830	Pacahuara	1394	BONE	'ṣ̌ao
2831	Pacahuara	1256	HEAD	'mapo
2832	Pacahuara	1730	CHEEK	'tamo
2833	Pacahuara	1248	EYE	'wɨřo
2834	Pacahuara	1247	EAR	'paʔoki
2835	Pacahuara	1221	NOSE	řɨ'kina
2836	Pacahuara	674	MOUTH	kɨ'wɨči
2837	Pacahuara	1205	TONGUE	'hana
2838	Pacahuara	1380	TOOTH	'ṣ̌ɨna
2839	Pacahuara	1673	ARM	po'yana
2840	Pacahuara	1277	HAND	mɨ'kɨna
2841	Pacahuara	1297	LEG	'wiko
2842	Pacahuara	1301	FOOT	'taʔɨ
2843	Pacahuara	1223	HEART	howi'ti
2844	Pacahuara	688	LUNG	'taṣ̌a
2845	Pacahuara	1224	LIVER	'taka
2846	Pacahuara	1864	HUNGER	paṣ̌na'hai
2847	Pacahuara	1594	FLOUR	'moto
2848	Pacahuara	1507	FRUIT	'kɨo
2849	Pacahuara	744	EGG	'wači
2850	Pacahuara	1850	COTTON	waṣ̌'mɨna
2851	Pacahuara	1252	HOUSE	'ṣ̌owo
2852	Pacahuara	212	FIELD	'wai
2853	Pacahuara	506	MAIZE	'ṣ̌ɨki
2854	Pacahuara	670	ROOT	ta'pono
2855	Pacahuara	628	LEAF	'pɨʔi
2856	Pacahuara	239	FLOWER	'hoa
2857	Pacahuara	239	FLOWER	řeṣ̌'pana
2858	Pacahuara	906	TREE	'hiwi
2859	Pacahuara	925	CASSAVA	'ac̷a
2860	Pacahuara	1218	ROPE	'taška
2861	Pacahuara	1432	CUT	'kɨɨsakia
2862	Pacahuara	677	AXE	hača
2863	Pacahuara	1437	SPLIT	ma'tošmaki
2864	Pacahuara	1453	WASH	'aši
2865	Pacahuara	1970	CANOE	'noti
2866	Pacahuara	1406	FAR	nɨ'ama
2867	Pacahuara	1246	SMALL	'mišni
2868	Pacahuara	1667	HOLE	'kini
2869	Pacahuara	1498	TWO	ra'wɨ
2870	Pacahuara	1225	DAY (NOT NIGHT)	'waři
2871	Pacahuara	717	SWEET	tɨ'ɨ
2872	Pacahuara	1409	SEE	his'pa
2873	Pacahuara	1409	SEE	'hisna
2874	Pacahuara	1335	WHITE	'hoṣ̌o
2875	Pacahuara	156	RED	'šini
2876	Pacahuara	1396	SHARP	'ɨika
2877	Pacahuara	1210	HEAVY	'iwɨ
2878	ShipiboConibo	2	DUST	poto
2879	ShipiboConibo	2	DUST	mai-poto
2880	ShipiboConibo	640	MUD	čawa-ti
2881	ShipiboConibo	671	SAND	ma-ši
2882	ShipiboConibo	652	PLAIN	ṣ̌aβa
2883	ShipiboConibo	948	WATER	hɨnɨ
2884	ShipiboConibo	948	WATER	õpaṣ̌
2885	ShipiboConibo	948	WATER	na-
2886	ShipiboConibo	948	WATER	nɨ-
2887	ShipiboConibo	624	LAKE	iã
2888	ShipiboConibo	624	LAKE	hɨnɨ
2889	ShipiboConibo	2144	SPRING OR WELL	čãtomari
2890	ShipiboConibo	420	FOREST	maniš
2891	ShipiboConibo	420	FOREST	βõko
2892	ShipiboConibo	420	FOREST	nii
2893	ShipiboConibo	906	TREE	hiwi
2894	ShipiboConibo	1732	SKY	nai
2895	ShipiboConibo	1343	SUN	βari
2896	ShipiboConibo	1313	MOON	oṣ̌ɨ
2897	ShipiboConibo	1430	STAR	wištĩ
2898	ShipiboConibo	1654	LIGHTNING	kana
2899	ShipiboConibo	1150	THUNDER	ririiti
2900	ShipiboConibo	1150	THUNDER	tirĩ iti
2901	ShipiboConibo	1733	RAINBOW	čirapa
2902	ShipiboConibo	1733	RAINBOW	nawã βai
2903	ShipiboConibo	630	LIGHT (RADIATION)	tɨnati
2904	ShipiboConibo	630	LIGHT (RADIATION)	tiriti
2905	ShipiboConibo	11	DARKNESS	yamɨ
2906	ShipiboConibo	1388	SHADE	ota
2907	ShipiboConibo	1388	SHADE	βɨi
2908	ShipiboConibo	1388	SHADE	kaya
2909	ShipiboConibo	1388	SHADE	wɨa
2910	ShipiboConibo	1977	DEW	niβi
2911	ShipiboConibo	960	WIND	niwɨ
2912	ShipiboConibo	960	WIND	niwɨaβa
2913	ShipiboConibo	960	WIND	niwɨ̃ ɨwa
2914	ShipiboConibo	1489	CLOUD	koĩ
2915	ShipiboConibo	1489	CLOUD	čoma
2916	ShipiboConibo	249	FOG	wišnĩ
2917	ShipiboConibo	658	RAIN (PRECIPITATION)	oi βɨti
2918	ShipiboConibo	221	FIRE	čii
2919	ShipiboConibo	778	SMOKE (EXHAUST)	koĩ
2920	ShipiboConibo	778	SMOKE (EXHAUST)	čii-koĩ
2921	ShipiboConibo	646	ASH	čii-mapo
2922	ShipiboConibo	141	BURN (SOMETHING)	mɨnoti
2923	ShipiboConibo	141	BURN (SOMETHING)	mɨšoati
2924	ShipiboConibo	141	BURN (SOMETHING)	tiriti
2925	ShipiboConibo	1428	BURNING	kɨtɨti
2926	ShipiboConibo	1428	BURNING	ṣ̌anati
2927	ShipiboConibo	1428	BURNING	tiriti
2928	ShipiboConibo	127	EXTINGUISH	nokaa-ti
2929	ShipiboConibo	127	EXTINGUISH	noka-ti
2930	ShipiboConibo	10	FIREWOOD	karo
2931	ShipiboConibo	1188	CHARCOAL	c̷istɨ
2932	ShipiboConibo	683	PERSON	honi
2933	ShipiboConibo	1554	MAN	βɨ̃βo
2934	ShipiboConibo	962	WOMAN	aĩβo
2935	ShipiboConibo	1366	BOY	βakɨ-βɨ̃βo
2936	ShipiboConibo	1366	BOY	ranõ
2937	ShipiboConibo	76	YOUNG MAN	yosi
2938	ShipiboConibo	76	YOUNG MAN	βakɨ-ranõ
2939	ShipiboConibo	1646	GIRL	aĩβo-βakɨ
2940	ShipiboConibo	1646	GIRL	čiβa
2941	ShipiboConibo	1646	GIRL	čimĩ
2942	ShipiboConibo	77	YOUNG WOMAN	ṣ̌õtako
2943	ShipiboConibo	1304	CHILD (YOUNG HUMAN)	βakɨ
2944	ShipiboConibo	1304	CHILD (YOUNG HUMAN)	βakɨ-šoko
2945	ShipiboConibo	1304	CHILD (YOUNG HUMAN)	čiβa
2946	ShipiboConibo	1289	BABY	βakɨ-šoko
2947	ShipiboConibo	1200	HUSBAND	βɨnɨ
2948	ShipiboConibo	1199	WIFE	awĩ
2949	ShipiboConibo	203	MARRY	wano-ti
2950	ShipiboConibo	203	MARRY	βɨno-ti
2951	ShipiboConibo	1217	FATHER	papa
2952	ShipiboConibo	1216	MOTHER	tita
2953	ShipiboConibo	1759	OLDER BROTHER	hoči
2954	ShipiboConibo	1760	YOUNGER BROTHER	čio
2955	ShipiboConibo	1758	OLDER SISTER	čipi
2956	ShipiboConibo	406	OLD MAN	yosi
2957	ShipiboConibo	907	OLD WOMAN	yo-ṣ̌ã
2958	ShipiboConibo	907	OLD WOMAN	ṣ̌ano
2959	ShipiboConibo	1149	ORPHAN	kačiana
2960	ShipiboConibo	1644	RELATIVES	kaiβo
2961	ShipiboConibo	1209	I	ɨ-a
2962	ShipiboConibo	1215	THOU	mi-a
2963	ShipiboConibo	1212	WE	no-
2964	ShipiboConibo	1212	WE	noa
2965	ShipiboConibo	1213	YOU	mato
2966	ShipiboConibo	817	THEY	hato
2967	ShipiboConibo	619	ANIMAL	yoina
2968	ShipiboConibo	1337	PIG	koči
2969	ShipiboConibo	1318	CHICKEN	atapa
2970	ShipiboConibo	1360	DUCK	nonõ
2971	ShipiboConibo	539	NEST	naa
2972	ShipiboConibo	937	BIRD	isa
2973	ShipiboConibo	307	HAWK	tɨtɨ
2974	ShipiboConibo	1185	VULTURE	ṣ̌ɨtɨ
2975	ShipiboConibo	1793	BAT	kaši
2976	ShipiboConibo	882	PARROT	tomi
2977	ShipiboConibo	882	PARROT	βawa
2978	ShipiboConibo	735	OWL	popo
2979	ShipiboConibo	2009	DOG	očiti
2980	ShipiboConibo	2009	DOG	hɨma-očiti
2981	ShipiboConibo	1208	CAT	mišito
2982	ShipiboConibo	227	FISH	yapa
2983	ShipiboConibo	227	FISH	piti
2984	ShipiboConibo	1936	DEER	čaṣ̌o
2985	ShipiboConibo	1392	LOUSE	ia
2986	ShipiboConibo	587	ANT	βona
2987	ShipiboConibo	843	SPIDER	yotã
2988	ShipiboConibo	665	BEE	βona
2989	ShipiboConibo	665	BEE	ṣ̌ara
2990	ShipiboConibo	1517	WASP	βina
2991	ShipiboConibo	1504	FLY (INSECT)	hošinaka
2992	ShipiboConibo	1509	MOSQUITO	βii
2993	ShipiboConibo	1219	WORM	ṣ̌ɨna
2994	ShipiboConibo	1219	WORM	noĩ
2995	ShipiboConibo	730	SNAKE	rono
2996	ShipiboConibo	1791	BUTTERFLY	pɨ̃pɨ̃
2997	ShipiboConibo	503	FROG	tokoro
2998	ShipiboConibo	503	FROG	toa
2999	ShipiboConibo	632	LIZARD	ṣ̌ãβo
3000	ShipiboConibo	632	LIZARD	kapɨ
3001	ShipiboConibo	112	TURTLE	ṣ̌awɨ
3002	ShipiboConibo	1480	BODY	yora
3003	ShipiboConibo	763	SKIN	βiči
3004	ShipiboConibo	763	SKIN	ṣ̌aka
3005	ShipiboConibo	2648	HAIR (HEAD)	βoo
3006	ShipiboConibo	2648	HAIR (HEAD)	βo-
3007	ShipiboConibo	678	BEARD	kɨ-ni
3008	ShipiboConibo	678	BEARD	kɨspo
3009	ShipiboConibo	678	BEARD	kɨni-kɨni
3010	ShipiboConibo	189	HAIR (BODY)	rani
3011	ShipiboConibo	946	BLOOD	himi
3012	ShipiboConibo	1394	BONE	ṣ̌ao
3013	ShipiboConibo	801	RIB	pi-ši
3014	ShipiboConibo	801	RIB	pi-
3015	ShipiboConibo	1393	HORN (ANATOMY)	mãčã
3016	ShipiboConibo	1220	TAIL	hina
3017	ShipiboConibo	1291	BACK	pɨka
3018	ShipiboConibo	1291	BACK	kaṣ̌o
3019	ShipiboConibo	1291	BACK	pɨ-
3020	ShipiboConibo	1256	HEAD	maṣ̌po
3021	ShipiboConibo	1256	HEAD	ma-po
3022	ShipiboConibo	1256	HEAD	βo-
3023	ShipiboConibo	1583	BRAIN	manapo
3024	ShipiboConibo	1560	FACE	βɨ-manã
3025	ShipiboConibo	1560	FACE	βɨ-
3026	ShipiboConibo	123	FOREHEAD	βɨtõko
3027	ShipiboConibo	123	FOREHEAD	βɨ-ma-nã
3028	ShipiboConibo	798	JAW	koi
3029	ShipiboConibo	1730	CHEEK	tamo
3030	ShipiboConibo	1510	CHIN	koi
3031	ShipiboConibo	1510	CHIN	ko-
3032	ShipiboConibo	1248	EYE	βɨ-ro
3033	ShipiboConibo	1173	EYEBROW	βɨrani
3034	ShipiboConibo	1173	EYEBROW	βɨro-karani
