ID	CONCEPT	DOCULECT	SUBGROUP	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	BORROWING	NOTE
10031	bite	Chacobo	Pano	tëxahaina	tëxahaina	t ɨ ʂ a	485	931	t ɨ ʂ a			None
10032	grind	Chacobo	Pano	timahaina	timahaina	t i m a	2618	5223	t i m a -			None
10033	flow	Chacobo	Pano	titihaina	titihaina	t i t i	2167	3099	t i t i -			None
10034	there	Chacobo	Pano	toá no	toá no	t o a + n o	5685	3145 11410	t o - a - + - - n o			None
10035	drum	Chacobo	Pano	toxë	toxë	t o ʂ ɨ	1585	3287	t o ʂ ɨ			None
10036	wound	Chacobo	Pano	tsaca	tsaca	ts a k a	6389	1330	ts a - k - a	throw		None
10037	sit	Chacobo	Pano	tsahohaina	tsahohaina	ts a ʔ o	5047	2037	ts a ʔ - o	sit		None
10038	chair	Chacobo	Pano	tsahoti	tsahoti	ts a ʔ o + t i	887	2037 547	ts a ʔ o t i	sit _:n_rel/instr		None
10039	look	Chacobo	Pano	tsayahaina	tsayahaina	ts a j a	3399	6832	ts a j a			None
10040	cloud	Chacobo	Pano	tsëmo	tsëmo	ts ɨ m o	1070	2178	ts ɨ m o	cloud		None
10041	darkness	Chacobo	Pano	tsëmo	tsëmo	ts ɨ m o	1358	178	ts - - ɨ m o			None
10042	wind	Chacobo	Pano	tsipisi	tsipisi	ts i p i s + i	6327	3802 591	ts i p i s i	 _:verbal		None
10043	belt	Chacobo	Pano	tsirispi	tsirispi, chinëxëti	ts i r i s p i	399	788	ts i r i s p i			None
10044	belt	Chacobo	Pano	chinëxëti	tsirispi, chinëxëti	tʃ i + n ɨ ʂ ɨ + t i	394	796 1648 547	tʃ i n ɨ ʂ ɨ t i	 ? _:n_rel/instr		None
10045	charcoal	Chacobo	Pano	tsistë	tsistë	ts i s t ɨ	900	150	ts i s t ɨ ( - - - )	coal		None
10046	naked	Chacobo	Pano	tsoboco	tsoboco	ts o β o k o	3737	7519	ts o β o k o			None
10047	who	Chacobo	Pano	tsohuë ni	tsohuë ni	ts o w ɨ + n i	6282	4168 4169	ts o - w ɨ - + n i			None
10048	younger sister	Chacobo	Pano	xacha cato	xacha cato	ʂ a tʃ a + k a t o	6568	378 386	ʂ a tʃ a + k a t o -	 relative		None
10049	bone	Chacobo	Pano	xao	xao	ʂ a o	595	1163	ʂ a ( - - ) o	bone		None
10050	inside	Chacobo	Pano	xara	xara, xërëquë	ʂ a r a	2995	2280	- ʂ a r - - a			None
10051	inside	Chacobo	Pano	xërëquë	xara, xërëquë	ʂ ɨ r ɨ k ɨ	3006	2287	- ʂ ɨ r ɨ k ɨ			None
10052	beverage	Chacobo	Pano	xëa-xëati	xëa-xëati	ʂ ɨ a + ʂ ɨ a + t i	437	3121 853 547	ʂ ɨ a + ʂ ɨ a t i	drink drink _:n_rel/instr		None
10053	medicine	Chacobo	Pano	xëati	xëati	ʂ ɨ a t i	3534	7118	- - ʂ ɨ - a t i			None
10054	weave	Chacobo	Pano	xëhuahaina	xëhuahaina	ʂ ɨ w a	6193	12558	ʂ ɨ w a	weave		None
10055	roof	Chacobo	Pano	xëhuëquë cato	xëhuëquë cato	ʂ ɨ w ɨ + k ɨ + k a + t o	4548	12558 1692 208 3034	ʂ ɨ w ɨ + k ɨ + k a + t o	weave ? :back-prefix ?		None
10056	fat (organic substance)	Chacobo	Pano	xëni	xëni	ʂ ɨ n i	1906	3855	ʂ ɨ n i			None
10057	year	Chacobo	Pano	xënipa	xënipa	ʂ ɨ n i + p a	6434	13048 2971	ʂ ɨ n i p a			None
10058	maize	Chacobo	Pano	xëqui	xëqui	ʂ ɨ k i	3464	6965	ʂ ɨ k - i			None
10059	tooth	Chacobo	Pano	xëta	xëta	ʂ ɨ t a	5864	651	ʂ ɨ t a	tooth		None
10060	house	Chacobo	Pano	xobo	xobo	ʂ o β o	2902	5835	ʂ o β o	house		None
10061	milk	Chacobo	Pano	xoma	xoma, richi	ʂ o m a	3591	7219	ʂ o m a	milk		None
10062	milk	Chacobo	Pano	richi	xoma, richi	r i tʃ i	3598	7221	- r i tʃ i			None
10063	blow (of wind)	Chacobo	Pano	xoohacaina	xoohacaina	ʂ o o	545	1066	ʂ o - o	wind		None
10066	no	Chacobo	Pano	yama	yama	j a m a	3888	7820	j a - m a - - - -	neg		None
10067	evening	Chacobo	Pano	yata	yata	j a t a	1751	2935	j a - t a - -			None
10068	chili pepper	Chacobo	Pano	yochi	yochi	j o tʃ i	980	1984	- j o tʃ i			None
10069	animal	Chacobo	Pano	yohina	yohina	j o ʔ i n a	39	59	j o ʔ i n a -			None
10070	orphan	Chacobo	Pano	yoma	yoma	j o m a	4049	409	j o m a			None
10071	demon	Chacobo	Pano	yoshini	yoshini	j o ʃ i.n + i	1441	1209 32	j o ʃ i.n + i	ghost _:n_deriv		None
10072	woman	Chacobo	Pano	yoxa	yoxa	j o ʂ a	6348	128	j o ʂ a	woman		None
10073	young woman	Chacobo	Pano	yoxa-jahini	yoxa-jahini	j o ʂ a + h a ʔ i n i	6536	128 1959	j o ʂ a + - - h a ʔ i - - n i	woman girl		None
10074	true	Araona	Tacana	-cata	-cata	k a t a	5944	12005	k a t a - -			None
10075	yes	Araona	Tacana	-jaomo	-jaomo	h a o m o	6460	4091	h a o m o - -			None
10076	outside	Araona	Tacana	-na	-na	n a	4064	8168	n a	outside		None
10077	bad	Araona	Tacana	-shili	-shili	ʃ i l i	207	423	ʃ i l i			None
10078	say	Araona	Tacana	a	a	a	4670	1486	a	_:verbal		None
10079	hot	Araona	Tacana	a-asho	a-asho	a + a ʃ o	2889	3831 3801	a ʃ o	_:adj ?		None
10080	bee	Araona	Tacana	a-ize	a-ize	i ɽ e	340	689	i ɽ e			None
10081	long	Araona	Tacana	abao	abao	a + b a o	3380	3831 6799	a b a o	_:adj ?		None
10082	mighty or powerful or strong	Araona	Tacana	abeise	abeise	a + b e i s e	3569	3831 1318	a b e i s e	_:adj ?		None
10083	sweet	Araona	Tacana	abicha	abicha	a + b i tʃ a	5586	3831 494	a b i tʃ a	_:adj bee		None
10084	heavy	Araona	Tacana	abicue	abicue	a + b i kʷ e	2757	3831 5533	a b i kʷ e	_:adj ?		None
10085	cold	Araona	Tacana	aboa	aboa	a + b oa	1091	3831 2192	a b o a	_:adj ?		None
10086	tree	Araona	Tacana	acui	acui	a kʷ i	5930	11965	a kʷ i	tree		None
10087	leaf	Araona	Tacana	acui-iña	acui-iña	a kʷ i + i ɲ a	3170	11965 1044	a kʷ i + - i ɲ a	tree hair		None
10088	bark	Araona	Tacana	acuibiqui	acuibiqui	kʷ i + b i k i	224	145 454	kʷ i + b i k ( - ) i	skin skin		None
10089	clean	Araona	Tacana	ahuishi	ahuishi	a + w i ʃ i	1013	3831 2054	a w i ʃ i	_:adj ?		None
10090	what	Araona	Tacana	ai	ai	a i	6216	4126	a . i	what		None
10091	chieftain	Araona	Tacana	ai iloiji	ai iloiji	a.i + i l o i h i	952	854 897	a i + i l o i h i			None
10092	thing	Araona	Tacana	aicana	aicana	ai + k a n a	5721	11502 11499	ai + k a n a			None
10093	hunger	Araona	Tacana	aidyijae	aidyijae	a i dʲ i h a e	2929	5888	a i dʲ i h a e			None
10094	who	Araona	Tacana	aise	aise	ai s e	6283	12748	a i s e			None
10095	yellow	Araona	Tacana	ajahua	ajahua	a + h a w a	6442	3831 13076	a h a w a	_:adj yellow		None
10096	good	Araona	Tacana	ajai	ajai	a + h a.i	2565	3831 3399	a + h a i	_:adj ?		None
10097	big	Araona	Tacana	ajalili	ajalili	a h + a l i + l i	447	2549 877 2550	a h + a l i + l i			None
10098	walk	Araona	Tacana	aje	aje	a h e	6114	2266	a h e	walk		None
10099	rough	Araona	Tacana	alodolodo	alodolodo	a + l o d o + l o d o	4593	3831 3723 3723	a l o d o l o d o	_:adj ? ?		None
10100	white	Araona	Tacana	amae	amae	a + m a e	6273	3831 12723	a m a e	_:adj ?		None
10101	light (radiation)	Araona	Tacana	amae	amae	a m a e	3307	6643	a m a e			None
10102	blood	Araona	Tacana	ami	ami	a m i	529	1031	- a m i	blood		None
10103	flee	Araona	Tacana	ana	ana	a n a	2127	4309	- a n a			None
10105	pain	Araona	Tacana	ane	ane	a n e	4090	8224	a n e -			None
10106	old woman	Araona	Tacana	ano	ano	a n o	3960	7979	a n o			None
10107	far	Araona	Tacana	aocue	aocue	a + o kʷ e	1860	3831 2531	a o kʷ e	_:adj ?		None
10108	thick	Araona	Tacana	apamotiji	apamotiji	a p a m o + t i h i	5706	7017 3496	a p a m o + t i h i			None
10109	bitter	Araona	Tacana	apatse	apatse	a + p a ts e	496	3831 958	a p a ts e	_:adj ?		None
10110	right	Araona	Tacana	apia	apia	a p i a	4476	2485	a p i a			None
10111	short	Araona	Tacana	apocopoco	apocopoco	a + p o k o + p o k o	4926	3831 2612 2612	a p o k o p o k o	_:adj ? ?		None
10112	sour	Araona	Tacana	apoze	apoze	a + p o ɽ e	5276	3831 10599	a p o ɽ e	_:adj ?		None
10113	green	Araona	Tacana	asahualili	asahualili	a + s a w a + l i l i	2599	3831 8877 604	a + s a w a + l i l i	_:adj green ?		None
10114	red	Araona	Tacana	asele	asele	a + s e l e	4414	3831 589	a s e l e	_:adj ?		None
10115	straight	Araona	Tacana	ateli	ateli	a + t e l i	5493	3831 631	a t e l i	_:adj ?		None
10116	crooked	Araona	Tacana	atoli	atoli	a + t o l i	1255	3831 2533	+ a t o l i	_:adj ?		None
10117	breast	Araona	Tacana	atso	atso	a ts o	666	1317	a ts o	breast		None
10118	dirty	Araona	Tacana	azalo	azalo	a + ɽ a l o	1494	3831 2976	a ɽ a l o	_:adj ?		None
10119	blue	Araona	Tacana	azeza	azeza	a + ɽ e ɽ a	559	3831 1099	a ɽ e ɽ a	_:adj ?		None
10120	know (something)	Araona	Tacana	ba	ba	b a	3116	9481	b a - -	see		None
10121	see	Araona	Tacana	ba	ba	b a	4707	9481	b a	see		None
10122	flute	Araona	Tacana	babadehue	babadehue	b a b a + d e + w e	2188	4225 1268 177	b a b a + d e + w e	instrument stative		None
10123	all	Araona	Tacana	babaohue	babaohue	b a b a o + w e	18	28 1268	b a b a o + w e	 stative		None
10124	drum	Araona	Tacana	babatolo	babatolo	b a b a + t o l o	1583	4225 1288	b a b a + t o l o	instrument		None
10125	snake	Araona	Tacana	bacua	bacua	b a kʷ a	5192	506	b a kʷ - a			None
10126	girl	Araona	Tacana	bácua	bácua	b á/a kʷ a	2460	360	b á/a kʷ a	child		None
10127	child (young human)	Araona	Tacana	bácua	bácua	b á/a kʷ a	969	360	b á/a kʷ a	child		None
10128	boy	Araona	Tacana	bácua	bácua	b á/a kʷ a	615	360	b á/a kʷ a	child		None
10129	man	Araona	Tacana	bácuedea	bácuedea	b á/a kʷ e + d e a	3470	1212 296	b á/a kʷ e + d e - a -	 person		None
10130	up	Araona	Tacana	bacueo	bacueo	b a + kʷ eo	6015	12171 12173	b a kʷ eo			None
10131	moon	Araona	Tacana	badi	badi	b a d i	3620	51	b a - - d i - -	sun/moon		None
10132	rope	Araona	Tacana	bado	bado	b a d o	4571	9225	b a d o			None
10133	sky	Araona	Tacana	baepa	baepa	b a e p a	5074	155	b a - e p a			None
10134	lake	Araona	Tacana	bai	bai	b a i	3126	6266	b a i	lake		None
10135	axe	Araona	Tacana	baja	baja	b a h a	163	328	b a h a			None
10136	turn around	Araona	Tacana	balelea	balelea	b a + l e l e a	5960	9481 1927	b a + l e l e a	see ?		None
10137	think (reflect)	Araona	Tacana	bame	bame	b a m e	5741	4033	b a m e			None
10138	plant (something)	Araona	Tacana	bana	bana	b a n a	4240	8550	b a n a -			None
10139	lizard	Araona	Tacana	banacua	banacua	b a n a kʷ a	3363	6769	b a n a kʷ a			None
10140	name	Araona	Tacana	bani	bani	b a n i	3746	7534	b a n i			None
10141	shoulder	Araona	Tacana	bata	bata	b a t a	4942	1241	b a - - t - a	shoulder		None
10142	vomit	Araona	Tacana	bataiyo	bataiyo	b a t a + i j o	6050	1241 1242	b a t a i j o	shoulder ?		None
10143	elbow	Araona	Tacana	batso	batso	b a ts o	1687	921	b a ts o - -	elbow		None
10144	because	Araona	Tacana	batso	batso	b a ts o	317	654	b a ts o			None
10145	back	Araona	Tacana	bebacua	bebacua	b e + b a kʷ a	194	561 605	b e + b a kʷ a	back ?		None
10146	now	Araona	Tacana	bedada	bedada	b e d a d a	3914	7890	b e d a d a			None
10147	only	Araona	Tacana	bedaocua	bedaocua	b e d a o kʷ a	4010	2792	b e d a o kʷ a			None
10148	side	Araona	Tacana	bene	bene	b e n e	5008	2498	b e n e - -	side		None
10149	wind	Araona	Tacana	beni	beni	b e n i	6324	12833	b e n i			None
10150	leave	Araona	Tacana	beo	beo	b e o	3179	3392	b e - - o -			None
10151	few	Araona	Tacana	beta	beta	b e t a	1951	144	- - b e t a	two		None
10152	one	Araona	Tacana	beta	beta	b e t a	3999	144	- - b - e t a	two		None
10153	two	Araona	Tacana	betacata	betacata	b e t a + k a t a	5987	144 2714	b e t a k a t a	two ?		None
10154	float	Araona	Tacana	beza	beza	b e ɽ a	2142	4335	b e ɽ a			None
10155	wasp	Araona	Tacana	bia	bia	b i a	6156	617	b i - a	insect		None
10156	suck	Araona	Tacana	bibi	bibi	b i b i	5536	11089	b i b i			None
10157	ask (inquire)	Araona	Tacana	bicuaebaja	bicuaebaja	b i kʷ a e + b a h a	140	270 2258	b i kʷ a e b a h a	 ask		None
10158	dawn	Araona	Tacana	bihuena	bihuena	b i + w e n a	1367	2914 205	b i w e n a	 dawn		None
10159	bat	Araona	Tacana	biña	biña	b i ɲ a	254	517	b i ɲ a			None
10162	chili pepper	Araona	Tacana	bizo	bizo	b i ɽ o	981	1985	b i ɽ o			None
10163	pus	Araona	Tacana	bojo	bojo	b o h o	4331	8726	b o h o			None
10164	bird	Araona	Tacana	boni	boni	b o n i	469	105	b o - n i			None
10165	ant	Araona	Tacana	bototo	bototo	b o t o t o	50	81	b o t o t o			None
10166	spider	Araona	Tacana	caleshi	caleshi	k a l e ʃ i	5307	10658	k a l e ʃ i			None
10167	they	Araona	Tacana	cana	cana	k a n a	5694	10628	- - - k a n a	pl		None
10168	canoe	Araona	Tacana	canahua	canahua	k a n a w a	833	1639	k a n a w a			None
10169	stretch	Araona	Tacana	cona	cona	k o n a	5513	3404	k o n a	stretch		None
10170	pig	Araona	Tacana	cotsi	cotsi	k o ts i	4190	8430	k o ts i -			None
10171	where	Araona	Tacana	cotso	cotso	k o ts o	6245	12667	k o ts o			None
10172	basket	Araona	Tacana	cuaba	cuaba	kʷ a b a	234	1883	- - kʷ - a b a -			None
10173	fly (move through air)	Araona	Tacana	cuabetsa	cuabetsa	kʷ a + b e ts a	2215	733 4472	kʷ a b e ts a	go swim		None
10174	we	Araona	Tacana	cuada	cuada	kʷ a + d a	6183	12528 1687	kʷ a + d a	pl erg		None
10175	ask (request)	Araona	Tacana	cuae	cuae	kʷ a e	152	304	kʷ a - - - - e	ask		None
10176	buy	Araona	Tacana	cuaebaja	cuaebaja	kʷ a e + b a h a	813	304 2258	kʷ a e + b a h a	ask ask		None
10177	approach	Araona	Tacana	cuaetiqui	cuaetiqui	kʷ a e t i + k i	67	106 350	kʷ a e t i + k i	 _:verbal		None
10178	cassava	Araona	Tacana	cuahuea	cuahuea	kʷ a w e.a	860	1695	kʷ a w e a			None
10179	weave	Araona	Tacana	cuai	cuai	kʷ a i	6190	12556	kʷ a i - - - -			None
10180	mother	Araona	Tacana	cuala	cuala	kʷ a l a	3649	7344	kʷ a l a			None
10181	look	Araona	Tacana	cuasi	cuasi	kʷ a s i	3395	6829	kʷ a s i			None
10182	fire	Araona	Tacana	cuati	cuati	kʷ a + t i	2064	240 148	kʷ a + t i	fire kwati		None
10183	firewood	Araona	Tacana	cuati	cuati	kʷ a + t i	2073	240 148	kʷ a + t i	fire kwati		None
10184	mouth	Araona	Tacana	cuatsa	cuatsa	kʷ a + ts a	3681	733 559	kʷ a	go mouth		None
10185	lip	Araona	Tacana	cuecue	cuecue	kʷ e + kʷ e	3349	710 710	kʷ e - - kʷ e	head? head?		None
10186	spit	Araona	Tacana	cuedi	cuedi	kʷ e d i	5347	1162	- kʷ e d - i			None
10187	beard	Araona	Tacana	cuesa	cuesa	kʷ e + s a	302	710 1163	kʷ e s a	mouth_prefix bone		None
10188	wrinkled	Araona	Tacana	cuibi	cuibi	kʷ i + b i	6406	12997 735	kʷ i + b i	head? mouth		None
10189	body	Araona	Tacana	cuicha	cuicha	kʷ i tʃ a	573	1121	kʷ i tʃ a	body		None
10190	rub	Araona	Tacana	cuiji	cuiji	kʷ i h i	4613	9315	- - kʷ i h i -			None
10191	how	Araona	Tacana	cuipa	cuipa	kʷ i p a	2914	4108	- kʷ i - p a			None
10192	horn (anatomy)	Araona	Tacana	dana	dana	d a n a	2877	5781	d a n a			None
10193	turtle	Araona	Tacana	dati	dati	d a t i	5974	1579	d a t i	clothes		None
10194	scrape	Araona	Tacana	dede	dede	d e d e	4686	9316	d e d e			None
10196	eat	Araona	Tacana	di	di	d i	1665	3338	d i -			None
10197	shut	Araona	Tacana	dilo	dilo	d i l o	4977	2471	d i l o	shut		None
10198	cover	Araona	Tacana	dilo	dilo	d i l o	1226	2471	d i l o	shut		None
10199	bring	Araona	Tacana	dobea	dobea	d o b e a	716	1412	d o b e a			None
10200	brain	Araona	Tacana	doboso	doboso	d o b o s o	629	811	d o b o s o			None
10201	deer	Araona	Tacana	docuei	docuei	d o kʷ e i	1434	472	d o kʷ e - i			None
10202	older sister	Araona	Tacana	dodo	dodo	d o d o	3985	374	d o d o	old. sister		None
10203	grind	Araona	Tacana	dodo	dodo	d o d o	2615	5223	d o d o -			None
10204	relatives	Araona	Tacana	doémetse	doémetse	d o é/e + m e ts e	4425	8930 8928	d o é/e m e ts e			None
10205	shit (defecate)	Araona	Tacana	domi	domi	d o m i	4877	9798	d o m i			None
10206	lift	Araona	Tacana	dotsoa	dotsoa	d o ts o a	3266	6574	d o ts o a			None
10207	knee	Araona	Tacana	eadai	eadai	e a d a i	3092	6188	e a d a i			None
10208	wife	Araona	Tacana	eahue	eahue	a w e	6309	5940	a w e	marry		None
10209	husband	Araona	Tacana	eahue	eahue	a w e	2960	5940	a w e	marry		None
10210	meat	Araona	Tacana	eami	eami	a m i	3522	1031	- a m i	blood		None
10211	tongue	Araona	Tacana	eána	eána	á/a n a	5859	645	á/a n a	mouth		None
10212	chair	Araona	Tacana	eaniji	eaniji	a n i + h i	886	1762 3418	- a n i	sit ?		None
10213	arm	Araona	Tacana	ebai	ebai	b a.i	82	130	b a i	arm		None
10214	face	Araona	Tacana	ebo	ebo	b o	1812	704	b o - -	head/face		None
10215	person	Araona	Tacana	ecuicha	ecuicha	kʷ i tʃ a	4161	1121	kʷ i tʃ a	body		None
10216	younger sister	Araona	Tacana	édoe	édoe	é/e d o e	6565	13309	- é/e d o e			None
10218	nose	Araona	Tacana	ehui	ehui	w i	3897	3533	w i	nose_prefix		None
10219	feather	Araona	Tacana	eiña	eiña	i ɲ a	1938	1044	i ɲ a	hair		None
10220	forest	Araona	Tacana	eiye	eiye	i j e	2312	4674	i j e			None
10221	ear	Araona	Tacana	eizaja	eizaja	i ɽ a h a	1645	3284	i ɽ a h a	ear		None
10222	egg	Araona	Tacana	eja	eja	h a	1677	3369	h a	_:bp-round/small		None
10223	testicles	Araona	Tacana	eja	eja	h a	5674	3369	h a	_:bp-round/small		None
10224	i	Araona	Tacana	ema	ema	m a	2967	1618	- m a -	1sg		None
10225	hand	Araona	Tacana	eme	eme	m e	2692	948	m e - - - - -	hand_prefix		None
10226	trap (pitfall)	Araona	Tacana	emecuasa	emecuasa, tojo	m e kʷ a s a	5912	11938	m e kʷ a s a			None
10227	trap (pitfall)	Araona	Tacana	tojo	emecuasa, tojo	t o h o	5926	11942	t o h o			None
10228	inside	Araona	Tacana	emeo	emeo	m e o	2992	6011	m e o			None
10229	chest	Araona	Tacana	emi	emi	m i	914	1835	m i			None
10230	water	Araona	Tacana	ena	ena	n a	6167	25	- - - n a -	water		None
10231	open	Araona	Tacana	eotata	eotata	e o t a t a	4029	8112	e o t a t a			None
10232	stomach	Araona	Tacana	ese	ese	s e	5469	743	s e	stomach		None
10233	worm	Araona	Tacana	esho	esho	ʃ o	6373	12940	ʃ o			None
10234	head	Araona	Tacana	eshoa	eshoa	ʃ o a	2727	685	ʃ o a	head		None
10235	first	Araona	Tacana	eshoi	eshoi	ʃ o i	2082	4227	ʃ o i			None
10236	old man	Araona	Tacana	esi	esi, poísa	s i	3942	7918	- - s i	old		None
10237	old man	Araona	Tacana	poísa	esi, poísa	p o i s a	3958	398	p o - i s - a	old		None
10238	leg	Araona	Tacana	eta	eta, ebai	t a	3213	981	t a	foot		None
10239	leg	Araona	Tacana	ebai	eta, ebai	b a i	3226	130	b a i	arm		None
10240	house	Araona	Tacana	etae	etae	t a e	2901	5834	t a e			None
10241	penis	Araona	Tacana	eti	eti	t i	4150	8360	t i	penis		None
10242	eye	Araona	Tacana	etoa	etoa	t o a	1772	3575	t o a	eye		None
10243	flower	Araona	Tacana	etsa	etsa	ts a	2179	4402	ts a	flower		None
10244	tooth	Araona	Tacana	etse	etse	ts e	5865	11840	ts e			None
10245	evening	Araona	Tacana	etsiahue	etsiahue	ts i a w e	1750	3518	ts i a w e			None
10246	bone	Araona	Tacana	etsoa	etsoa	ts o a	596	1163	ts o ( - - ) a			None
10247	baby	Araona	Tacana	ezoe	ezoe	ɽ o e	179	359	ɽ o e			None
10248	frog	Araona	Tacana	huahua	huahua	w a w a	2361	527	w a w a			None
10249	honey	Araona	Tacana	huaja	huaja	w a h a	2861	494	w a h a	bee		None
10250	ripe	Araona	Tacana	hualala	hualala	w a l a l a	4502	9088	w a l a l a			None
10251	rainbow	Araona	Tacana	hualibao	hualibao	w a l i b a o	4388	8842	w a l i b a o			None
10252	chicken	Araona	Tacana	hualipa	hualipa	w a l i p a	942	1895	w a - - l i p a			None
10253	mix	Araona	Tacana	hualohualo	hualohualo	w a l o + w a l o	3600	7248 7248	w a l o w a l o			None
10254	roof	Araona	Tacana	huana	huana	w a n a	4545	9163	w a n a			None
10255	put	Araona	Tacana	huanabotea	huanabotea	w a n a + b o t e a	4356	8778 2332	w a n a b o t e a			None
10256	swim	Araona	Tacana	huaoti	huaoti	w a o + t i	5604	11247 1204	w a o t i	 _:verbal		None
10257	cotton	Araona	Tacana	huapeje	huapeje	w a p e h e	1206	2420	w a p e h e			None
10258	foot	Araona	Tacana	huatsi	huatsi	w a + ts i	2279	135 990	w a ts i	foot heel		None
10259	finish	Araona	Tacana	huei	huei	w e i	2045	4144	w e i			None
10260	fan (action)	Araona	Tacana	hueje	hueje	w e h e	1844	3745	w e - - - h e			None
10261	fly (insect)	Araona	Tacana	huelehuelei	huelehuelei	w e l e + w e l e + i	2202	99 99 101	w e l e + w e l e + i	ESP_vuele? ESP_vuele? ?		None
10262	tomorrow	Araona	Tacana	hueno	hueno	w e n o	5842	11789	w e - n o			None
10263	light (ignite)	Araona	Tacana	hueta	hueta	w e t a	3287	6611	w e t a			None
10264	go out	Araona	Tacana	huetiana	huetiana	w e t i a n a	2532	2109	w e t i a n a			None
10265	yesterday	Araona	Tacana	huetseiñeo	huetseiñeo	w e ts e i ɲ e o	6478	13133	w e ts e i ɲ e o			None
10266	piss	Araona	Tacana	hui	hui	w i	4225	8505	w i - -			None
10267	whistle	Araona	Tacana	hui	hui	w i	6260	3533	w i ( - ) - ( - )	nose_prefix		None
10268	nasal mucus (snot)	Araona	Tacana	huizi	huizi	w i + ɽ i	3769	3533 3534	w i + ɽ i	nose_prefix mucus		None
10269	blow (of wind)	Araona	Tacana	huo	huo	w o	543	1067	w o - -			None
10270	forget	Araona	Tacana	iboeta	iboeta	i b o e t a	2325	4075	i b o e t a			None
10271	choose	Araona	Tacana	idyada	idyada	i dʲ a d a	989	260	i dʲ a d a			None
10272	call	Araona	Tacana	ihua	ihua	i w a	823	1614	i w - - a			None
10273	send	Araona	Tacana	ilo	ilo	i l o	4749	9574	i l o			None
10274	louse	Araona	Tacana	iñacua	iñacua	i ɲ a kʷ a	3427	6880	i ɲ a kʷ a			None
10275	kill	Araona	Tacana	ishe	ishe	i ʃ e	3076	1311	- i ʃ e - -			None
10276	touch	Araona	Tacana	itsoba	itsoba	i ts o b a	5874	3673	i ts o b a			None
10277	deaf	Araona	Tacana	izatobo	izatobo	i ɽ a + t o b o	1405	2816 799	i ɽ a t o b o			None
10278	wake up	Araona	Tacana	ize	ize	i ɽ e	6086	12320	i ɽ e	wake		None
10279	drink	Araona	Tacana	izi	izi	i ɽ i	1570	149	i ɽ i	drink		None
10280	laugh	Araona	Tacana	izibati	izibati	i ɽ i b a + t i	3144	3848 1204	i ɽ i b a t i	 _:verbal		None
10281	butterfly	Araona	Tacana	jababai	jababai	h a b a b a i	783	1532	h a b a b a i			None
10282	near	Araona	Tacana	jacuepati	jacuepati, tsahua	h a kʷ e p a t i	3795	7636	h a kʷ e p a t i			None
10283	near	Araona	Tacana	tsahua	jacuepati, tsahua	ts a w a	3809	7646	ts a w a			None
10284	fish	Araona	Tacana	jae	jae	h a e	2096	4255	h a e			None
10285	clothes	Araona	Tacana	jaibai	jaibai	h a.i b a.i	1048	1574	h a i b a i			None
10286	be born	Araona	Tacana	jaidyaohue	jaidyaohue	h a i dʲ a o + w e	269	568 1268	h a i dʲ a o + w e	 stative		None
10287	sweet potato, yam	Araona	Tacana	jailili	jailili	h a.i l i l i	5596	11225	h a i l i l i			None
10288	fruit	Araona	Tacana	jaja	jaja	h a + h a	2379	3369 3369	h a + h a	_:bp-round/small _:bp-round/small		None
10289	seed	Araona	Tacana	jaja	jaja	h a + h a	4718	3369 3369	h a h a	_:bp-round/small _:bp-round/small		None
10290	nest	Araona	Tacana	jaji	jaji	h a h i	3850	445	h a h - - - - i			None
10291	food	Araona	Tacana	jana	jana	h a n a	2265	2325	h a n a	food		None
10292	rest	Araona	Tacana	janahua	janahua	h a n a w a	4451	8983	h a n a w a -			None
10293	old	Araona	Tacana	janahua	janahua	h a n a + w a	3941	13311 2831	h a n a w a			None
10294	lie down	Araona	Tacana	jasisa	jasisa	h a s i s a	3256	2352	h a s i s a			None
10295	grow	Araona	Tacana	jehua	jehua	h e w a	2634	5259	h e w a			None
10296	slip	Araona	Tacana	jehuishana	jehuishana	h e w i ʃ a n a	5088	1996	h e w i ʃ a n a			None
10297	roll	Araona	Tacana	jeja	jeja	h e h a	4532	9134	h e h a			None
10298	sing	Araona	Tacana	jeje	jeje	h e h e	5026	4173	h e h e	shout		None
10299	language	Araona	Tacana	jejeme	jejeme	h e h e m e	3132	6288	h e h e m e			None
10300	full	Araona	Tacana	jéjeneti	jéjeneti	h é/e h e + n e t i	2388	4047 2783	h é/e h e n e t i			None
10301	pumpkin	Araona	Tacana	jemi	jemi	h e m i	4311	8679	h e m i			None
10302	upper leg (thigh)	Araona	Tacana	jetsi	jetsi	h e + ts i	6034	12213 990	h e ts i	 heel		None
10303	shoot	Araona	Tacana	jia	jia	h i a	4908	9861	h i a	throw		None
10304	throw	Araona	Tacana	jia	jia, pisa	h i a	5792	9861	h i a	throw		None
10305	throw	Araona	Tacana	pisa	jia, pisa	p i s a	5806	211	p i s a -			None
10306	cut	Araona	Tacana	jicui	jicui	h i kʷ i	1310	2635	h i kʷ i - -			None
10307	cook (something)	Araona	Tacana	jiña	jiña	h i ɲ a	1158	2325	h i ɲ a			None
10308	smoke (exhaust)	Araona	Tacana	jódo	jódo	h o d o	5150	10345	h o d o			None
