Grapheme	IPA	Note
ʔ	ʔ
a	a
e	e
i	i
o	o
b	b
kw	kʷ
mb	mb
dz	dʐ
ndz	ndʐ
n	n
m	m
c	k
ù	u
c̆	tʃ
s̆	ʃ
k	k
d	d
p	p
y	j
l	l
ai	ai
v	β
h	h
s	s
w	w
t	t
r	r
-	NULL
