Grapheme	IPA	Note
p	p
ty	tʲ
dy	dʲ
t	t
d	d
k	k
kw	kʷ
b	b
s	s
g	g
o	o
c	s
ch	tʃ
sh	ʃ
ts	ts
j	h
hu	w
m	m
n	n
ñ	ɲ
r	r
w	w
ai	ai
ll	lʲ	only once
y	j
a	a
e	e
i	i
u	u
’	ʔ
^-	NULL
-$	NULL
-	+
