Grapheme	IPA	Note
p	p
t	t
k	k
s	s
š	ʂ
ṣ̌	tʃ
č	ʃ
β	β
c̷	ts
h	h
m	m
n	n
r	r
w	w
y	j
ai	ai
a	a
ã	ã
õ	õ
e	e	variant of i
ɨ̃	ɨ̃
ĩ	ĩ
i	i
ɨ	ɨ
o	o
ʔ	ʔ
d	d	borrowing
l	l	borrowing
'	NULL
^-	NULL
-$	NULL
-	+
_	+
