# Wordlist

# DATA
ID	FORM	SEGMENTS	DOCULECT	FAMILY	CONCEPT	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOTTOCODE
223684	thəm_tutu_thehe	tʰ ə m + t u t u + tʰ e h e	Ninam (Shirishana variety)	Yanomamic	night	1233	NIGHT	nina1238
224630	titi_ha	t i t i + h a	Yanomámi	Yanomamic	night	1233	NIGHT	yano1262
241560	wen	w e n	Chipaya	Uru-Chipaya	night	1233	NIGHT	chip1262
241561	ween	w eː n	Chipaya	Uru-Chipaya	night	1233	NIGHT	chip1262
242727	c̷edʸẽ'dʸeʔ	tʃ e dʲ ẽ dʲ e ʔ	Mosetén	Mosetén-Chimané	night	1233	NIGHT	mose1249
243862	sisa	s i s a	Araona	Pano-Tacanan	night	1233	NIGHT	arao1248
244897	meta	m e t a	Cavineña	Pano-Tacanan	night	1233	NIGHT	cavi1250
245911	mekaxe	m e k a x e	Ese Ejja	Pano-Tacanan	night	1233	NIGHT	esee1248
246704	sine-kwa	s i n e + kʷ a	Ese Ejja (Huarayo)	Pano-Tacanan	night	1233	NIGHT	esee1248
247719	ðiða	ð i ð a	Tacana	Pano-Tacanan	night	1233	NIGHT	taca1256
248615	i'mɨ	i m ɨ	Cashibo	Pano-Tacanan	night	1233	NIGHT	cash1251
249634	yame	y/j a m e	Catuquina	Pano-Tacanan	night	1233	NIGHT	pano1254
250674	βakiča	β a k i tʃ a	Chácobo	Pano-Tacanan	night	1233	NIGHT	chac1251
252023	yamɨ	y/j a m ɨ	Shipibo-Conibo	Pano-Tacanan	night	1233	NIGHT	ship1254
253361	βakiš	β a k i ʃ	Yaminahua	Pano-Tacanan	night	1233	NIGHT	yami1256
253362	mã_yamɨ-a	m ã + y/j a m ɨ + a	Yaminahua	Pano-Tacanan	night	1233	NIGHT	yami1256
254579	daɨ	d a ɨ	Cayuvava	Cayubaba	night	1233	NIGHT	cayu1262
254580	'a-raɨ	a + r a ɨ	Cayuvava	Cayubaba	night	1233	NIGHT	cayu1262
254581	'arau	a r a u	Cayuvava	Cayubaba	night	1233	NIGHT	cayu1262
254582	'yaraɨ	y/j a r a ɨ	Cayuvava	Cayubaba	night	1233	NIGHT	cayu1262
256487	i-mai-ni	i + m a i + n i	Movima	Movima	night	1233	NIGHT	movi1243
283470	'tˀēnš	tˀ e n ʃ	Tehuelche	Chonan	night	1233	NIGHT	tehu1242
284315	x-è-ankˀn	x + e + a n kˀ n	Selknam	Chonan	night	1233	NIGHT	onaa1245
#
223166	thupək_akaši	tʰ u p ə k + a k a ʃ i	Ninam (Shirishana variety)	Yanomamic	nipple, teat	796	NIPPLE	nina1238
224129	pei_suhe_pə_u-ka	p e i + s u h e + p ə + u + k a	Yanomámi	Yanomamic	nipple, teat	796	NIPPLE	yano1262
241063	piš	p i ʃ	Chipaya	Uru-Chipaya	nipple, teat	796	NIPPLE	chip1262
242157	taa'šin	t aː ʃ i n	Mosetén	Mosetén-Chimané	nipple, teat	796	NIPPLE	mose1249
243287	ac̷o	a tʃ o	Araona	Pano-Tacanan	nipple, teat	796	NIPPLE	arao1248
244389	ac̷o	a tʃ o	Cavineña	Pano-Tacanan	nipple, teat	796	NIPPLE	cavi1250
245423	tooxo	t oː x o	Ese Ejja	Pano-Tacanan	nipple, teat	796	NIPPLE	esee1248
246335	e-toxo	e + t o x o	Ese Ejja (Huarayo)	Pano-Tacanan	nipple, teat	796	NIPPLE	esee1248
247129	ac̷o	a tʃ o	Tacana	Pano-Tacanan	nipple, teat	796	NIPPLE	taca1256
249069	šoma_βɨro	ʃ o m a + β ɨ r o	Catuquina	Pano-Tacanan	nipple, teat	796	NIPPLE	pano1254
250145	čočo	tʃ o tʃ o	Chácobo	Pano-Tacanan	nipple, teat	796	NIPPLE	chac1251
252660	čočo_rɨ-čoko	tʃ o tʃ o + r ɨ + tʃ o k o	Yaminahua	Pano-Tacanan	nipple, teat	796	NIPPLE	yami1256
252661	ṣ̌oma_rɨčoko	ʂ o m a + r ɨ tʃ o k o	Yaminahua	Pano-Tacanan	nipple, teat	796	NIPPLE	yami1256
283888	ṣèʔntm	ʂ e ʔ n t m	Selknam	Chonan	nipple, teat	796	NIPPLE	onaa1245
#
223066	noma_thethepək	n o m a + tʰ e tʰ e p ə k	Ninam (Shirishana variety)	Yanomamic	nit (louse egg)	267	NIT	nina1238
224034	noma_pei_natʰe	n o m a + p e i + n a tʰ e	Yanomámi	Yanomamic	nit (louse egg)	267	NIT	yano1262
240991	sḳora	s q o r a	Chipaya	Uru-Chipaya	nit (louse egg)	267	NIT	chip1262
242048	fen-'c̷ix	f e n + tʃ i x	Mosetén	Mosetén-Chimané	nit (louse egg)	267	NIT	mose1249
244299	eka_bia-ha-ke	e k a + b i a + h a + k e	Cavineña	Pano-Tacanan	nit (louse egg)	267	NIT	cavi1250
247027	bia_eha	b i a + e h a	Tacana	Pano-Tacanan	nit (louse egg)	267	NIT	taca1256
248159	ʔɨ'c̷ɨ̃	ʔ ɨ tʃ ɨ	Cashibo	Pano-Tacanan	nit (louse egg)	267	NIT	cash1251
248972	ia_c̷iwa	i a + tʃ i w a	Catuquina	Pano-Tacanan	nit (louse egg)	267	NIT	pano1254
251226	ia-hɨṣ̌ɨ	i a + h ɨ ʂ ɨ	Shipibo-Conibo	Pano-Tacanan	nit (louse egg)	267	NIT	ship1254
252552	ɨ̃sta	ɨ s t a	Yaminahua	Pano-Tacanan	nit (louse egg)	267	NIT	yami1256
253890	'tokoke	t o k o k e	Cayuvava	Cayubaba	nit (louse egg)	267	NIT	cayu1262
#
223806	pem	p e m	Ninam (Shirishana variety)	Yanomamic	no, negative	1269	NO	nina1238
224742	ma	m a	Yanomámi	Yanomamic	no, negative	1269	NO	yano1262
241729	ana	a n a	Chipaya	Uru-Chipaya	no, negative	1269	NO	chip1262
242891	'ham	h a m	Mosetén	Mosetén-Chimané	no, negative	1269	NO	mose1249
244029	ma	m a	Araona	Pano-Tacanan	no, negative	1269	NO	arao1248
244030	maesa	m a e s a	Araona	Pano-Tacanan	no, negative	1269	NO	arao1248
245035	-ma	m a	Cavineña	Pano-Tacanan	no, negative	1269	NO	cavi1250
245036	ama	a m a	Cavineña	Pano-Tacanan	no, negative	1269	NO	cavi1250
246030	-ama	a m a	Ese Ejja	Pano-Tacanan	no, negative	1269	NO	esee1248
246789	pahaa	p a h aː	Ese Ejja (Huarayo)	Pano-Tacanan	no, negative	1269	NO	esee1248
246790	mia	m i a	Ese Ejja (Huarayo)	Pano-Tacanan	no, negative	1269	NO	esee1248
247892	moe	m o e	Tacana	Pano-Tacanan	no, negative	1269	NO	taca1256
247893	mawe	m a w e	Tacana	Pano-Tacanan	no, negative	1269	NO	taca1256
247894	aimoe...mawe	a i m o e m a w e	Tacana	Pano-Tacanan	no, negative	1269	NO	taca1256
248703	-ma	m a	Cashibo	Pano-Tacanan	no, negative	1269	NO	cash1251
249768	-yama-	y/j a m a	Catuquina	Pano-Tacanan	no, negative	1269	NO	pano1254
250812	-ma	m a	Chácobo	Pano-Tacanan	no, negative	1269	NO	chac1251
250813	-yama	y/j a m a	Chácobo	Pano-Tacanan	no, negative	1269	NO	chac1251
252205	-ma	m a	Shipibo-Conibo	Pano-Tacanan	no, negative	1269	NO	ship1254
252206	-yama	y/j a m a	Shipibo-Conibo	Pano-Tacanan	no, negative	1269	NO	ship1254
253536	ma	m a	Yaminahua	Pano-Tacanan	no, negative	1269	NO	yami1256
253537	-ma	m a	Yaminahua	Pano-Tacanan	no, negative	1269	NO	yami1256
254727	čepe-	tʃ e p e	Cayuvava	Cayubaba	no, negative	1269	NO	cayu1262
254728	ye-	y/j e	Cayuvava	Cayubaba	no, negative	1269	NO	cayu1262
256646	ka-ʔi	k a + ʔ i	Movima	Movima	no, negative	1269	NO	movi1243
283594	'kˀom	kˀ o m	Tehuelche	Chonan	no, negative	1269	NO	tehu1242
284446	taw	t a w	Selknam	Chonan	no, negative	1269	NO	onaa1245
#
223687	šĩ_lõloho_thehe	ʃ ĩ + l õ l o h o + tʰ e h e	Ninam (Shirishana variety)	Yanomamic	noon, midday	12	MIDDAY	nina1238
224633	motʰoka_yõrõrõ-wə	m o tʰ o k a + y/j õ r õ r õ + w ə	Yanomámi	Yanomamic	noon, midday	12	MIDDAY	yano1262
241565	taypuru	t a y/j p u r u	Chipaya	Uru-Chipaya	noon, midday	12	MIDDAY	chip1262
242729	kit_kaɲ_c̷œɲ	k i t + k a ɲ + tʃ œ ɲ	Mosetén	Mosetén-Chimané	noon, midday	12	MIDDAY	mose1249
243867	mawaokatac̷io	m a w a o k a t a tʃ i o	Araona	Pano-Tacanan	noon, midday	12	MIDDAY	arao1248
244900	barepa-tʸa	b a r e p a + tʲ a	Cavineña	Pano-Tacanan	noon, midday	12	MIDDAY	cavi1250
245914	ešeki_ɓeakoxaxa	e ʃ e k i + ɓ e a k o x a x a	Ese Ejja	Pano-Tacanan	noon, midday	12	MIDDAY	esee1248
247723	boepatia	b o e p a t i a	Tacana	Pano-Tacanan	noon, midday	12	MIDDAY	taca1256
249637	βari_mãkaʔĩ-nõ	β a r i + m ã k a ʔ ĩ + n õ	Catuquina	Pano-Tacanan	noon, midday	12	MIDDAY	pano1254
250678	matoroko	m a t o r o k o	Chácobo	Pano-Tacanan	noon, midday	12	MIDDAY	chac1251
252027	βari-manikɨtiã	β a r i + m a n i k ɨ t i ã	Shipibo-Conibo	Pano-Tacanan	noon, midday	12	MIDDAY	ship1254
253365	ṣ̌ini_kɨya	ʂ i n i + k ɨ y/j a	Yaminahua	Pano-Tacanan	noon, midday	12	MIDDAY	yami1256
256490	čon-si	tʃ o n + s i	Movima	Movima	noon, midday	12	MIDDAY	movi1243
283474	'katek	k a t e k	Tehuelche	Chonan	noon, midday	12	MIDDAY	tehu1242
#
241460	uṣ̌a	u ʂ a	Chipaya	Uru-Chipaya	north	1598	NORTH	chip1262
241461	uṣ̌ačuk	u ʂ a tʃ u k	Chipaya	Uru-Chipaya	north	1598	NORTH	chip1262
242631	orok-beta'ke	o r o k + b e t a k e	Mosetén	Mosetén-Chimané	north	1598	NORTH	mose1249
243759	nai_bene	n a i + b e n e	Araona	Pano-Tacanan	north	1598	NORTH	arao1248
247625	nai_bene	n a i + b e n e	Tacana	Pano-Tacanan	north	1598	NORTH	taca1256
251914	čipõki	tʃ i p õ k i	Shipibo-Conibo	Pano-Tacanan	north	1598	NORTH	ship1254
254481	ya'wɨwɨčɨ	y/j a w ɨ w ɨ tʃ ɨ	Cayuvava	Cayubaba	north	1598	NORTH	cayu1262
256408	čoi-muh	tʃ o i + m u h	Movima	Movima	north	1598	NORTH	movi1243
283392	'pˀēn-	pˀ e n	Tehuelche	Chonan	north	1598	NORTH	tehu1242
283393	'kenokˀr	k e n o kˀ r	Tehuelche	Chonan	north	1598	NORTH	tehu1242
284240	òḳn	o q n	Selknam	Chonan	north	1598	NORTH	onaa1245
284241	wòmṣḳn	w o m ʂ q n	Selknam	Chonan	north	1598	NORTH	onaa1245
#
223125	hũkak	h ũ k a k	Ninam (Shirishana variety)	Yanomamic	nose	1221	NOSE	nina1238
224091	pei_hu	p e i + h u	Yanomámi	Yanomamic	nose	1221	NOSE	yano1262
241031	oša	o ʃ a	Chipaya	Uru-Chipaya	nose	1221	NOSE	chip1262
242113	'hoi	h o i	Mosetén	Mosetén-Chimané	nose	1221	NOSE	mose1249
243249	ewi	e w i	Araona	Pano-Tacanan	nose	1221	NOSE	arao1248
244353	e-wi	e + w i	Cavineña	Pano-Tacanan	nose	1221	NOSE	cavi1250
245381	e'wiʔ	e w i ʔ	Ese Ejja	Pano-Tacanan	nose	1221	NOSE	esee1248
247090	ewi	e w i	Tacana	Pano-Tacanan	nose	1221	NOSE	taca1256
248213	rɨ'kĩ	r ɨ k ĩ	Cashibo	Pano-Tacanan	nose	1221	NOSE	cash1251
249030	rɨkĩ	r ɨ k ĩ	Catuquina	Pano-Tacanan	nose	1221	NOSE	pano1254
250105	rɨ-ṣ̌aki	r ɨ + ʂ a k i	Chácobo	Pano-Tacanan	nose	1221	NOSE	chac1251
250953	řɨ'kina	r ɨ k i n a	Pacahuara	Pano-Tacanan	nose	1221	NOSE	paca1246
251304	rɨ-kĩ	r ɨ + k ĩ	Shipibo-Conibo	Pano-Tacanan	nose	1221	NOSE	ship1254
251305	rɨ-	r ɨ	Shipibo-Conibo	Pano-Tacanan	nose	1221	NOSE	ship1254
252619	rɨ-čoko	r ɨ + tʃ o k o	Yaminahua	Pano-Tacanan	nose	1221	NOSE	yami1256
253948	bã'reohe	b ã r e o h e	Cayuvava	Cayubaba	nose	1221	NOSE	cayu1262
253949	βareõhẽ	β a r e õ h ẽ	Cayuvava	Cayubaba	nose	1221	NOSE	cayu1262
255952	ɓači-kʷa	ɓ a tʃ i + kʷ a	Movima	Movima	nose	1221	NOSE	movi1243
282996	'or	o r	Tehuelche	Chonan	nose	1221	NOSE	tehu1242
283852	ul	u l	Selknam	Chonan	nose	1221	NOSE	onaa1245
#
223126	hũkak_paka	h ũ k a k + p a k a	Ninam (Shirishana variety)	Yanomamic	nostril	1178	NOSTRIL	nina1238
224092	pei_hiyõkakɨ	p e i + h i y/j õ k a k ɨ	Yanomámi	Yanomamic	nostril	1178	NOSTRIL	yano1262
241032	oš-pʰeta	o ʃ + pʰ e t a	Chipaya	Uru-Chipaya	nostril	1178	NOSTRIL	chip1262
242114	'hoi_si_tõmo	h o i + s i + t õ m o	Mosetén	Mosetén-Chimané	nostril	1178	NOSTRIL	mose1249
244354	e-wi-kani	e + w i + k a n i	Cavineña	Pano-Tacanan	nostril	1178	NOSTRIL	cavi1250
245382	e-wi-weha	e + w i + w e h a	Ese Ejja	Pano-Tacanan	nostril	1178	NOSTRIL	esee1248
247091	ewi-ani_rara	e w i + a n i + r a r a	Tacana	Pano-Tacanan	nostril	1178	NOSTRIL	taca1256
249031	rɨkĩ_c̷ɨwɨ	r ɨ k ĩ + tʃ ɨ w ɨ	Catuquina	Pano-Tacanan	nostril	1178	NOSTRIL	pano1254
250106	rɨ-kini	r ɨ + k i n i	Chácobo	Pano-Tacanan	nostril	1178	NOSTRIL	chac1251
252620	rɨ-čoko_kini	r ɨ + tʃ o k o + k i n i	Yaminahua	Pano-Tacanan	nostril	1178	NOSTRIL	yami1256
282997	'or_'aškˀn	o r + a ʃ kˀ n	Tehuelche	Chonan	nostril	1178	NOSTRIL	tehu1242
283853	ul_ḳˀèl	u l + qˀ e l	Selknam	Chonan	nostril	1178	NOSTRIL	onaa1245
#
223665	hoi-thehe	h o i + tʰ e h e	Ninam (Shirishana variety)	Yanomamic	now	1376	NOW	nina1238
224613	hei_təhə	h e i + t ə h ə	Yanomámi	Yanomamic	now	1376	NOW	yano1262
241536	aɲ	a ɲ	Chipaya	Uru-Chipaya	now	1376	NOW	chip1262
241537	xašiki	x a ʃ i k i	Chipaya	Uru-Chipaya	now	1376	NOW	chip1262
242710	khin	kʰ i n	Mosetén	Mosetén-Chimané	now	1376	NOW	mose1249
243836	bedada	b e d a d a	Araona	Pano-Tacanan	now	1376	NOW	arao1248
244883	iyakʷa	i y/j a kʷ a	Cavineña	Pano-Tacanan	now	1376	NOW	cavi1250
245895	xeyawa	x e y/j a w a	Ese Ejja	Pano-Tacanan	now	1376	NOW	esee1248
245896	xeya	x e y/j a	Ese Ejja	Pano-Tacanan	now	1376	NOW	esee1248
246697	xeya-wa	x e y/j a + w a	Ese Ejja (Huarayo)	Pano-Tacanan	now	1376	NOW	esee1248
247700	hia-we	h i a + w e	Tacana	Pano-Tacanan	now	1376	NOW	taca1256
248605	βɨ'ri	β ɨ r i	Cashibo	Pano-Tacanan	now	1376	NOW	cash1251
249613	rama	r a m a	Catuquina	Pano-Tacanan	now	1376	NOW	pano1254
250659	haβoki	h a β o k i	Chácobo	Pano-Tacanan	now	1376	NOW	chac1251
252005	rama	r a m a	Shipibo-Conibo	Pano-Tacanan	now	1376	NOW	ship1254
253332	iskaratĩa	i s k a r a t ĩ a	Yaminahua	Pano-Tacanan	now	1376	NOW	yami1256
254560	ǰi'aure	dʒ i a u r e	Cayuvava	Cayubaba	now	1376	NOW	cayu1262
254561	noho	n o h o	Cayuvava	Cayubaba	now	1376	NOW	cayu1262
254562	nõhõ	n õ h õ	Cayuvava	Cayubaba	now	1376	NOW	cayu1262
256467	al-ka-βa	a l + k a + β a	Movima	Movima	now	1376	NOW	movi1243
283455	'maʔ	m a ʔ	Tehuelche	Chonan	now	1376	NOW	tehu1242
284296	maʔ	m a ʔ	Selknam	Chonan	now	1376	NOW	onaa1245
#
223282	howali_mok	h o w a l i + m o k	Ninam (Shirishana variety)	Yanomamic	nut	191	NUT	nina1238
245536	šiwixaxa	ʃ i w i x a x a	Ese Ejja	Pano-Tacanan	nut	191	NUT	esee1248
249200	kastãya	k a s t ã y/j a	Catuquina	Pano-Tacanan	nut	191	NUT	pano1254
250276	pama	p a m a	Chácobo	Pano-Tacanan	nut	191	NUT	chac1251
252802	ɨṣ̌ɨ	ɨ ʂ ɨ	Yaminahua	Pano-Tacanan	nut	191	NUT	yami1256
254131	'pɨpɨku	p ɨ p ɨ k u	Cayuvava	Cayubaba	nut	191	NUT	cayu1262
256097	čuhan̉-mo	tʃ u h a n + m o	Movima	Movima	nut	191	NUT	movi1243
#
243654	walo-i	w a l o + i	Araona	Pano-Tacanan	oar	3137	OAR	arao1248
244733	e-taro-ki	e + t a r o + k i	Cavineña	Pano-Tacanan	oar	3137	OAR	cavi1250
245754	eyoxi	e y/j o x i	Ese Ejja	Pano-Tacanan	oar	3137	OAR	esee1248
245755	heheʔɓihi	h e h e ʔ ɓ i h i	Ese Ejja	Pano-Tacanan	oar	3137	OAR	esee1248
246599	e-wi-behe-ʔai-ʔai	e + w i + b e h e + ʔ a i + ʔ a i	Ese Ejja (Huarayo)	Pano-Tacanan	oar	3137	OAR	esee1248
247522	etaro-i	e t a r o + i	Tacana	Pano-Tacanan	oar	3137	OAR	taca1256
250510	witi	w i t i	Chácobo	Pano-Tacanan	oar	3137	OAR	chac1251
251798	wĩti	w ĩ t i	Shipibo-Conibo	Pano-Tacanan	oar	3137	OAR	ship1254
253135	βiti	β i t i	Yaminahua	Pano-Tacanan	oar	3137	OAR	yami1256
#
241827	xuramintu	x u r a m i n t u	Chipaya	Uru-Chipaya	oath	1712	OATH	chip1262
256746	mam-ɓaičo-wanas	m a m + ɓ a i tʃ o + w a n a s	Movima	Movima	oath	1712	OATH	movi1243
#
223366	apeia	a p e i a	Ninam (Shirishana variety)	Yanomamic	oats	60	OAT	nina1238
242392	a'bena	a b e n a	Mosetén	Mosetén-Chimané	oats	60	OAT	mose1249
252941	aminã	a m i n ã	Yaminahua	Pano-Tacanan	oats	60	OAT	yami1256
#
223853	thã_hupo	tʰ ã + h u p o	Ninam (Shirishana variety)	Yanomamic	obey	1635	OBEY	nina1238
223854	wãha_hu	w ã h a + h u	Ninam (Shirishana variety)	Yanomamic	obey	1635	OBEY	nina1238
224790	wãhu-o	w ã h u + o	Yanomámi	Yanomamic	obey	1635	OBEY	yano1262
241795	kaš	k a ʃ	Chipaya	Uru-Chipaya	obey	1635	OBEY	chip1262
242948	či'kaksi	tʃ i k a k s i	Mosetén	Mosetén-Chimané	obey	1635	OBEY	mose1249
244091	ailotahai	a i l o t a h a i	Araona	Pano-Tacanan	obey	1635	OBEY	arao1248
245092	baka-ya	b a k a + y/j a	Cavineña	Pano-Tacanan	obey	1635	OBEY	cavi1250
246079	xašaxaaxaki-	x a ʃ a x aː x a k i	Ese Ejja	Pano-Tacanan	obey	1635	OBEY	esee1248
247950	atasai-da	a t a s a i + d a	Tacana	Pano-Tacanan	obey	1635	OBEY	taca1256
249826	nĩka-	n ĩ k a	Catuquina	Pano-Tacanan	obey	1635	OBEY	pano1254
250864	nika-	n i k a	Chácobo	Pano-Tacanan	obey	1635	OBEY	chac1251
252273	kasoati	k a s o a t i	Shipibo-Conibo	Pano-Tacanan	obey	1635	OBEY	ship1254
252274	yoiti_iti	y/j o i t i + i t i	Shipibo-Conibo	Pano-Tacanan	obey	1635	OBEY	ship1254
253606	nika-kĩ	n i k a + k ĩ	Yaminahua	Pano-Tacanan	obey	1635	OBEY	yami1256
254783	rikɔ	r i k ɔ	Cayuvava	Cayubaba	obey	1635	OBEY	cayu1262
256706	hai-wa-ne-ɬe	h a i + w a + n e + ɬ e	Movima	Movima	obey	1635	OBEY	movi1243
284483	wèn	w e n	Selknam	Chonan	obey	1635	OBEY	onaa1245
#
249754	tana-ti-ma-s	t a n a + t i + m a + s	Catuquina	Pano-Tacanan	obscure	1764	OBSCURE	pano1254
253515	ṣ̌aβa-ma	ʂ a β a + m a	Yaminahua	Pano-Tacanan	obscure	1764	OBSCURE	yami1256
253516	βɨkaṣ̌-kõi	β ɨ k a ʂ + k õ i	Yaminahua	Pano-Tacanan	obscure	1764	OBSCURE	yami1256
256628	hana-ɓaičo	h a n a + ɓ a i tʃ o	Movima	Movima	obscure	1764	OBSCURE	movi1243
#
251023	aniparo	a n i p a r o	Shipibo-Conibo	Pano-Tacanan	ocean	645	OCEAN	ship1254
252354	βaka-βã	β a k a + β ã	Yaminahua	Pano-Tacanan	ocean	645	OCEAN	yami1256
282811	'xōno	x oː n o	Tehuelche	Chonan	ocean	645	OCEAN	tehu1242
283678	kˀohx	kˀ o h x	Selknam	Chonan	ocean	645	OCEAN	onaa1245
#
240923	mati	m a t i	Chipaya	Uru-Chipaya	offspring (son or daughter)	1801	CHILD (DESCENDANT)	chip1262
248086	βɨčikɨ	β ɨ tʃ i k ɨ	Cashibo	Pano-Tacanan	offspring (son or daughter)	1801	CHILD (DESCENDANT)	cash1251
248087	tu'a	t u a	Cashibo	Pano-Tacanan	offspring (son or daughter)	1801	CHILD (DESCENDANT)	cash1251
248841	yomɨ-βo	y/j o m ɨ + β o	Catuquina	Pano-Tacanan	offspring (son or daughter)	1801	CHILD (DESCENDANT)	pano1254
251118	βakɨ	β a k ɨ	Shipibo-Conibo	Pano-Tacanan	offspring (son or daughter)	1801	CHILD (DESCENDANT)	ship1254
252430	βakɨ	β a k ɨ	Yaminahua	Pano-Tacanan	offspring (son or daughter)	1801	CHILD (DESCENDANT)	yami1256
253780	rɔ̃mi	r ɔ m i	Cayuvava	Cayubaba	offspring (son or daughter)	1801	CHILD (DESCENDANT)	cayu1262
253781	rɔmi-he	r ɔ m i + h e	Cayuvava	Cayubaba	offspring (son or daughter)	1801	CHILD (DESCENDANT)	cayu1262
253782	mami-hi	m a m i + h i	Cayuvava	Cayubaba	offspring (son or daughter)	1801	CHILD (DESCENDANT)	cayu1262
255812	mah-ni	m a h + n i	Movima	Movima	offspring (son or daughter)	1801	CHILD (DESCENDANT)	movi1243
282873	'aml	a m l	Tehuelche	Chonan	offspring (son or daughter)	1801	CHILD (DESCENDANT)	tehu1242
283742	nam	n a m	Selknam	Chonan	offspring (son or daughter)	1801	CHILD (DESCENDANT)	onaa1245
#
223679	kõthetho	k õ tʰ e tʰ o	Ninam (Shirishana variety)	Yanomamic	often	1852	OFTEN	nina1238
224625	pruka	p r u k a	Yanomámi	Yanomamic	often	1852	OFTEN	yano1262
241553	wilta_wilta	w i l t a + w i l t a	Chipaya	Uru-Chipaya	often	1852	OFTEN	chip1262
249627	-βaʔĩ-βaʔĩ-	β a ʔ ĩ + β a ʔ ĩ	Catuquina	Pano-Tacanan	often	1852	OFTEN	pano1254
253349	ičapa_aki	i tʃ a p a + a k i	Yaminahua	Pano-Tacanan	often	1852	OFTEN	yami1256
253350	kaya-kõi_aki	k a y/j a + k õ i + a k i	Yaminahua	Pano-Tacanan	often	1852	OFTEN	yami1256
256480	čon̉	tʃ o n	Movima	Movima	often	1852	OFTEN	movi1243
284307	k-hemten	k + h e m t e n	Selknam	Chonan	often	1852	OFTEN	onaa1245
284308	k-wèytu	k + w e y/j t u	Selknam	Chonan	often	1852	OFTEN	onaa1245
#
223283	'oleo_pəi	o l e o + p ə i	Ninam (Shirishana variety)	Yanomamic	oil	1484	OIL (ORGANIC SUBSTANCE)	nina1238
224248	tapɨ-tapɨ	t a p ɨ + t a p ɨ	Yanomámi	Yanomamic	oil	1484	OIL (ORGANIC SUBSTANCE)	yano1262
242292	a'seite	a s e i t e	Mosetén	Mosetén-Chimané	oil	1484	OIL (ORGANIC SUBSTANCE)	mose1249
244508	e-c̷e-ri	e + tʃ e + r i	Cavineña	Pano-Tacanan	oil	1484	OIL (ORGANIC SUBSTANCE)	cavi1250
245537	esei	e s e i	Ese Ejja	Pano-Tacanan	oil	1484	OIL (ORGANIC SUBSTANCE)	esee1248
245538	heme-sei	h e m e + s e i	Ese Ejja	Pano-Tacanan	oil	1484	OIL (ORGANIC SUBSTANCE)	esee1248
248331	ṣ̌ɨni	ʂ ɨ n i	Cashibo	Pano-Tacanan	oil	1484	OIL (ORGANIC SUBSTANCE)	cash1251
249201	pi-ti_šɨni	p i + t i + ʃ ɨ n i	Catuquina	Pano-Tacanan	oil	1484	OIL (ORGANIC SUBSTANCE)	pano1254
250277	ṣ̌ɨni	ʂ ɨ n i	Chácobo	Pano-Tacanan	oil	1484	OIL (ORGANIC SUBSTANCE)	chac1251
251495	ṣ̌ɨni	ʂ ɨ n i	Shipibo-Conibo	Pano-Tacanan	oil	1484	OIL (ORGANIC SUBSTANCE)	ship1254
252804	ṣ̌ini	ʂ i n i	Yaminahua	Pano-Tacanan	oil	1484	OIL (ORGANIC SUBSTANCE)	yami1256
254132	rabi	r a b i	Cayuvava	Cayubaba	oil	1484	OIL (ORGANIC SUBSTANCE)	cayu1262
256098	aseite	a s e i t e	Movima	Movima	oil	1484	OIL (ORGANIC SUBSTANCE)	movi1243
283996	k-òʔl	k + o ʔ l	Selknam	Chonan	oil	1484	OIL (ORGANIC SUBSTANCE)	onaa1245
#
241231	kʰewa	kʰ e w a	Chipaya	Uru-Chipaya	ointment	1926	OINTMENT	chip1262
247305	papi-	p a p i	Tacana	Pano-Tacanan	ointment	1926	OINTMENT	taca1256
249252	poša-ti	p o ʃ a + t i	Catuquina	Pano-Tacanan	ointment	1926	OINTMENT	pano1254
256141	pomaɗa	p o m a ɗ a	Movima	Movima	ointment	1926	OINTMENT	movi1243
284023	at-mètˀè	a t + m e tˀ e	Selknam	Chonan	ointment	1926	OINTMENT	onaa1245
#
223663	lepi	l e p i	Ninam (Shirishana variety)	Yanomamic	old	1229	OLD	nina1238
224608	pata	p a t a	Yanomámi	Yanomamic	old	1229	OLD	yano1262
224609	wãrõ_pata	w ã r õ + p a t a	Yanomámi	Yanomamic	old	1229	OLD	yano1262
224610	suwə_pata	s u w ə + p a t a	Yanomámi	Yanomamic	old	1229	OLD	yano1262
224611	hote	h o t e	Yanomámi	Yanomamic	old	1229	OLD	yano1262
241535	čawkʷa	tʃ a w kʷ a	Chipaya	Uru-Chipaya	old	1229	OLD	chip1262
242707	'išo	i ʃ o	Mosetén	Mosetén-Chimané	old	1229	OLD	mose1249
243832	esi	e s i	Araona	Pano-Tacanan	old	1229	OLD	arao1248
243833	poisa	p o i s a	Araona	Pano-Tacanan	old	1229	OLD	arao1248
244880	e-siri-ke	e + s i r i + k e	Cavineña	Pano-Tacanan	old	1229	OLD	cavi1250
244881	bero	b e r o	Cavineña	Pano-Tacanan	old	1229	OLD	cavi1250
245891	-tii	t iː	Ese Ejja	Pano-Tacanan	old	1229	OLD	esee1248
245892	-čii	tʃ iː	Ese Ejja	Pano-Tacanan	old	1229	OLD	esee1248
246695	e-čii	e + tʃ iː	Ese Ejja (Huarayo)	Pano-Tacanan	old	1229	OLD	esee1248
247698	eði	e ð i	Tacana	Pano-Tacanan	old	1229	OLD	taca1256
