# Wordlist

# DATA
ID	FORM	SEGMENTS	DOCULECT	FAMILY	CONCEPT	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOTTOCODE
283011	'holkˀn	h o l kˀ n	Tehuelche	Chonan	collarbone	1994	COLLARBONE	tehu1242
#
223589	hila	h i l a	Ninam (Shirishana variety)	Yanomamic	collect, gather	7	GATHER	nina1238
223590	poola_ma	p oː l a + m a	Ninam (Shirishana variety)	Yanomamic	collect, gather	7	GATHER	nina1238
224521	ukə-aɨ	u k ə + a ɨ	Yanomámi	Yanomamic	collect, gather	7	GATHER	yano1262
241435	axks	a x k s	Chipaya	Uru-Chipaya	collect, gather	7	GATHER	chip1262
241436	xuntiš	x u n t i ʃ	Chipaya	Uru-Chipaya	collect, gather	7	GATHER	chip1262
242606	'dʸim'ha	dʲ i m h a	Mosetén	Mosetén-Chimané	collect, gather	7	GATHER	mose1249
243715	šodo	ʃ o d o	Araona	Pano-Tacanan	collect, gather	7	GATHER	arao1248
243716	bele	b e l e	Araona	Pano-Tacanan	collect, gather	7	GATHER	arao1248
243717	zaboboa	z a b o b o a	Araona	Pano-Tacanan	collect, gather	7	GATHER	arao1248
243718	pele	p e l e	Araona	Pano-Tacanan	collect, gather	7	GATHER	arao1248
243719	bodoa	b o d o a	Araona	Pano-Tacanan	collect, gather	7	GATHER	arao1248
244792	sita-ya	s i t a + y/j a	Cavineña	Pano-Tacanan	collect, gather	7	GATHER	cavi1250
244793	dida-ya	d i d a + y/j a	Cavineña	Pano-Tacanan	collect, gather	7	GATHER	cavi1250
245805	sexa	s e x a	Ese Ejja	Pano-Tacanan	collect, gather	7	GATHER	esee1248
245806	ohee-poeyo-	o h eː + p o e y/j o	Ese Ejja	Pano-Tacanan	collect, gather	7	GATHER	esee1248
246640	xeše-kwe	x e ʃ e + kʷ e	Ese Ejja (Huarayo)	Pano-Tacanan	collect, gather	7	GATHER	esee1248
246641	mepe-kwe	m e p e + kʷ e	Ese Ejja (Huarayo)	Pano-Tacanan	collect, gather	7	GATHER	esee1248
249526	topi-	t o p i	Catuquina	Pano-Tacanan	collect, gather	7	GATHER	pano1254
250579	katia-	k a t i a	Chácobo	Pano-Tacanan	collect, gather	7	GATHER	chac1251
251878	βiti	β i t i	Shipibo-Conibo	Pano-Tacanan	collect, gather	7	GATHER	ship1254
251879	c̷aati	tʃ aː t i	Shipibo-Conibo	Pano-Tacanan	collect, gather	7	GATHER	ship1254
251880	c̷ĩkiti	tʃ ĩ k i t i	Shipibo-Conibo	Pano-Tacanan	collect, gather	7	GATHER	ship1254
253215	topi-kĩ	t o p i + k ĩ	Yaminahua	Pano-Tacanan	collect, gather	7	GATHER	yami1256
256385	kul-na	k u l + n a	Movima	Movima	collect, gather	7	GATHER	movi1243
283366	'wākˀe-'_'omtˀš-	w a kˀ e + o m tˀ ʃ	Tehuelche	Chonan	collect, gather	7	GATHER	tehu1242
284207	ṣ-ḳˀòhtè	ʂ + qˀ o h t e	Selknam	Chonan	collect, gather	7	GATHER	onaa1245
#
242779	ko'ror	k o r o r	Mosetén	Mosetén-Chimané	color	1613	COLOR	mose1249
243899	kʷele-kʷele	kʷ e l e + kʷ e l e	Araona	Pano-Tacanan	color	1613	COLOR	arao1248
244943	peya-peya	p e y/j a + p e y/j a	Cavineña	Pano-Tacanan	color	1613	COLOR	cavi1250
245941	woʔo-woʔo	w o ʔ o + w o ʔ o	Ese Ejja	Pano-Tacanan	color	1613	COLOR	esee1248
248639	rɨ'puškɨ'rɨɲu	r ɨ p u ʃ k ɨ r ɨ ɲ u	Cashibo	Pano-Tacanan	color	1613	COLOR	cash1251
256533	lowe-kʷi	l o w e + kʷ i	Movima	Movima	color	1613	COLOR	movi1243
#
223324	limasik	l i m a s i k	Ninam (Shirishana variety)	Yanomamic	comb	1475	COMB	nina1238
241228	ḳara	q a r a	Chipaya	Uru-Chipaya	comb	1475	COMB	chip1262
241229	kosɲi	k o s ɲ i	Chipaya	Uru-Chipaya	comb	1475	COMB	chip1262
242338	'peec̷i	p eː tʃ i	Mosetén	Mosetén-Chimané	comb	1475	COMB	mose1249
243449	sopa	s o p a	Araona	Pano-Tacanan	comb	1475	COMB	arao1248
244546	yapere	y/j a p e r e	Cavineña	Pano-Tacanan	comb	1475	COMB	cavi1250
245571	xaɓeki-	x a ɓ e k i	Ese Ejja	Pano-Tacanan	comb	1475	COMB	esee1248
246465	e-yoxa-kekwa-šo	e + y/j o x a + k e kʷ a + ʃ o	Ese Ejja (Huarayo)	Pano-Tacanan	comb	1475	COMB	esee1248
247302	ðopa	ð o p a	Tacana	Pano-Tacanan	comb	1475	COMB	taca1256
248367	βuuṣ̌ɨti	β uː ʂ ɨ t i	Cashibo	Pano-Tacanan	comb	1475	COMB	cash1251
249249	βoo-č-ti	β oː + tʃ + t i	Catuquina	Pano-Tacanan	comb	1475	COMB	pano1254
250311	βowɨṣ̌-	β o w ɨ ʂ	Chácobo	Pano-Tacanan	comb	1475	COMB	chac1251
251547	βoɨṣ̌ɨti	β o ɨ ʂ ɨ t i	Shipibo-Conibo	Pano-Tacanan	comb	1475	COMB	ship1254
252873	βo-ṣ̌-ti	β o + ʂ + t i	Yaminahua	Pano-Tacanan	comb	1475	COMB	yami1256
256139	e-ɬa	e + ɬ a	Movima	Movima	comb	1475	COMB	movi1243
283189	'wašmkˀenwe	w a ʃ m kˀ e nʷ e	Tehuelche	Chonan	comb	1475	COMB	tehu1242
284021	ʔomčèn	ʔ o m tʃ e n	Selknam	Chonan	comb	1475	COMB	onaa1245
#
223493	hu-ima	h u + i m a	Ninam (Shirishana variety)	Yanomamic	come	1446	COME	nina1238
224434	hu-ima-ɨ	h u + i m a + ɨ	Yanomámi	Yanomamic	come	1446	COME	yano1262
241353	tʰon-š	tʰ o n + ʃ	Chipaya	Uru-Chipaya	come	1446	COME	chip1262
242519	a'c̷ih	a tʃ i h	Mosetén	Mosetén-Chimané	come	1446	COME	mose1249
242520	a'yih	a y i h	Mosetén	Mosetén-Chimané	come	1446	COME	mose1249
243628	pobe-a	p o b e + a	Araona	Pano-Tacanan	come	1446	COME	arao1248
244707	he-ya	h e + y/j a	Cavineña	Pano-Tacanan	come	1446	COME	cavi1250
244708	heti-ya	h e t i + y/j a	Cavineña	Pano-Tacanan	come	1446	COME	cavi1250
245732	poe-	p o e	Ese Ejja	Pano-Tacanan	come	1446	COME	esee1248
246586	pe-kwe	p e + kʷ e	Ese Ejja (Huarayo)	Pano-Tacanan	come	1446	COME	esee1248
247500	poe-	p o e	Tacana	Pano-Tacanan	come	1446	COME	taca1256
248505	o-ti	o + t i	Cashibo	Pano-Tacanan	come	1446	COME	cash1251
249435	ho-	h o	Catuquina	Pano-Tacanan	come	1446	COME	pano1254
249436	βɨ	β ɨ	Catuquina	Pano-Tacanan	come	1446	COME	pano1254
250488	ho-	h o	Chácobo	Pano-Tacanan	come	1446	COME	chac1251
250489	βɨka-	β ɨ k a	Chácobo	Pano-Tacanan	come	1446	COME	chac1251
251766	ho-ti	h o + t i	Shipibo-Conibo	Pano-Tacanan	come	1446	COME	ship1254
253101	o-kĩ	o + k ĩ	Yaminahua	Pano-Tacanan	come	1446	COME	yami1256
254351	čara	tʃ a r a	Cayuvava	Cayubaba	come	1446	COME	cayu1262
254352	čoka	tʃ o k a	Cayuvava	Cayubaba	come	1446	COME	cayu1262
254353	βihi	β i h i	Cayuvava	Cayubaba	come	1446	COME	cayu1262
254354	-e-	e	Cayuvava	Cayubaba	come	1446	COME	cayu1262
254355	u	u	Cayuvava	Cayubaba	come	1446	COME	cayu1262
254356	koro	k o r o	Cayuvava	Cayubaba	come	1446	COME	cayu1262
256294	hi-wawa	h i + w a w a	Movima	Movima	come	1446	COME	movi1243
283289	'ā-	a	Tehuelche	Chonan	come	1446	COME	tehu1242
283290	'hēwt-	h e w t	Tehuelche	Chonan	come	1446	COME	tehu1242
284135	xe	x e	Selknam	Chonan	come	1446	COME	onaa1245
#
223494	hu_kõ_ima	h u + k õ + i m a	Ninam (Shirishana variety)	Yanomamic	come back	581	COME BACK	nina1238
224435	hu-u_kõ-õ	h u + u + k õ + õ	Yanomámi	Yanomamic	come back	581	COME BACK	yano1262
241354	kexpš	k e x p ʃ	Chipaya	Uru-Chipaya	come back	581	COME BACK	chip1262
242521	kaɲi'ti	k a ɲ i t i	Mosetén	Mosetén-Chimané	come back	581	COME BACK	mose1249
243629	baleweti	b a l e w e t i	Araona	Pano-Tacanan	come back	581	COME BACK	arao1248
244709	yodihidʸa	y/j o d i h i dʲ a	Cavineña	Pano-Tacanan	come back	581	COME BACK	cavi1250
245733	poeoʔoya-nahe	p o e o ʔ o y/j a + n a h e	Ese Ejja	Pano-Tacanan	come back	581	COME BACK	esee1248
246587	xa-noxa-ti-kwe	x a + n o x a + t i + kʷ e	Ese Ejja (Huarayo)	Pano-Tacanan	come back	581	COME BACK	esee1248
247501	siapa-	s i a p a	Tacana	Pano-Tacanan	come back	581	COME BACK	taca1256
248506	nirakɨ-ti	n i r a k ɨ + t i	Cashibo	Pano-Tacanan	come back	581	COME BACK	cash1251
249437	ho-ʔo	h o + ʔ o	Catuquina	Pano-Tacanan	come back	581	COME BACK	pano1254
249438	βɨ-ʔo	β ɨ + ʔ o	Catuquina	Pano-Tacanan	come back	581	COME BACK	pano1254
251767	βanɨti	β a n ɨ t i	Shipibo-Conibo	Pano-Tacanan	come back	581	COME BACK	ship1254
251768	nokoti	n o k o t i	Shipibo-Conibo	Pano-Tacanan	come back	581	COME BACK	ship1254
253102	ka-tan-i	k a + t a n + i	Yaminahua	Pano-Tacanan	come back	581	COME BACK	yami1256
256295	sal-moɬ	s a l + m o ɬ	Movima	Movima	come back	581	COME BACK	movi1243
283291	'wāl-	w a l	Tehuelche	Chonan	come back	581	COME BACK	tehu1242
284136	xe	x e	Selknam	Chonan	come back	581	COME BACK	onaa1245
#
223852	nosiama	n o s i a m a	Ninam (Shirishana variety)	Yanomamic	command, order	1998	COMMAND	nina1238
224789	nosiye-mou	n o s i y/j e + m o u	Yanomámi	Yanomamic	command, order	1998	COMMAND	yano1262
241794	mantita	m a n t i t a	Chipaya	Uru-Chipaya	command, order	1998	COMMAND	chip1262
242947	hœ'tak	h œ t a k	Mosetén	Mosetén-Chimané	command, order	1998	COMMAND	mose1249
244090	ai_iloi-hi	a i + i l o i + h i	Araona	Pano-Tacanan	command, order	1998	COMMAND	arao1248
245091	kʷadi-ša-	kʷ a d i + ʃ a	Cavineña	Pano-Tacanan	command, order	1998	COMMAND	cavi1250
246077	woohea-nahe	w oː h e a + n a h e	Ese Ejja	Pano-Tacanan	command, order	1998	COMMAND	esee1248
246078	yemeena	y/j e m eː n a	Ese Ejja	Pano-Tacanan	command, order	1998	COMMAND	esee1248
247949	kʷac̷a-sia-	kʷ a tʃ a + s i a	Tacana	Pano-Tacanan	command, order	1998	COMMAND	taca1256
248732	ṣ̌u-ti	ʂ u + t i	Cashibo	Pano-Tacanan	command, order	1998	COMMAND	cash1251
249824	yono-	y/j o n o	Catuquina	Pano-Tacanan	command, order	1998	COMMAND	pano1254
249825	a-ma-	a + m a	Catuquina	Pano-Tacanan	command, order	1998	COMMAND	pano1254
253604	nĩči-kĩ	n ĩ tʃ i + k ĩ	Yaminahua	Pano-Tacanan	command, order	1998	COMMAND	yami1256
253605	yono-ma-kĩ	y/j o n o + m a + k ĩ	Yaminahua	Pano-Tacanan	command, order	1998	COMMAND	yami1256
254781	-basiri-	b a s i r i	Cayuvava	Cayubaba	command, order	1998	COMMAND	cayu1262
254782	si	s i	Cayuvava	Cayubaba	command, order	1998	COMMAND	cayu1262
256705	čin-a-čo	tʃ i n + a + tʃ o	Movima	Movima	command, order	1998	COMMAND	movi1243
283643	'āmkˀ-	a m kˀ	Tehuelche	Chonan	command, order	1998	COMMAND	tehu1242
284481	ṣ-yer	ʂ + y/j e r	Selknam	Chonan	command, order	1998	COMMAND	onaa1245
284482	ṣ-ʔàr	ʂ + ʔ a r	Selknam	Chonan	command, order	1998	COMMAND	onaa1245
#
223203	šipana_yo	ʃ i p a n a + y/j o	Ninam (Shirishana variety)	Yanomamic	conceive	1087	CONCEIVE	nina1238
224174	šipəna-maɨ	ʃ i p ə n a + m a ɨ	Yanomámi	Yanomamic	conceive	1087	CONCEIVE	yano1262
249109	toʔoʔa-raʔoka-	t o ʔ o ʔ a + r a ʔ o k a	Catuquina	Pano-Tacanan	conceive	1087	CONCEIVE	pano1254
250185	haya-ti	h a y/j a + t i	Chácobo	Pano-Tacanan	conceive	1087	CONCEIVE	chac1251
252706	onia	o n i a	Yaminahua	Pano-Tacanan	conceive	1087	CONCEIVE	yami1256
256014	ham-ɓaičo	h a m + ɓ a i tʃ o	Movima	Movima	conceive	1087	CONCEIVE	movi1243
283929	m-hane	m + h a n e	Selknam	Chonan	conceive	1087	CONCEIVE	onaa1245
#
223882	ku	k u	Ninam (Shirishana variety)	Yanomamic	condemn	484	CONDEMN	nina1238
241829	kastikta_tʰaa-	k a s t i k t a + tʰ aː	Chipaya	Uru-Chipaya	condemn	484	CONDEMN	chip1262
245127	ihawa-ho-ya	i h a w a + h o + y/j a	Cavineña	Pano-Tacanan	condemn	484	CONDEMN	cavi1250
256748	koβih-niɬ-na-poh-na	k o β i h + n i ɬ + n a + p o h + n a	Movima	Movima	condemn	484	CONDEMN	movi1243
#
241808	kinta_tantita	k i n t a + t a n t i t a	Chipaya	Uru-Chipaya	conspiracy, plot	2024	PLOT	chip1262
253622	itipinĩ-kĩ	i t i p i n ĩ + k ĩ	Yaminahua	Pano-Tacanan	conspiracy, plot	2024	PLOT	yami1256
#
241830	ux_tʰee-	u x + tʰ eː	Chipaya	Uru-Chipaya	convict (vb)	983	CONVICT	chip1262
256749	aʔaye-kʷan-čaye	a ʔ a y/j e + kʷ a n + tʃ a y/j e	Movima	Movima	convict (vb)	983	CONVICT	movi1243
#
223257	lupu_ma	l u p u + m a	Ninam (Shirishana variety)	Yanomamic	cook	1100	COOK (SOMETHING)	nina1238
224229	hari-i	h a r i + i	Yanomámi	Yanomamic	cook	1100	COOK (SOMETHING)	yano1262
224230	ya-praɨ	y/j a + p r a ɨ	Yanomámi	Yanomamic	cook	1100	COOK (SOMETHING)	yano1262
241165	taḳ-	t a q	Chipaya	Uru-Chipaya	cook	1100	COOK (SOMETHING)	chip1262
241166	wexl-š	w e x l + ʃ	Chipaya	Uru-Chipaya	cook	1100	COOK (SOMETHING)	chip1262
242260	hemi'tih	h e m i t i h	Mosetén	Mosetén-Chimané	cook	1100	COOK (SOMETHING)	mose1249
242261	hemi'tiʔ	h e m i t i ʔ	Mosetén	Mosetén-Chimané	cook	1100	COOK (SOMETHING)	mose1249
243377	hiɲa	h i ɲ a	Araona	Pano-Tacanan	cook	1100	COOK (SOMETHING)	arao1248
243378	sapa	s a p a	Araona	Pano-Tacanan	cook	1100	COOK (SOMETHING)	arao1248
244478	hina-ya	h i n a + y/j a	Cavineña	Pano-Tacanan	cook	1100	COOK (SOMETHING)	cavi1250
245517	kʷakʷa-nahe	kʷ a kʷ a + n a h e	Ese Ejja	Pano-Tacanan	cook	1100	COOK (SOMETHING)	esee1248
246401	kwa_kwa-kwe	kʷ a + kʷ a + kʷ e	Ese Ejja (Huarayo)	Pano-Tacanan	cook	1100	COOK (SOMETHING)	esee1248
247227	hana-a-	h a n a + a	Tacana	Pano-Tacanan	cook	1100	COOK (SOMETHING)	taca1256
247228	hana_po-	h a n a + p o	Tacana	Pano-Tacanan	cook	1100	COOK (SOMETHING)	taca1256
247229	sina-me-	s i n a + m e	Tacana	Pano-Tacanan	cook	1100	COOK (SOMETHING)	taca1256
248310	ʔaru-ti	ʔ a r u + t i	Cashibo	Pano-Tacanan	cook	1100	COOK (SOMETHING)	cash1251
249162	pi-ti_waʔa-	p i + t i + w a ʔ a	Catuquina	Pano-Tacanan	cook	1100	COOK (SOMETHING)	pano1254
250247	hoosi-	h oː s i	Chácobo	Pano-Tacanan	cook	1100	COOK (SOMETHING)	chac1251
251462	paṣ̌aati	p a ʂ aː t i	Shipibo-Conibo	Pano-Tacanan	cook	1100	COOK (SOMETHING)	ship1254
251463	yoa_ati	y/j o a + a t i	Shipibo-Conibo	Pano-Tacanan	cook	1100	COOK (SOMETHING)	ship1254
251464	waati	w aː t i	Shipibo-Conibo	Pano-Tacanan	cook	1100	COOK (SOMETHING)	ship1254
252761	pĩča-kĩ	p ĩ tʃ a + k ĩ	Yaminahua	Pano-Tacanan	cook	1100	COOK (SOMETHING)	yami1256
254086	čuǰu	tʃ u dʒ u	Cayuvava	Cayubaba	cook	1100	COOK (SOMETHING)	cayu1262
254087	opa	o p a	Cayuvava	Cayubaba	cook	1100	COOK (SOMETHING)	cayu1262
256062	ɗehahal	ɗ e h a h a l	Movima	Movima	cook	1100	COOK (SOMETHING)	movi1243
283113	'opˀen-	o pˀ e n	Tehuelche	Chonan	cook	1100	COOK (SOMETHING)	tehu1242
283114	'pˀāk-	pˀ a k	Tehuelche	Chonan	cook	1100	COOK (SOMETHING)	tehu1242
283115	'wān	w a n	Tehuelche	Chonan	cook	1100	COOK (SOMETHING)	tehu1242
283977	m-toxè	m + t o x e	Selknam	Chonan	cook	1100	COOK (SOMETHING)	onaa1245
#
223244	lupu	l u p u	Ninam (Shirishana variety)	Yanomamic	cooked	269	COOKED	nina1238
224213	rɨpɨ	r ɨ p ɨ	Yanomámi	Yanomamic	cooked	269	COOKED	yano1262
241153	wexlči	w e x l tʃ i	Chipaya	Uru-Chipaya	cooked	269	COOKED	chip1262
242246	mœ̃'keʔ	m œ̃ k e ʔ	Mosetén	Mosetén-Chimané	cooked	269	COOKED	mose1249
243360	hiɲa	h i ɲ a	Araona	Pano-Tacanan	cooked	269	COOKED	arao1248
244465	e-ara-kiho-ya	e + a r a + k i h o + y/j a	Cavineña	Pano-Tacanan	cooked	269	COOKED	cavi1250
245504	kʷakʷa-	kʷ a kʷ a	Ese Ejja	Pano-Tacanan	cooked	269	COOKED	esee1248
245505	hiɲa-	h i ɲ a	Ese Ejja	Pano-Tacanan	cooked	269	COOKED	esee1248
246391	kwa_kwa-kwe	kʷ a + kʷ a + kʷ e	Ese Ejja (Huarayo)	Pano-Tacanan	cooked	269	COOKED	esee1248
247213	ðapa-	ð a p a	Tacana	Pano-Tacanan	cooked	269	COOKED	taca1256
249150	waʔa-ʔata	w a ʔ a + ʔ a t a	Catuquina	Pano-Tacanan	cooked	269	COOKED	pano1254
250230	šɨrɨha	ʃ ɨ r ɨ h a	Chácobo	Pano-Tacanan	cooked	269	COOKED	chac1251
252749	piča-mɨ-a	p i tʃ a + m ɨ + a	Yaminahua	Pano-Tacanan	cooked	269	COOKED	yami1256
256049	is-ʔi	i s + ʔ i	Movima	Movima	cooked	269	COOKED	movi1243
283105	e'aš	e a ʃ	Tehuelche	Chonan	cooked	269	COOKED	tehu1242
#
242346	ko'sihna	k o s i h n a	Mosetén	Mosetén-Chimané	cookhouse	334	COOKHOUSE	mose1249
250318	βɨtɨti	β ɨ t ɨ t i	Chácobo	Pano-Tacanan	cookhouse	334	COOKHOUSE	chac1251
252887	piča-ti	p i tʃ a + t i	Yaminahua	Pano-Tacanan	cookhouse	334	COOKHOUSE	yami1256
256148	ɗehahal-wanas	ɗ e h a h a l + w a n a s	Movima	Movima	cookhouse	334	COOKHOUSE	movi1243
283195	'kohtˀm	k o h tˀ m	Tehuelche	Chonan	cookhouse	334	COOKHOUSE	tehu1242
#
251700	βorõsi	β o r õ s i	Shipibo-Conibo	Pano-Tacanan	copper, bronze	3192	BRONZE OR COPPER	ship1254
#
241486	iskina	i s k i n a	Chipaya	Uru-Chipaya	corner	192	CORNER	chip1262
242656	tac̷'kaibe	t a tʃ k a i b e	Mosetén	Mosetén-Chimané	corner	192	CORNER	mose1249
243786	sokaha	s o k a h a	Araona	Pano-Tacanan	corner	192	CORNER	arao1248
244836	e-c̷oko	e + tʃ o k o	Cavineña	Pano-Tacanan	corner	192	CORNER	cavi1250
247652	e-bac̷o	e + b a tʃ o	Tacana	Pano-Tacanan	corner	192	CORNER	taca1256
247653	e-c̷o-ti	e + tʃ o + t i	Tacana	Pano-Tacanan	corner	192	CORNER	taca1256
248585	ʔipasu	ʔ i p a s u	Cashibo	Pano-Tacanan	corner	192	CORNER	cash1251
250626	paβɨkɨṣ̌ɨ	p a β ɨ k ɨ ʂ ɨ	Chácobo	Pano-Tacanan	corner	192	CORNER	chac1251
253269	βai_paṣ̌ka-kaina	β a i + p a ʂ k a + k a i n a	Yaminahua	Pano-Tacanan	corner	192	CORNER	yami1256
254503	ridɨβɨ	r i d ɨ β ɨ	Cayuvava	Cayubaba	corner	192	CORNER	cayu1262
256427	to-čiči	t o + tʃ i tʃ i	Movima	Movima	corner	192	CORNER	movi1243
284263	ḳˀòlu-ḳn	qˀ o l u + q n	Selknam	Chonan	corner	192	CORNER	onaa1245
#
223209	pili_hušmili	p i l i + h u ʃ m i l i	Ninam (Shirishana variety)	Yanomamic	corpse	767	CORPSE	nina1238
224179	noma-wə	n o m a + w ə	Yanomámi	Yanomamic	corpse	767	CORPSE	yano1262
241114	šerwi	ʃ e rʷ i	Chipaya	Uru-Chipaya	corpse	767	CORPSE	chip1262
242208	sæ'ɲi	s æ ɲ i	Mosetén	Mosetén-Chimané	corpse	767	CORPSE	mose1249
244429	e-maho	e + m a h o	Cavineña	Pano-Tacanan	corpse	767	CORPSE	cavi1250
245469	e-mano-yo	e + m a n o + y/j o	Ese Ejja	Pano-Tacanan	corpse	767	CORPSE	esee1248
246368	dexa_waxii	d e x a + w a x iː	Ese Ejja (Huarayo)	Pano-Tacanan	corpse	767	CORPSE	esee1248
247175	čeno	tʃ e n o	Tacana	Pano-Tacanan	corpse	767	CORPSE	taca1256
249115	yora	y/j o r a	Catuquina	Pano-Tacanan	corpse	767	CORPSE	pano1254
254041	ǰuǰa	dʒ u dʒ a	Cayuvava	Cayubaba	corpse	767	CORPSE	cayu1262
256019	loɓaɓa	l o ɓ a ɓ a	Movima	Movima	corpse	767	CORPSE	movi1243
283077	'ham-n-k	h a m + n + k	Tehuelche	Chonan	corpse	767	CORPSE	tehu1242
283935	w-è-otn	w + e + o t n	Selknam	Chonan	corpse	767	CORPSE	onaa1245
#
223299	mašuušuk	m a ʃ uː ʃ u k	Ninam (Shirishana variety)	Yanomamic	cotton	1850	COTTON	nina1238
224260	šinari_ũ	ʃ i n a r i + ũ	Yanomámi	Yanomamic	cotton	1850	COTTON	yano1262
242314	'bahnaʔ	b a h n a ʔ	Mosetén	Mosetén-Chimané	cotton	1850	COTTON	mose1249
243424	wapehe	w a p e h e	Araona	Pano-Tacanan	cotton	1850	COTTON	arao1248
244526	wapehe	w a p e h e	Cavineña	Pano-Tacanan	cotton	1850	COTTON	cavi1250
245550	wapehe	w a p e h e	Ese Ejja	Pano-Tacanan	cotton	1850	COTTON	esee1248
246443	wapehe	w a p e h e	Ese Ejja (Huarayo)	Pano-Tacanan	cotton	1850	COTTON	esee1248
247284	wapese	w a p e s e	Tacana	Pano-Tacanan	cotton	1850	COTTON	taca1256
248343	ṣ̌apo	ʂ a p o	Cashibo	Pano-Tacanan	cotton	1850	COTTON	cash1251
249218	wašmɨ	w a ʃ m ɨ	Catuquina	Pano-Tacanan	cotton	1850	COTTON	pano1254
250290	waṣ̌mɨ-nɨ	w a ʂ m ɨ + n ɨ	Chácobo	Pano-Tacanan	cotton	1850	COTTON	chac1251
250968	waṣ̌'mɨna	w a ʂ m ɨ n a	Pacahuara	Pano-Tacanan	cotton	1850	COTTON	paca1246
251516	waṣ̌mɨ̃	w a ʂ m ɨ	Shipibo-Conibo	Pano-Tacanan	cotton	1850	COTTON	ship1254
252827	ṣ̌apo	ʂ a p o	Yaminahua	Pano-Tacanan	cotton	1850	COTTON	yami1256
254162	ǰuhuru	dʒ u h u r u	Cayuvava	Cayubaba	cotton	1850	COTTON	cayu1262
254163	ǰu'ǰurue	dʒ u dʒ u r u e	Cayuvava	Cayubaba	cotton	1850	COTTON	cayu1262
254164	uhuru	u h u r u	Cayuvava	Cayubaba	cotton	1850	COTTON	cayu1262
256115	buhɗin-mori	b u h ɗ i n + m o r i	Movima	Movima	cotton	1850	COTTON	movi1243
#
223181	thoko-mo	tʰ o k o + m o	Ninam (Shirishana variety)	Yanomamic	cough	879	COUGH	nina1238
224148	õtʰõ-mou	õ tʰ õ + m o u	Yanomámi	Yanomamic	cough	879	COUGH	yano1262
241080	tʰapi	tʰ a p i	Chipaya	Uru-Chipaya	cough	879	COUGH	chip1262
242178	'ehe-ʔe'hei	e h e + ʔ e h e i	Mosetén	Mosetén-Chimané	cough	879	COUGH	mose1249
243304	oto	o t o	Araona	Pano-Tacanan	cough	879	COUGH	arao1248
244406	oho-oho-ya	o h o + o h o + y/j a	Cavineña	Pano-Tacanan	cough	879	COUGH	cavi1250
245443	oho	o h o	Ese Ejja	Pano-Tacanan	cough	879	COUGH	esee1248
246348	oho-kwe	o h o + kʷ e	Ese Ejja (Huarayo)	Pano-Tacanan	cough	879	COUGH	esee1248
247150	oto	o t o	Tacana	Pano-Tacanan	cough	879	COUGH	taca1256
248252	ʔoko-	ʔ o k o	Cashibo	Pano-Tacanan	cough	879	COUGH	cash1251
249088	oko_i-	o k o + i	Catuquina	Pano-Tacanan	cough	879	COUGH	pano1254
250164	oko-	o k o	Chácobo	Pano-Tacanan	cough	879	COUGH	chac1251
251377	oko-ti	o k o + t i	Shipibo-Conibo	Pano-Tacanan	cough	879	COUGH	ship1254
252683	oko-kĩ	o k o + k ĩ	Yaminahua	Pano-Tacanan	cough	879	COUGH	yami1256
254009	βa-ǰɔǰɔ-hɔ	β a + dʒ ɔ dʒ ɔ + h ɔ	Cayuvava	Cayubaba	cough	879	COUGH	cayu1262
254010	ǰoǰo	dʒ o dʒ o	Cayuvava	Cayubaba	cough	879	COUGH	cayu1262
254011	ǰɔ	dʒ ɔ	Cayuvava	Cayubaba	cough	879	COUGH	cayu1262
255994	howo-kʷa	h o w o + kʷ a	Movima	Movima	cough	879	COUGH	movi1243
283054	k_'aʔwn-	k + a ʔʷ n	Tehuelche	Chonan	cough	879	COUGH	tehu1242
283908	tane	t a n e	Selknam	Chonan	cough	879	COUGH	onaa1245
#
223643	utuha	u t u h a	Ninam (Shirishana variety)	Yanomamic	count	1420	COUNT	nina1238
223644	yalami_taa	y/j a l a m i + t aː	Ninam (Shirishana variety)	Yanomamic	count	1420	COUNT	nina1238
224588	owə-ma-ɨ	o w ə + m a + ɨ	Yanomámi	Yanomamic	count	1420	COUNT	yano1262
242683	'c̷ik	tʃ i k	Mosetén	Mosetén-Chimané	count	1420	COUNT	mose1249
243805	topo	t o p o	Araona	Pano-Tacanan	count	1420	COUNT	arao1248
244858	pieba-ya	p i e b a + y/j a	Cavineña	Pano-Tacanan	count	1420	COUNT	cavi1250
245872	siko-	s i k o	Ese Ejja	Pano-Tacanan	count	1420	COUNT	esee1248
247673	idada-	i d a d a	Tacana	Pano-Tacanan	count	1420	COUNT	taca1256
249587	kac̷ɨ-	k a tʃ ɨ	Catuquina	Pano-Tacanan	count	1420	COUNT	pano1254
251968	topõ-ti	t o p õ + t i	Shipibo-Conibo	Pano-Tacanan	count	1420	COUNT	ship1254
253302	tana-kĩ	t a n a + k ĩ	Yaminahua	Pano-Tacanan	count	1420	COUNT	yami1256
254526	rãrõma	r ã r õ m a	Cayuvava	Cayubaba	count	1420	COUNT	cayu1262
256441	paʔ-na	p a ʔ + n a	Movima	Movima	count	1420	COUNT	movi1243
283432	'-āym-	a y/j m	Tehuelche	Chonan	count	1420	COUNT	tehu1242
#
223839	ilihi	i l i h i	Ninam (Shirishana variety)	Yanomamic	country	1300	COUNTRY	nina1238
