DOCULECT	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	SPANISH	PORTUGUESE	FORM
Sharanahua	2907	ROT	rot	pudrirse		
Sharanahua	2912	FORWARD	forward	adelante		
Sharanahua	3020	BREAK (BREAKING)	break (breaking)	romperse	quebrar(-se) / romper(-se)	
Sharanahua	3080	SPLIT OPEN	split open	rajar		
Sharanahua	3174	WAKE UP (SOMEONE)	wake up (someone)	despertar		
Sharanahua	3208	CENTER OR MIDDLE	center or middle	medio, centro	meio, centro	
Sharanahua	3224	WRING	wring	retorcer, estrujar		
Sharanahua	3230	DECEIVE	deceive	engañar		
Sharanahua	3287	BLOOM	bloom	florecer		
Sharanahua	3294	BRAID (VERB) OR WEAVE (BASKET)	braid (verb) or weave (basket)	tejer, trenzar	tecer	
Sharanahua	3320	SNARE (TRAP)	snare (trap)	trampa, cepo		
Sharanahua	3452	MUCH	much	mucho		
Sharanahua	3463	RIVERBANK	riverbank	orilla, ribera		
Sharanahua	3472	DANCE (MOVEMENT)	dance (movement)	baile, danza		
Sharanahua	3603	EARTH OR LAND	earth or land	tierra	TERRA / PAÍS	
Sharanahua	3609	TOWN OR VILLAGE	town or village	pueblo, ciudad	cidade pequena ou vila	
Sharanahua	3653	COOKING POT	cooking pot	olla, paila	panela	
Sharanahua	3749	HATE (LOATHING)	hate (loathing)	odiar		
Sharanahua	3861	FAIL	fail	fracasar		
Sharanahua	3898	ACCEPT	accept	aceptar		
Sharanahua	3913	COUGH (ACT OF COUGHING)	cough (act of coughing)	toser		
Sharanahua	3923	FEMALE ANIMAL	female animal	hembra		
Sharanahua	3924	MALE ANIMAL	male animal	macho		
