DOCULECT	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	SPANISH	PORTUGUESE	FORM
Yaminahua	1836	VAGINA	vagina	vagina	vagina	
Yaminahua	1837	VULVA	vulva	vulva	órgão sexual feminino	
Yaminahua	1840	BUILD	build	construir, edificar	construir	
Yaminahua	1860	BEAD	bead	chaquira, abalorio	contas, miçanga	
Yaminahua	1883	IN FRONT OF	in front of	delante	frente	
Yaminahua	1937	THERE	there	allí	lá	
Yaminahua	1962	ROAST (SOMETHING)	roast (something)	asar	ASSAR	
Yaminahua	1986	DISEASE	disease	enfermedad (dolencia)		
Yaminahua	1996	GET TIRED	get tired	cansarse)		
Yaminahua	2003	FLOW	flow	fluir, correr	fluir	
Yaminahua	2012	COLLAR	collar	collar	colarinho	
Yaminahua	2019	HAMMOCK	hammock	hamaca, chinchorro	rede	
Yaminahua	2069	SOAK (VERB)	soak (verb)	mojar		
Yaminahua	2070	COMB (VERB)	comb (verb)	peinar		
Yaminahua	2102	BURN	burn	quemar, arder	queimar	
Yaminahua	2112	OLD (AGED)	old (aged)	viejo		
Yaminahua	2113	OLD (USED)	old (used)	usado		
Yaminahua	2117	DESIRE	desire	desear		
Yaminahua	2124	SMELL	smell	olor	cheirar	
Yaminahua	2159	GROUND	ground	piso		
Yaminahua	2215	BECOME ANGRY	become angry	enojarse		
Yaminahua	2223	BE ANGRY	be angry	enojado		
Yaminahua	2248	KNOW (SOMEBODY)	know (somebody)	conocer a alguien		
Yaminahua	2271	THINK	think	pensar	pensar	
Yaminahua	2297	DUSK	dusk	anochecer, atardecer		
Yaminahua	2308	THIN	thin	delgado	fino	
Yaminahua	2319	LID (COVER, CAP)	lid (cover, cap)	tapa		
Yaminahua	2324	GET WET	get wet	mojarse		
Yaminahua	2327	BECOME SICK	become sick	enfermarse, estar enfermo		
Yaminahua	2334	MELT	melt	derretir		
Yaminahua	2341	CLOUDY	cloudy	nublado		
Yaminahua	2374	DREAM	dream	sueño	SONHO / SONHAR	
Yaminahua	2390	PECCARY	peccary	pecarí		
Yaminahua	2409	BROWN	brown	moreno		
Yaminahua	2411	HURT (SOMEBODY)	hurt (somebody)	herir		
Yaminahua	2468	BAG	bag	bolsa		
Yaminahua	2472	SUCKLE (BREASTFEED, NURSE)	suckle (breastfeed, nurse)	mamar		
Yaminahua	2486	HIDE	hide	esconder	ESCONDER	
Yaminahua	2492	BOIL (SOMETHING)	boil (something)	hervir, cocer		
Yaminahua	2504	DIFFERENT	different	diferente		
Yaminahua	2506	LOOSE	loose	suelto		
Yaminahua	2561	HURT (SENSE PAIN)	hurt (sense pain)	doler		
