ID	DOCULECT	CONCEPTICON ID	CONCEPTICON_GLOSS	VALUE
2175	Cavinena_IDS	1269	NO	ama
2176	Cavinena_IDS	1239	HOW	ai
2177	Cavinena_IDS	1236	WHAT	ai
2178	Cavinena_IDS	1236	WHAT	ehe
2179	Cavinena_IDS	1238	WHEN	ehe-c̷ono
2180	Cavinena_IDS	1237	WHERE	eho
2181	Cavinena_IDS	1235	WHO	e-he-ke
2182	Cavinena_IDS	1261	SING	hero-ya
2183	Cavinena_IDS	715	SHOUT	keke-ya
2184	Cavinena_IDS	1025	WHISTLE	owi-ya
2185	Cavinena_IDS	1623	SPEAK	k-isara-ti-ya
2186	Cavinena_IDS	1458	SAY	a-ya
2187	Cavinena_IDS	1458	SAY	kʷeha-ya
2188	Cavinena_IDS	48	BE SILENT	abaka-da
2189	Cavinena_IDS	1307	LANGUAGE	yana
2190	Cavinena_IDS	1405	NAME	e-ba-ka-ni
2191	Cavinena_IDS	1309	ASK (INQUIRE)	baka-ti-ya
2192	Cavinena_IDS	1828	ASK (REQUEST)	baka-ti-ya
2193	Cavinena_IDS	1084	CALL	iwara-ya
2194	Cavinena_IDS	1672	WRITE	e-wene-ke
2195	Cavinena_IDS	777	FLUTE	raota
2196	Cavinena_IDS	777	FLUTE	mori
2197	Cavinena_IDS	908	DRUM	komo-komo
2198	Cavinena_IDS	301	CHIEFTAIN	wara-hi
2199	Cavinena_IDS	1325	FRIEND	ata
2200	Cavinena_IDS	1897	HELP	c̷awa-ya
2201	Cavinena_IDS	1831	MEET	c̷oro-ya
2202	Cavinena_IDS	1423	FIGHT	kati-ya
2203	Cavinena_IDS	994	BOW	etonono
2204	Cavinena_IDS	977	ARROW	piya
2206	Cavinena_IDS	1435	HUNT	babi-ra
2207	Cavinena_IDS	1172	SHOOT	mare-
2208	Cavinena_IDS	1075	TRAP (PITFALL)	tehi
2209	Cavinena_IDS	713	STEAL	čiri-ya
2210	Cavinena_IDS	1973	DEMON	ihawa
3241	Tacana_IDS	2	DUST	epamo
3242	Tacana_IDS	640	MUD	hočo-hočo
3243	Tacana_IDS	671	SAND	hoto-hoto
3244	Tacana_IDS	652	PLAIN	yac̷i
3245	Tacana_IDS	652	PLAIN	ď̶ei
3246	Tacana_IDS	948	WATER	yawi
3247	Tacana_IDS	624	LAKE	bai
3248	Tacana_IDS	2144	SPRING OR WELL	ena poti-poti
3249	Tacana_IDS	2144	SPRING OR WELL	epororo
3250	Tacana_IDS	420	FOREST	ehihe
3251	Tacana_IDS	906	TREE	aki
3252	Tacana_IDS	1732	SKY	boepa
3253	Tacana_IDS	1343	SUN	iď̶eti
3254	Tacana_IDS	1313	MOON	badi
3255	Tacana_IDS	1430	STAR	atohai
3256	Tacana_IDS	1654	LIGHTNING	c̷ero-c̷ero-
3257	Tacana_IDS	1150	THUNDER	tiri-tia
3258	Tacana_IDS	1733	RAINBOW	sosenabakʷa
3259	Tacana_IDS	630	LIGHT (RADIATION)	we-da
3260	Tacana_IDS	630	LIGHT (RADIATION)	hoda-
3261	Tacana_IDS	11	DARKNESS	apo-da
3262	Tacana_IDS	1388	SHADE	ðamo-ðamo
3263	Tacana_IDS	1388	SHADE	tanana
3264	Tacana_IDS	1977	DEW	bahi
3265	Tacana_IDS	960	WIND	beni
3266	Tacana_IDS	1489	CLOUD	hodo
3267	Tacana_IDS	1489	CLOUD	boðo
3268	Tacana_IDS	658	RAIN (PRECIPITATION)	nai
3269	Tacana_IDS	221	FIRE	-ti
3270	Tacana_IDS	778	SMOKE (EXHAUST)	hodo
3271	Tacana_IDS	646	ASH	e-timo
3272	Tacana_IDS	141	BURN (SOMETHING)	ď̶eď̶a-ke
3273	Tacana_IDS	1428	BURNING	tio-
3274	Tacana_IDS	1428	BURNING	kʷati-toro-
3275	Tacana_IDS	1428	BURNING	čotepe-
3276	Tacana_IDS	1428	BURNING	oc̷oa-
3277	Tacana_IDS	737	LIGHT (IGNITE)	ðarea-
3278	Tacana_IDS	737	LIGHT (IGNITE)	wic̷o-
3279	Tacana_IDS	127	EXTINGUISH	tiho-
3280	Tacana_IDS	127	EXTINGUISH	čamomo-
3281	Tacana_IDS	127	EXTINGUISH	toaď̶oi-
3282	Tacana_IDS	10	FIREWOOD	kʷati
3283	Tacana_IDS	1188	CHARCOAL	e-tiď̶e
3284	Tacana_IDS	1554	MAN	deha
3285	Tacana_IDS	962	WOMAN	e-po-na
3286	Tacana_IDS	1366	BOY	edehe
3287	Tacana_IDS	1366	BOY	edehe čidi
3288	Tacana_IDS	76	YOUNG MAN	e-di-a-we
3289	Tacana_IDS	1646	GIRL	e-ponehe čidi
3290	Tacana_IDS	77	YOUNG WOMAN	e-po-ne-he
3291	Tacana_IDS	77	YOUNG WOMAN	poto
3292	Tacana_IDS	1304	CHILD (YOUNG HUMAN)	yanana
3293	Tacana_IDS	1289	BABY	yanana
3294	Tacana_IDS	1289	BABY	kanana
3295	Tacana_IDS	1200	HUSBAND	yawe
3296	Tacana_IDS	1199	WIFE	e-wane
3297	Tacana_IDS	203	MARRY	me-hemi-ti-
3298	Tacana_IDS	1217	FATHER	tata
3299	Tacana_IDS	1216	MOTHER	kʷara
3300	Tacana_IDS	1216	MOTHER	mama
3301	Tacana_IDS	1759	OLDER BROTHER	osi
3302	Tacana_IDS	1760	YOUNGER BROTHER	ď̶ao
3303	Tacana_IDS	1758	OLDER SISTER	dodo
3304	Tacana_IDS	1761	YOUNGER SISTER	ď̶ana
3306	Tacana_IDS	406	OLD MAN	tata eði
3307	Tacana_IDS	406	OLD MAN	baba
3309	Tacana_IDS	907	OLD WOMAN	ano
3310	Tacana_IDS	907	OLD WOMAN	mama pona-tia
3315	Tacana_IDS	1149	ORPHAN	wakiča
3316	Tacana_IDS	1644	RELATIVES	e-doe
3317	Tacana_IDS	1209	I	ema
3318	Tacana_IDS	1209	I	yama
3319	Tacana_IDS	1215	THOU	mida
3320	Tacana_IDS	1215	THOU	miada
3321	Tacana_IDS	1213	YOU	mikʷaneda
3322	Tacana_IDS	817	THEY	toneda
3323	Tacana_IDS	619	ANIMAL	animalo
3324	Tacana_IDS	1337	PIG	koči
3325	Tacana_IDS	1318	CHICKEN	waripa nana
3326	Tacana_IDS	1318	CHICKEN	waripa poto
3327	Tacana_IDS	1360	DUCK	sose
3328	Tacana_IDS	539	NEST	e-sa-hi
3329	Tacana_IDS	937	BIRD	ď̶ia
3330	Tacana_IDS	1185	VULTURE	samani
3331	Tacana_IDS	1793	BAT	bina
3332	Tacana_IDS	882	PARROT	ha
3333	Tacana_IDS	882	PARROT	horakʷa
3334	Tacana_IDS	882	PARROT	toi
3335	Tacana_IDS	882	PARROT	ď̶eď̶e
3336	Tacana_IDS	735	OWL	ď̶oa
3337	Tacana_IDS	735	OWL	c̷ao-dači-dači
3338	Tacana_IDS	735	OWL	popo
3339	Tacana_IDS	2009	DOG	oči
3340	Tacana_IDS	1208	CAT	miši
3341	Tacana_IDS	227	FISH	se
3342	Tacana_IDS	1936	DEER	dokei
3344	Tacana_IDS	1392	LOUSE	bia
3346	Tacana_IDS	587	ANT	iď̶oi
3347	Tacana_IDS	843	SPIDER	ď̶etete
3348	Tacana_IDS	665	BEE	wasa
3349	Tacana_IDS	665	BEE	wasa iď̶e
3350	Tacana_IDS	1517	WASP	bia
3351	Tacana_IDS	1504	FLY (INSECT)	were-were
3352	Tacana_IDS	1509	MOSQUITO	di
3353	Tacana_IDS	1219	WORM	c̷ena
3354	Tacana_IDS	1219	WORM	soc̷o
3355	Tacana_IDS	730	SNAKE	bakʷa
3356	Tacana_IDS	1791	BUTTERFLY	sababa
3357	Tacana_IDS	1543	SNAIL	ď̶emo
3358	Tacana_IDS	1543	SNAIL	botoro
3359	Tacana_IDS	503	FROG	bororo
3360	Tacana_IDS	632	LIZARD	matosa
3361	Tacana_IDS	632	LIZARD	banakʷa
3362	Tacana_IDS	112	TURTLE	dati
3363	Tacana_IDS	112	TURTLE	morida dati
3364	Tacana_IDS	1480	BODY	e-kita
3365	Tacana_IDS	763	SKIN	e-biti
3368	Tacana_IDS	2648	HAIR (HEAD)	e-čoa e-ina
3369	Tacana_IDS	2648	HAIR (HEAD)	ečoaina
3370	Tacana_IDS	678	BEARD	keða
3371	Tacana_IDS	189	HAIR (BODY)	e-inoa
3372	Tacana_IDS	946	BLOOD	ami
3373	Tacana_IDS	1394	BONE	e-c̷ao
3374	Tacana_IDS	801	RIB	e-pareiri
3375	Tacana_IDS	1393	HORN (ANATOMY)	e-dana
3376	Tacana_IDS	1220	TAIL	e-tiða
3377	Tacana_IDS	1220	TAIL	e-tima
3378	Tacana_IDS	1291	BACK	biši
3379	Tacana_IDS	1256	HEAD	e-čoa
3380	Tacana_IDS	1583	BRAIN	e-čoa bošo
3381	Tacana_IDS	1560	FACE	e-bo
3382	Tacana_IDS	123	FOREHEAD	e-mata
3383	Tacana_IDS	123	FOREHEAD	e-bo-wa-wa
3384	Tacana_IDS	798	JAW	e-ď̶awi
3385	Tacana_IDS	798	JAW	e-hobome-hi
3386	Tacana_IDS	1730	CHEEK	e-ho-bo-mei
3387	Tacana_IDS	1510	CHIN	eď̶awi
3388	Tacana_IDS	1248	EYE	e-toa
3389	Tacana_IDS	1173	EYEBROW	e-toa šino
3390	Tacana_IDS	1540	EYELASH	e-toa keke ina
3391	Tacana_IDS	1247	EAR	e-iď̶aha
3392	Tacana_IDS	1221	NOSE	ewi
3393	Tacana_IDS	208	NASAL MUCUS (SNOT)	wiď̶i
3394	Tacana_IDS	674	MOUTH	e-kʷac̷a
3395	Tacana_IDS	478	LIP	e-keke
3396	Tacana_IDS	1205	TONGUE	yana
3397	Tacana_IDS	1380	TOOTH	e-c̷e
3398	Tacana_IDS	1333	NECK	e-naha
3399	Tacana_IDS	1346	THROAT	e-c̷oi-hani
3400	Tacana_IDS	1482	SHOULDER	yarapa
3401	Tacana_IDS	1673	ARM	e-bai
3402	Tacana_IDS	1886	ARMPIT	enokiď̶i
3403	Tacana_IDS	981	ELBOW	e-bac̷o
3404	Tacana_IDS	1277	HAND	eme
3405	Tacana_IDS	1183	PALM OF HAND	eme-takʷa
3406	Tacana_IDS	1303	FINGER	e-hac̷a
3407	Tacana_IDS	1303	FINGER	eme hac̷a
3408	Tacana_IDS	1258	FINGERNAIL	eme-tiď̶i
3409	Tacana_IDS	1297	LEG	e-tidada
3410	Tacana_IDS	471	UPPER LEG (THIGH)	e-tidada
3411	Tacana_IDS	1371	KNEE	e-ma-da-čoa
3412	Tacana_IDS	1301	FOOT	e-wac̷i
3413	Tacana_IDS	1301	FOOT	e-c̷aha
3414	Tacana_IDS	980	HEEL	e-wac̷i tiadi
3415	Tacana_IDS	318	FOOTPRINT	ewac̷i c̷edo
3416	Tacana_IDS	1257	WING	enabai
3417	Tacana_IDS	1201	FEATHER	e-ina
3418	Tacana_IDS	1592	CHEST	e-c̷edo
3419	Tacana_IDS	1838	NAVEL	c̷o
3420	Tacana_IDS	1838	NAVEL	c̷oho
3421	Tacana_IDS	1223	HEART	moesomo
3422	Tacana_IDS	688	LUNG	eď̶ata
3423	Tacana_IDS	1224	LIVER	e-takʷa
3424	Tacana_IDS	489	KIDNEY	e-paiðodo
3425	Tacana_IDS	489	KIDNEY	moro-moro-hi
3426	Tacana_IDS	819	STOMACH	moesomo
3427	Tacana_IDS	819	STOMACH	eðe
3428	Tacana_IDS	834	BUTTOCKS	e-moto
3429	Tacana_IDS	797	TESTICLES	ehaha
3430	Tacana_IDS	1222	PENIS	ki
3431	Tacana_IDS	162	HICCOUGH	c̷odo
3432	Tacana_IDS	879	COUGH	oto
3433	Tacana_IDS	1621	SNEEZE	tiď̶o-
3434	Tacana_IDS	1440	SPIT	e-kedi
3435	Tacana_IDS	1440	SPIT	kitoa-
3436	Tacana_IDS	1278	VOMIT	batasio-
3437	Tacana_IDS	1403	BITE	c̷oi-
3438	Tacana_IDS	319	LICK	c̷eo-
3439	Tacana_IDS	1585	SLEEP	tawi-
3440	Tacana_IDS	1983	SNORE	rakaka-
3441	Tacana_IDS	1920	DREAM (SOMETHING)	tawi
3442	Tacana_IDS	1602	WAKE UP	basaita-hihi
3443	Tacana_IDS	592	PISS	wia-
3444	Tacana_IDS	676	SHIT (DEFECATE)	domi
3445	Tacana_IDS	549	COPULATE	ha-kina-ti-
3446	Tacana_IDS	549	COPULATE	ha-ina-ti c̷e
3447	Tacana_IDS	138	BATHE	nawi-
3448	Tacana_IDS	1090	BE BORN	kʷina-
3449	Tacana_IDS	1090	BE BORN	batahi -po-
3450	Tacana_IDS	1417	KILL	mano-a-me-
3451	Tacana_IDS	1719	BURY	papa-
3452	Tacana_IDS	3188	MIGHTY OR POWERFUL OR STRONG	toče-da
3453	Tacana_IDS	1847	SICK	čiki
3454	Tacana_IDS	1847	SICK	neda
3455	Tacana_IDS	1109	WOUND	čadi
3456	Tacana_IDS	1109	WOUND	ď̶ipi
3457	Tacana_IDS	1109	WOUND	-c̷i-hi
3458	Tacana_IDS	1808	PUS	boso
3459	Tacana_IDS	499	CURE	idoene-
3460	Tacana_IDS	499	CURE	nača-
3461	Tacana_IDS	1372	MEDICINE	eidoe
3462	Tacana_IDS	168	REST	hanawa-
3463	Tacana_IDS	1564	LAZY	tona-da
3464	Tacana_IDS	1564	LAZY	ha-tora-ti
3465	Tacana_IDS	320	LAME	tida
3466	Tacana_IDS	996	DEAF	iď̶aha mawe
3467	Tacana_IDS	1666	MUTE	iď̶aha mawe opa
3468	Tacana_IDS	1463	DRUNK	c̷ec̷e-hihi
3469	Tacana_IDS	590	NAKED	ha-wiha-ti
3470	Tacana_IDS	1336	EAT	dia-
3471	Tacana_IDS	256	FOOD	hana
3472	Tacana_IDS	1959	RAW	eðawa
3473	Tacana_IDS	178	RIPE	e-soro
3474	Tacana_IDS	1958	UNRIPE	eðawa
3475	Tacana_IDS	1728	ROTTEN	iwi-da-
3476	Tacana_IDS	1728	ROTTEN	horo-horo
3477	Tacana_IDS	1401	DRINK	-iď̶i-
3478	Tacana_IDS	1864	HUNGER	ðe-mano-
3479	Tacana_IDS	1421	SUCK	čočo-ke
3480	Tacana_IDS	1421	SUCK	ðibi-
3481	Tacana_IDS	321	CHEW	kačo-
3482	Tacana_IDS	897	SWALLOW	ibodia-
3483	Tacana_IDS	1100	COOK (SOMETHING)	hana-a-
3484	Tacana_IDS	1100	COOK (SOMETHING)	hana po-
3485	Tacana_IDS	1100	COOK (SOMETHING)	sina-me-
3486	Tacana_IDS	3653	COOKING POT	hoto
3489	Tacana_IDS	275	PEEL	ðiro-
3490	Tacana_IDS	1767	SCRAPE	ď̶eo-
3491	Tacana_IDS	2017	MIX	waro-
3492	Tacana_IDS	2017	MIX	kere-kere
3493	Tacana_IDS	1594	FLOUR	ehoto
3494	Tacana_IDS	1594	FLOUR	epamo
3495	Tacana_IDS	1033	GRIND	dodo-
3496	Tacana_IDS	634	MEAT	aiča
3497	Tacana_IDS	634	MEAT	yami
3498	Tacana_IDS	1507	FRUIT	ehaha
3499	Tacana_IDS	323	FAT (ORGANIC SUBSTANCE)	e-c̷ei
3500	Tacana_IDS	1274	SALT	bano
3501	Tacana_IDS	919	CHILI PEPPER	biď̶o
3502	Tacana_IDS	919	CHILI PEPPER	hoha-da
3503	Tacana_IDS	942	HONEY	wasa ena
3504	Tacana_IDS	635	MILK	ac̷o-na
3505	Tacana_IDS	731	BEVERAGE	warapo
3506	Tacana_IDS	404	ALCOHOL (FERMENTED DRINK)	e-saho-na
3507	Tacana_IDS	404	ALCOHOL (FERMENTED DRINK)	ewiď̶ata eiď̶i
3508	Tacana_IDS	744	EGG	eha
3509	Tacana_IDS	1895	CLOTHES	ehoď̶o-i
3510	Tacana_IDS	1616	CLOTH	ðiri peď̶o
3511	Tacana_IDS	1616	CLOTH	ehoď̶oi
3512	Tacana_IDS	1850	COTTON	wapese
3513	Tacana_IDS	121	SPIN	bado-
3514	Tacana_IDS	133	WEAVE	taď̶i-
3515	Tacana_IDS	1457	SEW	roso-
3516	Tacana_IDS	1382	NEEDLE (FOR SEWING)	akoša
3517	Tacana_IDS	1161	THREAD	masi
3518	Tacana_IDS	772	BELT	e-torisi-hi
3519	Tacana_IDS	1374	RING	metara
3520	Tacana_IDS	1961	NECKLACE	ine
3521	Tacana_IDS	1475	COMB	ðopa
3523	Tacana_IDS	1252	HOUSE	ete
3524	Tacana_IDS	1567	DOOR	e-c̷ekeini
3525	Tacana_IDS	806	BLANKET	maša
3526	Tacana_IDS	1476	CHAIR	ani-ode
3527	Tacana_IDS	769	ROOF	c̷ipi-ke
3529	Tacana_IDS	212	FIELD	te
3531	Tacana_IDS	1418	DIG	bere-
3532	Tacana_IDS	1418	DIG	peda-
3533	Tacana_IDS	714	SEED	ehaha
3534	Tacana_IDS	506	MAIZE	ď̶ihe
3535	Tacana_IDS	606	GRASS	iď̶ene
3536	Tacana_IDS	606	GRASS	noc̷a
3537	Tacana_IDS	1486	PLANT (SOMETHING)	hočo-
3538	Tacana_IDS	670	ROOT	eď̶ao
3539	Tacana_IDS	628	LEAF	e-ina
3540	Tacana_IDS	239	FLOWER	šaša
3541	Tacana_IDS	906	TREE	aki
3542	Tacana_IDS	974	TOBACCO	omasa
3543	Tacana_IDS	1204	BARK	aki biti
3544	Tacana_IDS	159	SWEET POTATO	hariri
3545	Tacana_IDS	159	SWEET POTATO	ehasi
3546	Tacana_IDS	925	CASSAVA	kʷawe
3550	Tacana_IDS	864	PUMPKIN	hemi
3551	Tacana_IDS	864	PUMPKIN	ebotoď̶o
3552	Tacana_IDS	641	MUSHROOM	si
3553	Tacana_IDS	641	MUSHROOM	keriri
3554	Tacana_IDS	2004	BEND	rei-
3555	Tacana_IDS	2004	BEND	wac̷o-
3556	Tacana_IDS	1917	TIE	risi-
3557	Tacana_IDS	1917	TIE	ď̶eke-
3558	Tacana_IDS	1218	ROPE	tawa miða
3559	Tacana_IDS	1432	CUT	ðaða-
3560	Tacana_IDS	1432	CUT	raha-
3561	Tacana_IDS	1432	CUT	siki-
3562	Tacana_IDS	1432	CUT	boď̶eď̶e-
3563	Tacana_IDS	677	AXE	hača
3564	Tacana_IDS	680	BREAK (DESTROY OR GET DESTROYED)	karo-
3565	Tacana_IDS	680	BREAK (DESTROY OR GET DESTROYED)	ða-
3566	Tacana_IDS	680	BREAK (DESTROY OR GET DESTROYED)	ðeo-
3567	Tacana_IDS	680	BREAK (DESTROY OR GET DESTROYED)	ď̶io-
3568	Tacana_IDS	680	BREAK (DESTROY OR GET DESTROYED)	hari-
3569	Tacana_IDS	1437	SPLIT	peď̶o-
3570	Tacana_IDS	1437	SPLIT	boðeðe-
3571	Tacana_IDS	1735	TEAR (SHRED)	ď̶io-
3572	Tacana_IDS	1449	RUB	c̷ic̷i-
3573	Tacana_IDS	214	STRETCH	pirara-
3574	Tacana_IDS	1455	PULL	reo-
3575	Tacana_IDS	38	SPREAD OUT	ičawana-
3576	Tacana_IDS	38	SPREAD OUT	pirara-
3577	Tacana_IDS	1913	PRESS	podo-
3578	Tacana_IDS	1913	PRESS	tiði-
3579	Tacana_IDS	1414	SQUEEZE	na-podo-ke
3580	Tacana_IDS	1414	SQUEEZE	na-wac̷o-ke
3581	Tacana_IDS	1453	WASH	popo-
3582	Tacana_IDS	1453	WASH	rokʷa-
3583	Tacana_IDS	46	HOLLOW OUT	we-rara-
3584	Tacana_IDS	1539	BASKET	ď̶iti
3585	Tacana_IDS	195	MAT	ď̶ipe
3586	Tacana_IDS	195	MAT	siho
3587	Tacana_IDS	360	FAN (ACTION)	we-
3588	Tacana_IDS	360	FAN (ACTION)	bia-we-
3589	Tacana_IDS	360	FAN (ACTION)	repe
3590	Tacana_IDS	765	MOVE	wahi-wahi
3591	Tacana_IDS	1444	TURN AROUND	-barere-a-
3592	Tacana_IDS	827	ROLL	e-čoči
3593	Tacana_IDS	827	ROLL	tokiriria-
3594	Tacana_IDS	501	LIFT	neti-a-
3595	Tacana_IDS	501	LIFT	-ac̷oa-
3596	Tacana_IDS	501	LIFT	-ani-c̷oa-
3597	Tacana_IDS	1280	FALL	dahaha-
3598	Tacana_IDS	1456	THROW	sana-
3599	Tacana_IDS	1909	SHAKE	pa-tara-
3600	Tacana_IDS	1909	SHAKE	ria-
3601	Tacana_IDS	1574	FLOAT	-beď̶a-
3602	Tacana_IDS	1439	SWIM	bec̷a-
3603	Tacana_IDS	1441	FLY (MOVE THROUGH AIR)	kʷabec̷a-
3604	Tacana_IDS	175	BLOW (OF WIND)	ho-
3605	Tacana_IDS	175	BLOW (OF WIND)	hoho-
3606	Tacana_IDS	3456	CRAWL OR CREEP	rero-
3607	Tacana_IDS	3456	CRAWL OR CREEP	rire-
3608	Tacana_IDS	1324	SLIP	biða-
3609	Tacana_IDS	1324	SLIP	ha-sewia-ti-
3610	Tacana_IDS	1829	JUMP	tena-
3611	Tacana_IDS	1879	DANCE	tiri-tiri-
3612	Tacana_IDS	1443	WALK	ase-
3613	Tacana_IDS	1519	RUN	hododo-
3614	Tacana_IDS	695	GO	poti-
3615	Tacana_IDS	695	GO	kʷa-
3616	Tacana_IDS	705	GO UP (ASCEND)	c̷oa-
3617	Tacana_IDS	2014	GO DOWN (DESCEND)	bote-
3618	Tacana_IDS	2014	GO DOWN (DESCEND)	bio-
3619	Tacana_IDS	1107	GO OUT	kʷinana-
3620	Tacana_IDS	1446	COME	poe-
3621	Tacana_IDS	581	COME BACK	siapa-
3622	Tacana_IDS	1752	LEAVE	kʷinana-
3623	Tacana_IDS	1752	LEAVE	habo-ď̶io-ti-
3624	Tacana_IDS	956	FLEE	toa-sio-
3625	Tacana_IDS	1085	FOLLOW	kʷade-
3626	Tacana_IDS	1387	ARRIVE	kʷina-
3627	Tacana_IDS	749	ENTER	nobi-
3628	Tacana_IDS	700	CARRY	-abo-
3629	Tacana_IDS	700	CARRY	doso-
3630	Tacana_IDS	692	BRING	dose-
3631	Tacana_IDS	1127	SEND	beito-
3632	Tacana_IDS	1452	PUSH	nono-
3634	Tacana_IDS	2252	PATH	ediď̶i
3635	Tacana_IDS	1970	CANOE	kʷaba
3636	Tacana_IDS	855	SEIZE	ina-
3637	Tacana_IDS	738	THING	ai
3638	Tacana_IDS	738	THING	ai-kʷana
3639	Tacana_IDS	1447	GIVE	tia-
3640	Tacana_IDS	1468	LOOK FOR	čako-
3641	Tacana_IDS	1869	BUY	baha-
3642	Tacana_IDS	1571	SELL	iro-
3643	Tacana_IDS	1686	BEHIND	e-ti-pe-so
3644	Tacana_IDS	1686	BEHIND	ti-he
3645	Tacana_IDS	1606	INSIDE	e-dome-he
3646	Tacana_IDS	762	OUTSIDE	e-c̷eke-so
3647	Tacana_IDS	762	OUTSIDE	ebehi bene
3648	Tacana_IDS	1485	BELOW OR UNDER	e-ma-so
3649	Tacana_IDS	1485	BELOW OR UNDER	etipa so
3650	Tacana_IDS	1591	UP	e-ba-ke-so
3653	Tacana_IDS	998	PUT	iča-
3654	Tacana_IDS	998	PUT	haičati-
3655	Tacana_IDS	998	PUT	saiba-
3656	Tacana_IDS	1416	SIT	-ani-
3657	Tacana_IDS	1416	SIT	ani-ote-
3658	Tacana_IDS	215	LIE DOWN	sa-ti-
3659	Tacana_IDS	215	LIE DOWN	sa-na
3660	Tacana_IDS	215	LIE DOWN	-sa
3661	Tacana_IDS	1442	STAND	neti-
3662	Tacana_IDS	1576	PILE UP	ðita-
3663	Tacana_IDS	1743	JOIN	dohi -ame-
3664	Tacana_IDS	1743	JOIN	done-
3665	Tacana_IDS	1743	JOIN	rika-
3666	Tacana_IDS	1359	SEPARATE	hemi-dera
3667	Tacana_IDS	1359	SEPARATE	mesiame-
3668	Tacana_IDS	1156	OPEN	ď̶ia-
3669	Tacana_IDS	1046	SHUT	teri-
3670	Tacana_IDS	761	COVER	bia-ď̶ama-
3671	Tacana_IDS	761	COVER	eď̶ama-hi
3672	Tacana_IDS	761	COVER	biadono-
3673	Tacana_IDS	602	HIDE (CONCEAL)	robo-a-
3676	Tacana_IDS	682	SIDE	bene
3677	Tacana_IDS	682	SIDE	eboawaso
3678	Tacana_IDS	3208	CENTER OR MIDDLE	paď̶i
3679	Tacana_IDS	3208	CENTER OR MIDDLE	e-dosete-so
3680	Tacana_IDS	1019	RIGHT	ď̶ani bai eni bene
3681	Tacana_IDS	244	LEFT	ď̶ani bai bene
3682	Tacana_IDS	1942	NEAR	nari
3683	Tacana_IDS	1942	NEAR	weðoe
3684	Tacana_IDS	1942	NEAR	e-naha-so
3685	Tacana_IDS	1406	FAR	oke-da
3686	Tacana_IDS	479	GROW	bao-na
3687	Tacana_IDS	479	GROW	moro-
3688	Tacana_IDS	1202	BIG	aida
3689	Tacana_IDS	1202	BIG	aða
3690	Tacana_IDS	1202	BIG	boc̷ama
3691	Tacana_IDS	1246	SMALL	konini
3692	Tacana_IDS	1246	SMALL	čidi
3693	Tacana_IDS	1246	SMALL	waičidi
3694	Tacana_IDS	1203	LONG	bao-da
3695	Tacana_IDS	1645	SHORT	o-bao-čidi
3696	Tacana_IDS	1243	WIDE	pa ai-da
3697	Tacana_IDS	1267	NARROW	o-paʔai-čidi
3698	Tacana_IDS	1244	THICK	maaida
3699	Tacana_IDS	1244	THICK	pamoda
3700	Tacana_IDS	1593	DEEP	doe-da
3701	Tacana_IDS	1633	FLAT	pača-ta
3702	Tacana_IDS	1404	STRAIGHT	boc̷epi
3703	Tacana_IDS	297	CROOKED	tori
3705	Tacana_IDS	1667	HOLE	rara
3706	Tacana_IDS	1493	ONE	piada
3707	Tacana_IDS	1498	TWO	beta
3708	Tacana_IDS	492	THREE	kimiša
3709	Tacana_IDS	1500	FOUR	poši
3710	Tacana_IDS	493	FIVE	pišika
3711	Tacana_IDS	98	ALL	pamapa
3712	Tacana_IDS	1198	MANY	kʷana
3713	Tacana_IDS	1198	MANY	doe-hi
3714	Tacana_IDS	1198	MANY	dohi eni
3715	Tacana_IDS	1242	FEW	wai čidi
3716	Tacana_IDS	1242	FEW	keokʷa-čidi
3717	Tacana_IDS	1429	FULL	e-sehe
3718	Tacana_IDS	1429	FULL	sehe-a-
3719	Tacana_IDS	1624	EMPTY	me-mawe
3720	Tacana_IDS	816	HALF	e-dosete
3721	Tacana_IDS	1580	ONLY	bawi
3722	Tacana_IDS	728	FIRST	ekene
3723	Tacana_IDS	1231	NEW	eičakʷa
3724	Tacana_IDS	1231	NEW	e-nana
3725	Tacana_IDS	1207	YOUNG	e'de
3726	Tacana_IDS	1207	YOUNG	ediawe
3727	Tacana_IDS	1229	OLD	eði
3728	Tacana_IDS	1376	NOW	hia-we
3729	Tacana_IDS	1631	FAST	tipei-da
3730	Tacana_IDS	1766	FINISH	ape-
3731	Tacana_IDS	1766	FINISH	pope-
3732	Tacana_IDS	1225	DAY (NOT NIGHT)	c̷ine
3733	Tacana_IDS	1233	NIGHT	ðiða
3734	Tacana_IDS	729	DAWN	wena-wa
3735	Tacana_IDS	729	DAWN	wewe-
3736	Tacana_IDS	1339	MORNING	apo-daya
3737	Tacana_IDS	1629	EVENING	apo-apo
3738	Tacana_IDS	1329	TOMORROW	moeta
3739	Tacana_IDS	1226	YEAR	mara
3740	Tacana_IDS	1342	SUMMER	haď̶iati badi
3741	Tacana_IDS	1587	SMELL (STINK)	waniba-
3742	Tacana_IDS	42	STINKING	kesi-da
3743	Tacana_IDS	42	STINKING	wani-da
3744	Tacana_IDS	717	SWEET	bita-da
3745	Tacana_IDS	887	BITTER	pac̷e-da
3746	Tacana_IDS	1906	SOUR	saho-da
3747	Tacana_IDS	1906	SOUR	teboda
3748	Tacana_IDS	1408	HEAR	iď̶aba-
3749	Tacana_IDS	1409	SEE	ba-
3750	Tacana_IDS	1819	LOOK	čama-
3751	Tacana_IDS	708	SHINE	toa-we-da
