ID	DOCULECT	CONCEPTICON ID	CONCEPTICON_GLOSS	VALUE
1654	Araona_IDS	1157	BECAUSE	bac̷o
1655	Araona_IDS	1157	BECAUSE	biyo
1656	Araona_IDS	1157	BECAUSE	poho
1657	Araona_IDS	1268	YES	dipawe
1658	Araona_IDS	1268	YES	hehe
1659	Araona_IDS	1269	NO	ma
1660	Araona_IDS	1269	NO	maesa
1661	Araona_IDS	1239	HOW	kʷipa
1662	Araona_IDS	1239	HOW	kʷipac̷io
1663	Araona_IDS	1239	HOW	hada
1664	Araona_IDS	1236	WHAT	ai
1665	Araona_IDS	1236	WHAT	kʷipa
1666	Araona_IDS	1238	WHEN	kʷipac̷io
1667	Araona_IDS	1238	WHEN	kec̷io
1668	Araona_IDS	1238	WHEN	c̷io
1669	Araona_IDS	1237	WHERE	ko
1670	Araona_IDS	1237	WHERE	koc̷o
1671	Araona_IDS	1235	WHO	aise
1672	Araona_IDS	1235	WHO	aiyaha
1673	Araona_IDS	1261	SING	hehe
1674	Araona_IDS	715	SHOUT	hehe
1675	Araona_IDS	715	SHOUT	c̷aiya
1676	Araona_IDS	1025	WHISTLE	wi
1677	Araona_IDS	1025	WHISTLE	woi
1678	Araona_IDS	1623	SPEAK	mimi
1679	Araona_IDS	1458	SAY	a
1680	Araona_IDS	1307	LANGUAGE	heheme
1681	Araona_IDS	1405	NAME	bani
1682	Araona_IDS	1309	ASK (INQUIRE)	bi-kʷae-baha
1683	Araona_IDS	1828	ASK (REQUEST)	kʷae
1684	Araona_IDS	1828	ASK (REQUEST)	kʷae-baha
1685	Araona_IDS	1084	CALL	iwa
1686	Araona_IDS	1084	CALL	hehe
1687	Araona_IDS	1672	WRITE	zewi
1688	Araona_IDS	777	FLUTE	moi
1689	Araona_IDS	908	DRUM	babatolo
1690	Araona_IDS	908	DRUM	bakʷetolo
1691	Araona_IDS	301	CHIEFTAIN	dohoi
1692	Araona_IDS	1325	FRIEND	a-aba
1693	Araona_IDS	1325	FRIEND	c̷ihabati
1694	Araona_IDS	1897	HELP	c̷awa
1695	Araona_IDS	1897	HELP	oliba
1696	Araona_IDS	1831	MEET	kʷenewana
1697	Araona_IDS	1831	MEET	c̷opawa
1698	Araona_IDS	994	BOW	pic̷oe
1699	Araona_IDS	977	ARROW	pia
1700	Araona_IDS	977	ARROW	piša
1701	Araona_IDS	1435	HUNT	kʷade
1702	Araona_IDS	1435	HUNT	pisa
1703	Araona_IDS	1435	HUNT	c̷a
1704	Araona_IDS	1172	SHOOT	pi
1705	Araona_IDS	1172	SHOOT	pisa
1706	Araona_IDS	1172	SHOOT	hia
1707	Araona_IDS	1075	TRAP (PITFALL)	toho
1708	Araona_IDS	1075	TRAP (PITFALL)	tašoi
1709	Araona_IDS	713	STEAL	c̷ihi
1710	Araona_IDS	1973	DEMON	isawa
1711	Cavinena_IDS	1228	EARTH (SOIL)	mehihi
1712	Cavinena_IDS	2	DUST	moro
1713	Cavinena_IDS	640	MUD	oyo-da
1714	Cavinena_IDS	671	SAND	mehihi
1715	Cavinena_IDS	652	PLAIN	yači
1716	Cavinena_IDS	948	WATER	e-na
1717	Cavinena_IDS	624	LAKE	bei
1718	Cavinena_IDS	2144	SPRING OR WELL	kani
1719	Cavinena_IDS	420	FOREST	e-ki-ke
1720	Cavinena_IDS	906	TREE	akʷi
1721	Cavinena_IDS	1732	SKY	bare-pa
1722	Cavinena_IDS	1343	SUN	iheti
1723	Cavinena_IDS	1313	MOON	badi
1724	Cavinena_IDS	1430	STAR	porari
1725	Cavinena_IDS	1654	LIGHTNING	tahita
1726	Cavinena_IDS	1150	THUNDER	tiri-ti-ya
1727	Cavinena_IDS	1733	RAINBOW	tahina
1728	Cavinena_IDS	630	LIGHT (RADIATION)	ode
1729	Cavinena_IDS	11	DARKNESS	apo-apo
1730	Cavinena_IDS	1388	SHADE	apo-taho
1731	Cavinena_IDS	1977	DEW	yabakʷi
1732	Cavinena_IDS	960	WIND	kʷehihi
1733	Cavinena_IDS	1489	CLOUD	wani
1734	Cavinena_IDS	249	FOG	apo-apo
1735	Cavinena_IDS	658	RAIN (PRECIPITATION)	nei
1736	Cavinena_IDS	221	FIRE	e-ti-ki
1737	Cavinena_IDS	778	SMOKE (EXHAUST)	wani
1738	Cavinena_IDS	646	ASH	moro
1739	Cavinena_IDS	141	BURN (SOMETHING)	tiro-ya
1740	Cavinena_IDS	1428	BURNING	hoho-ya
1741	Cavinena_IDS	737	LIGHT (IGNITE)	toča-ya
1742	Cavinena_IDS	127	EXTINGUISH	ti-kʷa-ya
1743	Cavinena_IDS	10	FIREWOOD	kʷa-ti
1744	Cavinena_IDS	1188	CHARCOAL	e-ti-ro-sewe
1745	Cavinena_IDS	683	PERSON	e-kʷita
1746	Cavinena_IDS	1554	MAN	deka
1747	Cavinena_IDS	962	WOMAN	e-pona
1748	Cavinena_IDS	1366	BOY	e-bakʷa-pihi
1749	Cavinena_IDS	76	YOUNG MAN	eweebarie-
1750	Cavinena_IDS	1646	GIRL	e-bako-na-pihi
1751	Cavinena_IDS	1304	CHILD (YOUNG HUMAN)	e-bakʷa-ke
1752	Cavinena_IDS	1289	BABY	ašaša-ke
1753	Cavinena_IDS	1200	HUSBAND	yawi-ke
1754	Cavinena_IDS	1200	HUSBAND	e-awe
1755	Cavinena_IDS	1199	WIFE	e-wane-ke
1756	Cavinena_IDS	203	MARRY	ka-kemi-ti-ya
1757	Cavinena_IDS	1217	FATHER	tata
1758	Cavinena_IDS	1216	MOTHER	e-kʷa-ke
1759	Cavinena_IDS	1759	OLDER BROTHER	e-o-si
1760	Cavinena_IDS	1759	OLDER BROTHER	e-ʔohi-ke
1761	Cavinena_IDS	1760	YOUNGER BROTHER	e-hao
1762	Cavinena_IDS	1760	YOUNGER BROTHER	e-ho-ke
1763	Cavinena_IDS	1758	OLDER SISTER	e-na-si
1764	Cavinena_IDS	1761	YOUNGER SISTER	e-hana-ke
1766	Cavinena_IDS	406	OLD MAN	e-siri
1769	Cavinena_IDS	907	OLD WOMAN	e-siri
1770	Cavinena_IDS	907	OLD WOMAN	awiča
1773	Cavinena_IDS	1149	ORPHAN	e-tata-maho-ke
1774	Cavinena_IDS	1644	RELATIVES	ata
1775	Cavinena_IDS	1209	I	i-ke
1776	Cavinena_IDS	1215	THOU	mi
1777	Cavinena_IDS	1215	THOU	mi-ke
1778	Cavinena_IDS	1212	WE	e-kʷana
1779	Cavinena_IDS	1213	YOU	mi-kʷana
1780	Cavinena_IDS	817	THEY	to-na
1781	Cavinena_IDS	619	ANIMAL	oo
1782	Cavinena_IDS	619	ANIMAL	kʷanobi
1783	Cavinena_IDS	1337	PIG	koči
1784	Cavinena_IDS	1318	CHICKEN	takore
1785	Cavinena_IDS	1360	DUCK	hohe
1786	Cavinena_IDS	539	NEST	eha
1787	Cavinena_IDS	937	BIRD	čai
1788	Cavinena_IDS	307	HAWK	wiwipa
1789	Cavinena_IDS	1185	VULTURE	hamani
1790	Cavinena_IDS	1793	BAT	bina
1791	Cavinena_IDS	882	PARROT	korakʷa
1792	Cavinena_IDS	735	OWL	popo
1793	Cavinena_IDS	2009	DOG	čapa
1794	Cavinena_IDS	1208	CAT	miši
1795	Cavinena_IDS	227	FISH	hae
1796	Cavinena_IDS	1936	DEER	dokʷe-ri
1797	Cavinena_IDS	1392	LOUSE	bia
1799	Cavinena_IDS	587	ANT	poki
1800	Cavinena_IDS	843	SPIDER	tiriri
1801	Cavinena_IDS	665	BEE	hino
1802	Cavinena_IDS	1517	WASP	bira
1803	Cavinena_IDS	1504	FLY (INSECT)	hewewero
1804	Cavinena_IDS	1509	MOSQUITO	dii
1805	Cavinena_IDS	1219	WORM	ec̷ena
1806	Cavinena_IDS	730	SNAKE	bakʷa
1807	Cavinena_IDS	1791	BUTTERFLY	hababa
1808	Cavinena_IDS	1543	SNAIL	hemo
1809	Cavinena_IDS	503	FROG	wawa
1810	Cavinena_IDS	632	LIZARD	yaʔa-matoha
1811	Cavinena_IDS	112	TURTLE	dati
1812	Cavinena_IDS	1480	BODY	e-kʷita
1813	Cavinena_IDS	763	SKIN	e-biti
1815	Cavinena_IDS	2648	HAIR (HEAD)	e-c̷aro
1816	Cavinena_IDS	678	BEARD	kʷesa
1817	Cavinena_IDS	189	HAIR (BODY)	momi-da-ke
1818	Cavinena_IDS	946	BLOOD	ami
1819	Cavinena_IDS	1394	BONE	e-c̷ao
1820	Cavinena_IDS	801	RIB	e-pere-kac̷e
1821	Cavinena_IDS	1393	HORN (ANATOMY)	e-dana
1822	Cavinena_IDS	1220	TAIL	iwa
1823	Cavinena_IDS	1291	BACK	e-bebakʷa
1824	Cavinena_IDS	1256	HEAD	i-yo-ka
1825	Cavinena_IDS	1583	BRAIN	e-c̷apona
1826	Cavinena_IDS	1560	FACE	e-boc̷e-kini
1827	Cavinena_IDS	123	FOREHEAD	e-keti
1828	Cavinena_IDS	798	JAW	yama-ka
1829	Cavinena_IDS	1730	CHEEK	e-tamo
1830	Cavinena_IDS	1510	CHIN	e-kʷedoko
1831	Cavinena_IDS	1248	EYE	ya-to-ka
1832	Cavinena_IDS	1173	EYEBROW	ya-to-ka bemari
1833	Cavinena_IDS	1540	EYELASH	ya-to-ka-c̷aro
1834	Cavinena_IDS	1247	EAR	iha-ka
1835	Cavinena_IDS	1221	NOSE	e-wi
1836	Cavinena_IDS	674	MOUTH	e-kʷac̷a
1837	Cavinena_IDS	478	LIP	e-kʷac̷a-biti
1838	Cavinena_IDS	1205	TONGUE	yana
1839	Cavinena_IDS	1380	TOOTH	e-c̷e
1840	Cavinena_IDS	1333	NECK	e-piti
1841	Cavinena_IDS	1346	THROAT	e-c̷ori-kani
1842	Cavinena_IDS	1482	SHOULDER	yara-ka-ka
1843	Cavinena_IDS	1673	ARM	e-bi
1844	Cavinena_IDS	1886	ARMPIT	iɲokʷiha
1845	Cavinena_IDS	981	ELBOW	išoromomo
1846	Cavinena_IDS	1277	HAND	e-me-toko
1847	Cavinena_IDS	1183	PALM OF HAND	e-me-toko-akʷa
1848	Cavinena_IDS	1303	FINGER	e-me-toko sapara
1849	Cavinena_IDS	1258	FINGERNAIL	e-me-šoro
1850	Cavinena_IDS	1297	LEG	e-c̷a-ka
1851	Cavinena_IDS	471	UPPER LEG (THIGH)	e-c̷oko
1852	Cavinena_IDS	1371	KNEE	e-dana-ka
1853	Cavinena_IDS	1301	FOOT	e-wači
1854	Cavinena_IDS	980	HEEL	e-tibo-koro
1855	Cavinena_IDS	318	FOOTPRINT	emekʷare
1856	Cavinena_IDS	1257	WING	yahapa-ra
1857	Cavinena_IDS	1201	FEATHER	e-kata
1858	Cavinena_IDS	1592	CHEST	yakʷa
1859	Cavinena_IDS	1402	BREAST	yakʷa
1860	Cavinena_IDS	1838	NAVEL	soʔo
1861	Cavinena_IDS	1223	HEART	e-niho
1862	Cavinena_IDS	688	LUNG	e-hasa
1863	Cavinena_IDS	1224	LIVER	e-takʷa
1864	Cavinena_IDS	489	KIDNEY	e-pekaka
1865	Cavinena_IDS	819	STOMACH	e-domi-ti
1866	Cavinena_IDS	834	BUTTOCKS	e-tada
1867	Cavinena_IDS	1222	PENIS	e-posi
1868	Cavinena_IDS	162	HICCOUGH	c̷odo-ya
1869	Cavinena_IDS	879	COUGH	oho-oho-ya
1870	Cavinena_IDS	1621	SNEEZE	hači-oho-ya
1871	Cavinena_IDS	1440	SPIT	e-kʷedi-ra-a-ya
1872	Cavinena_IDS	1278	VOMIT	ka-poša-ti-ya
1873	Cavinena_IDS	1403	BITE	karo-ya
1874	Cavinena_IDS	319	LICK	c̷eo-ya
1875	Cavinena_IDS	1585	SLEEP	tawi-ya
1876	Cavinena_IDS	1983	SNORE	tarara-ya
1877	Cavinena_IDS	1920	DREAM (SOMETHING)	tawi-ho-ya
1878	Cavinena_IDS	1602	WAKE UP	kabati-ya
1879	Cavinena_IDS	1159	FART	kʷihi-ya
1880	Cavinena_IDS	592	PISS	wira-ya
1881	Cavinena_IDS	676	SHIT (DEFECATE)	domi-ya
1882	Cavinena_IDS	549	COPULATE	sehi-ya
1883	Cavinena_IDS	52	SHIVER	tadada-ya
1884	Cavinena_IDS	138	BATHE	nawi-ya
1885	Cavinena_IDS	1090	BE BORN	kʷina-ya
1886	Cavinena_IDS	1417	KILL	iye-ya
1887	Cavinena_IDS	1719	BURY	papa-
1888	Cavinena_IDS	3188	MIGHTY OR POWERFUL OR STRONG	kasa-da
1889	Cavinena_IDS	1847	SICK	ohehe-da-ke
1890	Cavinena_IDS	1109	WOUND	e-take-ke
1891	Cavinena_IDS	1109	WOUND	čadi
1892	Cavinena_IDS	1808	PUS	e-bohoc̷o
1893	Cavinena_IDS	499	CURE	čača-ne-ya
1894	Cavinena_IDS	1372	MEDICINE	e-sama-ki
1895	Cavinena_IDS	168	REST	kana-hara-ya
1896	Cavinena_IDS	1564	LAZY	dʸai-ni
1897	Cavinena_IDS	1564	LAZY	dʸai-da-ke
1898	Cavinena_IDS	320	LAME	rodo-rodo
1899	Cavinena_IDS	996	DEAF	iha-ka-ma
1900	Cavinena_IDS	1666	MUTE	ana-ma
1901	Cavinena_IDS	1463	DRUNK	niho-ki
1902	Cavinena_IDS	590	NAKED	e-kataka-ti
1903	Cavinena_IDS	1336	EAT	ara-ya
1904	Cavinena_IDS	1336	EAT	ara-ara-ya
1905	Cavinena_IDS	256	FOOD	e-doka
1906	Cavinena_IDS	256	FOOD	e-ara-ki
1907	Cavinena_IDS	1959	RAW	hina-ma
1908	Cavinena_IDS	178	RIPE	ehawa-ne
1909	Cavinena_IDS	1728	ROTTEN	e-riri
1910	Cavinena_IDS	1401	DRINK	ihi-ya
1911	Cavinena_IDS	1864	HUNGER	ara-kara
1912	Cavinena_IDS	1421	SUCK	soso-ya
1913	Cavinena_IDS	321	CHEW	nako-ya
1914	Cavinena_IDS	321	CHEW	koro-
1915	Cavinena_IDS	897	SWALLOW	boihi-ya
1916	Cavinena_IDS	1100	COOK (SOMETHING)	hina-ya
1917	Cavinena_IDS	3653	COOKING POT	emari-kaka
1919	Cavinena_IDS	275	PEEL	pohi-ya
1920	Cavinena_IDS	1767	SCRAPE	here-
1921	Cavinena_IDS	2017	MIX	oha-ya
1922	Cavinena_IDS	1594	FLOUR	kʷawe moro
1923	Cavinena_IDS	1033	GRIND	eri-ya
1924	Cavinena_IDS	1033	GRIND	hemi-
1925	Cavinena_IDS	634	MEAT	e-rami
1926	Cavinena_IDS	1507	FRUIT	akʷiho
1927	Cavinena_IDS	323	FAT (ORGANIC SUBSTANCE)	hohi-da
1928	Cavinena_IDS	1274	SALT	bano
1929	Cavinena_IDS	919	CHILI PEPPER	biho
1930	Cavinena_IDS	942	HONEY	waha
1931	Cavinena_IDS	635	MILK	ac̷o-na
1932	Cavinena_IDS	731	BEVERAGE	ihi-išo-ke
1933	Cavinena_IDS	731	BEVERAGE	topari
1934	Cavinena_IDS	404	ALCOHOL (FERMENTED DRINK)	kasa-da kʷita
1935	Cavinena_IDS	744	EGG	e-ka
1936	Cavinena_IDS	1895	CLOTHES	e-hoto-ki
1937	Cavinena_IDS	1616	CLOTH	e-hoto-ki
1938	Cavinena_IDS	1850	COTTON	wapehe
1939	Cavinena_IDS	121	SPIN	tari-ya
1940	Cavinena_IDS	133	WEAVE	pika-ya
1941	Cavinena_IDS	133	WEAVE	tari-
1942	Cavinena_IDS	1457	SEW	toc̷o-ya
1943	Cavinena_IDS	1382	NEEDLE (FOR SEWING)	ec̷o-kʷiha
1944	Cavinena_IDS	1161	THREAD	edoki
1945	Cavinena_IDS	772	BELT	sintoro
1946	Cavinena_IDS	1374	RING	meta-ra
1947	Cavinena_IDS	1961	NECKLACE	irine
1948	Cavinena_IDS	1475	COMB	yapere
1950	Cavinena_IDS	1252	HOUSE	e-tare
1951	Cavinena_IDS	1567	DOOR	e-teri-ki
1952	Cavinena_IDS	806	BLANKET	maša
1953	Cavinena_IDS	1476	CHAIR	wari
1954	Cavinena_IDS	769	ROOF	c̷ohi
1956	Cavinena_IDS	212	FIELD	tee
1958	Cavinena_IDS	1418	DIG	poro-ya
1959	Cavinena_IDS	714	SEED	e-kaka
1960	Cavinena_IDS	506	MAIZE	ihike
1961	Cavinena_IDS	606	GRASS	noc̷a
1962	Cavinena_IDS	1486	PLANT (SOMETHING)	poča-ya
1963	Cavinena_IDS	670	ROOT	e-tiri
1964	Cavinena_IDS	628	LEAF	e-haki
1965	Cavinena_IDS	239	FLOWER	šaša
1966	Cavinena_IDS	906	TREE	akʷi
1967	Cavinena_IDS	974	TOBACCO	omaha
1968	Cavinena_IDS	1204	BARK	e-biti
1969	Cavinena_IDS	159	SWEET POTATO	kono-kahi
1970	Cavinena_IDS	925	CASSAVA	kʷawe
1972	Cavinena_IDS	864	PUMPKIN	kemi
1973	Cavinena_IDS	641	MUSHROOM	hiʔi
1974	Cavinena_IDS	2004	BEND	tari-ya
1975	Cavinena_IDS	1917	TIE	risi-ya
1976	Cavinena_IDS	1917	TIE	kaka-
1977	Cavinena_IDS	352	UNTIE	piso-ya
1978	Cavinena_IDS	1432	CUT	hikʷi-ya
1979	Cavinena_IDS	677	AXE	hača
1980	Cavinena_IDS	680	BREAK (DESTROY OR GET DESTROYED)	ra-ke-ya
1981	Cavinena_IDS	1437	SPLIT	bori-ya
1982	Cavinena_IDS	1735	TEAR (SHRED)	čaha-ya
1983	Cavinena_IDS	1449	RUB	popi-
1984	Cavinena_IDS	1449	RUB	tedi-
1985	Cavinena_IDS	214	STRETCH	honona-ya
1986	Cavinena_IDS	1455	PULL	tino-ya
1987	Cavinena_IDS	38	SPREAD OUT	piha-ya
1988	Cavinena_IDS	1913	PRESS	hepe-ya
1989	Cavinena_IDS	1414	SQUEEZE	tisi-ya
1990	Cavinena_IDS	1453	WASH	oc̷a-ya
1991	Cavinena_IDS	46	HOLLOW OUT	kani-ne-
1992	Cavinena_IDS	1539	BASKET	kota
1993	Cavinena_IDS	195	MAT	hopi
1994	Cavinena_IDS	360	FAN (ACTION)	pei-ya
1995	Cavinena_IDS	765	MOVE	bokoko-ya
1996	Cavinena_IDS	1444	TURN AROUND	tipirotana-ya
1997	Cavinena_IDS	827	ROLL	e-kaka-ke
1998	Cavinena_IDS	501	LIFT	wesa-
1999	Cavinena_IDS	1280	FALL	ribi-ya
2000	Cavinena_IDS	1456	THROW	mare-ya
2001	Cavinena_IDS	1909	SHAKE	itata-ya
2002	Cavinena_IDS	1574	FLOAT	heta-ya
2003	Cavinena_IDS	1439	SWIM	bec̷a-ya
2004	Cavinena_IDS	1441	FLY (MOVE THROUGH AIR)	heta-ya
2005	Cavinena_IDS	175	BLOW (OF WIND)	hoha-ya
2006	Cavinena_IDS	3456	CRAWL OR CREEP	reme-ya
2007	Cavinena_IDS	1324	SLIP	heri-da
2008	Cavinena_IDS	1829	JUMP	potitana-
2009	Cavinena_IDS	1879	DANCE	ihawe-ho-ya
2010	Cavinena_IDS	1443	WALK	ahe-ya
2011	Cavinena_IDS	1519	RUN	c̷ahaha-ya
2012	Cavinena_IDS	695	GO	kʷa-ya
2013	Cavinena_IDS	695	GO	diro-ya
2014	Cavinena_IDS	705	GO UP (ASCEND)	c̷ora-ya
2015	Cavinena_IDS	2014	GO DOWN (DESCEND)	botia-ya
2016	Cavinena_IDS	2014	GO DOWN (DESCEND)	bote-ya
2017	Cavinena_IDS	1107	GO OUT	kʷina-na-ya
2018	Cavinena_IDS	1446	COME	he-ya
2019	Cavinena_IDS	1446	COME	heti-ya
2020	Cavinena_IDS	581	COME BACK	yodihidʸa
2021	Cavinena_IDS	1752	LEAVE	kʷinana-ya
2022	Cavinena_IDS	956	FLEE	wana-
2023	Cavinena_IDS	1085	FOLLOW	topo-ya
2024	Cavinena_IDS	1387	ARRIVE	hona-ya
2025	Cavinena_IDS	749	ENTER	nobi-ya
2026	Cavinena_IDS	700	CARRY	mapa-ya
2027	Cavinena_IDS	692	BRING	be-ya
2028	Cavinena_IDS	692	BRING	keti-ya
2029	Cavinena_IDS	1127	SEND	kʷadiša-ya
2030	Cavinena_IDS	1452	PUSH	itoša-ya
2032	Cavinena_IDS	2252	PATH	e-kari
2033	Cavinena_IDS	1011	BRIDGE	waraša
2034	Cavinena_IDS	1970	CANOE	kʷaba
2035	Cavinena_IDS	855	SEIZE	ina-ya
2036	Cavinena_IDS	738	THING	ai-kʷana
2037	Cavinena_IDS	1447	GIVE	tʸa-ya
2038	Cavinena_IDS	1468	LOOK FOR	sare-ya
2039	Cavinena_IDS	1869	BUY	kemi-ya
2040	Cavinena_IDS	1571	SELL	katʸatia-ya
2041	Cavinena_IDS	1686	BEHIND	topo-ho
2042	Cavinena_IDS	1606	INSIDE	-ho
2043	Cavinena_IDS	1606	INSIDE	e-doko-ho
2044	Cavinena_IDS	762	OUTSIDE	ec̷ekʷe
2045	Cavinena_IDS	1485	BELOW OR UNDER	e-ma-ke
2046	Cavinena_IDS	1591	UP	e-baro-kʷe
2048	Cavinena_IDS	998	PUT	iya-ya
2049	Cavinena_IDS	1416	SIT	ani-bote-ya
2050	Cavinena_IDS	215	LIE DOWN	ha-ra-ya
2051	Cavinena_IDS	1442	STAND	neti-ya
2052	Cavinena_IDS	7	GATHER	sita-ya
2053	Cavinena_IDS	7	GATHER	dida-ya
2054	Cavinena_IDS	1576	PILE UP	rada-ya
2055	Cavinena_IDS	1743	JOIN	sita-ya
2056	Cavinena_IDS	1359	SEPARATE	haka-ya
2057	Cavinena_IDS	1156	OPEN	pakaša-ya
2058	Cavinena_IDS	1046	SHUT	teri-ya
2059	Cavinena_IDS	1046	SHUT	tači-
2060	Cavinena_IDS	761	COVER	rama-ya
2061	Cavinena_IDS	602	HIDE (CONCEAL)	ka-tewa-ho-ya
2063	Cavinena_IDS	682	SIDE	peke
2064	Cavinena_IDS	3208	CENTER OR MIDDLE	patʸa
2065	Cavinena_IDS	3208	CENTER OR MIDDLE	ekare
2066	Cavinena_IDS	1019	RIGHT	hida-e-ke
2067	Cavinena_IDS	244	LEFT	hani
2068	Cavinena_IDS	1942	NEAR	hapa-da-ma
2069	Cavinena_IDS	1406	FAR	hapa-da
2070	Cavinena_IDS	479	GROW	baro-na-ya
2071	Cavinena_IDS	1202	BIG	ari-da
2072	Cavinena_IDS	1202	BIG	ari-na
2073	Cavinena_IDS	1246	SMALL	ačača
2074	Cavinena_IDS	1203	LONG	hono-da
2075	Cavinena_IDS	1645	SHORT	hono-da-ma
2076	Cavinena_IDS	1243	WIDE	kini-da
2077	Cavinena_IDS	1267	NARROW	kini-da-ma
2078	Cavinena_IDS	1244	THICK	ari-da
2079	Cavinena_IDS	1593	DEEP	deda
2080	Cavinena_IDS	1633	FLAT	hepe-da-ke
2081	Cavinena_IDS	1404	STRAIGHT	toyo
2082	Cavinena_IDS	297	CROOKED	peno
2084	Cavinena_IDS	1667	HOLE	kani
2085	Cavinena_IDS	1493	ONE	pea-dʸa
2086	Cavinena_IDS	1498	TWO	beta
2087	Cavinena_IDS	492	THREE	kimiša
2088	Cavinena_IDS	1500	FOUR	poši
2089	Cavinena_IDS	493	FIVE	pišika
2090	Cavinena_IDS	98	ALL	dotʸa
2091	Cavinena_IDS	98	ALL	yota
2092	Cavinena_IDS	1198	MANY	oma-da
2093	Cavinena_IDS	1198	MANY	hetiama
2094	Cavinena_IDS	1242	FEW	-pihi
2095	Cavinena_IDS	1429	FULL	e-he-ke
2096	Cavinena_IDS	1624	EMPTY	isama-ke
2097	Cavinena_IDS	816	HALF	patʸa-ha-ke
2098	Cavinena_IDS	1580	ONLY	tota
2099	Cavinena_IDS	728	FIRST	ikʷene
2100	Cavinena_IDS	1231	NEW	i-yakʷa-ke
2101	Cavinena_IDS	1207	YOUNG	ewe ebari
2102	Cavinena_IDS	1229	OLD	e-siri-ke
2103	Cavinena_IDS	1229	OLD	bero
2104	Cavinena_IDS	1376	NOW	iyakʷa
2105	Cavinena_IDS	1631	FAST	ebaharara
2106	Cavinena_IDS	1766	FINISH	tere-ya
2107	Cavinena_IDS	1225	DAY (NOT NIGHT)	wekaka
2108	Cavinena_IDS	1233	NIGHT	meta
2109	Cavinena_IDS	729	DAWN	wekaka-ya
2110	Cavinena_IDS	1339	MORNING	apo-daho-dʸa
2111	Cavinena_IDS	1329	TOMORROW	meta-hodʸa
2112	Cavinena_IDS	1174	YESTERDAY	ria-barepa
2113	Cavinena_IDS	1226	YEAR	mara
2114	Cavinena_IDS	1342	SUMMER	mara patʸa
2115	Cavinena_IDS	1587	SMELL (STINK)	hiro-ya
2116	Cavinena_IDS	42	STINKING	iwi-da
2117	Cavinena_IDS	717	SWEET	waha-da
2118	Cavinena_IDS	887	BITTER	pac̷e-da
2119	Cavinena_IDS	1906	SOUR	basi-da
2120	Cavinena_IDS	1906	SOUR	hako-da
2121	Cavinena_IDS	1408	HEAR	baka-ya
2122	Cavinena_IDS	1409	SEE	ba-ya
2123	Cavinena_IDS	1819	LOOK	peta-ya
2124	Cavinena_IDS	708	SHINE	weka-da
2125	Cavinena_IDS	708	SHINE	tiki-da
2126	Cavinena_IDS	679	BRIGHT	weka-da
2127	Cavinena_IDS	706	DARK	sewe-sewe
2128	Cavinena_IDS	1335	WHITE	paha-da
2129	Cavinena_IDS	163	BLACK	sewe-da
2130	Cavinena_IDS	156	RED	pode-da
2131	Cavinena_IDS	837	BLUE	sawa-da
2132	Cavinena_IDS	1425	GREEN	sawa-da
2133	Cavinena_IDS	1424	YELLOW	hawa-da
2134	Cavinena_IDS	1892	TOUCH	dodo-ya
2135	Cavinena_IDS	378	PINCH	modi-
2136	Cavinena_IDS	1884	HARD	pahi-da-ke
2137	Cavinena_IDS	1856	SOFT	šabi-da
2138	Cavinena_IDS	1923	ROUGH	c̷eke-da
2139	Cavinena_IDS	1234	SMOOTH	momi-ya
2140	Cavinena_IDS	1396	SHARP	kʷero-da
2141	Cavinena_IDS	1210	HEAVY	bikʷe-da
2142	Cavinena_IDS	1052	LIGHT (WEIGHT)	ebaharara
2143	Cavinena_IDS	1726	WET	naka-da
2144	Cavinena_IDS	1398	DRY	e-ora
2145	Cavinena_IDS	1286	HOT	oke-da
2147	Cavinena_IDS	1287	COLD	ba-da-ke
2148	Cavinena_IDS	1287	COLD	bane-
2149	Cavinena_IDS	704	CLEAN	tilʸa-ya
2150	Cavinena_IDS	1230	DIRTY	asika-da-ke
2151	Cavinena_IDS	380	WRINKLED	hibi-hibi
2152	Cavinena_IDS	811	SOUL	yatanana
2153	Cavinena_IDS	1355	LAUGH	c̷a-ya
2154	Cavinena_IDS	1413	PLAY	ihawe-ho-ya
2155	Cavinena_IDS	923	LOVE	hida-ba-ya
2156	Cavinena_IDS	928	EMBRACE	kamakakati-ya
2157	Cavinena_IDS	1783	PAIN	ohe-da
2158	Cavinena_IDS	1839	CRY	pa-ya
2159	Cavinena_IDS	1651	TEAR (OF EYE)	pa-ana-kaka
2160	Cavinena_IDS	781	FEAR (FRIGHT)	bahi-da
2161	Cavinena_IDS	1784	WANT	bihi-da
2162	Cavinena_IDS	1750	CHOOSE	mepe-ya
2163	Cavinena_IDS	1657	TRUE	yoneri
2164	Cavinena_IDS	601	LIE (MISLEAD)	yana-kana
2165	Cavinena_IDS	1035	GOOD	hida
2166	Cavinena_IDS	1035	GOOD	hida-kʷita
2167	Cavinena_IDS	1292	BAD	hida-ma
2168	Cavinena_IDS	1415	THINK (REFLECT)	inime-topo-ya
2169	Cavinena_IDS	1410	KNOW (SOMETHING)	bawe-dʸa
2170	Cavinena_IDS	707	REMEMBER	adeba-ya
2171	Cavinena_IDS	1523	FORGET	nime-apo-ta-ya
2172	Cavinena_IDS	1157	BECAUSE	eheboča-hoac̷o
2173	Cavinena_IDS	1268	YES	heheʔe
2174	Cavinena_IDS	1269	NO	-ma
