ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Borrowing,Partial_Cognacy,Alignment,Morphemes,GroupedSounds
Kakataibo-stomach-1,,Kakataibo,stomach,puku,puku,p ɯ k ɯ,None,Zariquiey2018,307,,,,None,10982,p ɯ k ɯ,stomach,"['p', 'ɯ', 'k', 'ɯ']"
Kakataibo-straight-1,,Kakataibo,straight,punkuñumarua,punkuñumarua,p ɯ n k ɯ ɲ ɯ m a ɾ ɯ a,None,Zariquiey2018,334,,,,None,11028,p ɯ n k ɯ ɲ ɯ m a ɾ ɯ a,?,"['p', 'ɯ', 'n', 'k', 'ɯ', 'ɲ', 'ɯ', 'm', 'a', 'ɾ', 'ɯ', 'a']"
Kakataibo-straight-2,,Kakataibo,straight,kuña,kuña,k ɯ ɲ a,None,Zariquiey2018,3073,,,,None,3404,k ɯ ɲ a,stretch,"['k', 'ɯ', 'ɲ', 'a']"
Kakataibo-stretch-1,,Kakataibo,stretch,chaskë'oti,chaskë'oti,tʃ a s k ɨ ʔ ɤ + t i,None,Zariquiey2018,349,,,,None,11059 1167,tʃ a s k ɨ ʔ ɤ + t i,_:verbal,"['tʃ', 'a', 's', 'k', 'ɨ', 'ʔ', 'ɤ', '+', 't', 'i']"
Kakataibo-stretch-2,,Kakataibo,stretch,pëokati,pëokati,p ɨ ɤ + k a t i,None,Zariquiey2018,352,,,,None,11066 1079,p ɨ ɤ + k a t i,verbal_stem,"['p', 'ɨ', 'ɤ', '+', 'k', 'a', 't', 'i']"
Kakataibo-suck-1,,Kakataibo,suck,'uñukati,'uñukati,ʔ ɯ ɲ ɯ + k a t i,None,Zariquiey2018,361,,,,None,11091 1079,ʔ ɯ ɲ ɯ + k a t i,verbal_stem,"['ʔ', 'ɯ', 'ɲ', 'ɯ', '+', 'k', 'a', 't', 'i']"
Kakataibo-suck-2,,Kakataibo,suck,tsukukati,tsukukati,ts ɯ k ɯ + k a t i,None,Zariquiey2018,2752,,,,None,3086 1079,ts ɯ k ɯ + k a t i,suck verbal_stem,"['ts', 'ɯ', 'k', 'ɯ', '+', 'k', 'a', 't', 'i']"
Kakataibo-sun-1,,Kakataibo,sun,bari,bari,β a ɾ i,None,Zariquiey2018,4280,,,,None,51,β a ɾ i - -,sun/moon,"['β', 'a', 'ɾ', 'i']"
Kakataibo-sweet-1,,Kakataibo,sweet,bata,bata,β a t a,None,Zariquiey2018,4218,,,,None,494,β a t a,?,"['β', 'a', 't', 'a']"
Kakataibo-sweetpotatoyam-1,,Kakataibo,sweetpotatoyam,kari,kari,k a ɾ i,None,Zariquiey2018,406,,,,None,11225,k a ɾ i ( - - ),yam,"['k', 'a', 'ɾ', 'i']"
Kakataibo-swim-1,,Kakataibo,swim,mëñuti,mëñuti,m ɨ ɲ ɯ + t i,None,Zariquiey2018,1567,,,,None,1819 1167,m ɨ ɲ ɯ + t i,_:verbal,"['m', 'ɨ', 'ɲ', 'ɯ', '+', 't', 'i']"
Kakataibo-tail-1,,Kakataibo,tail,ina,ina,i n + a,None,Zariquiey2018,5511,,,,None,8361 2779,- i n ( - ) + a,penis/tail :penis/tail,"['i', 'n', '+', 'a']"
Kakataibo-tearofeye-1,,Kakataibo,tearofeye,bëun,bëun,β ɨ + ɯ n,None,Zariquiey2018,4875,,,,None,681 3921,β ɨ + - ɯ n ( - ),eye/round ?,"['β', 'ɨ', '+', 'ɯ', 'n']"
Kakataibo-tearshred-1,,Kakataibo,tearshred,chanti,chanti,tʃ a n + t i,None,Zariquiey2018,1596,,,,None,1844 1167,tʃ a n + t i,_:verbal,"['tʃ', 'a', 'n', '+', 't', 'i']"
Kakataibo-tearshred-2,,Kakataibo,tearshred,pëóshti,pëóshti,p ɨ ɤ ʃ + t i,None,Zariquiey2018,1578,,,,None,1833 1167,p ɨ ɤ ʃ + t i,_:verbal,"['p', 'ɨ', 'ɤ', 'ʃ', '+', 't', 'i']"
Kakataibo-tell-1,,Kakataibo,tell,ñui,ñui,ɲ ɯ i,None,Zariquiey2018,455,,,,None,11378,ɲ ɯ i,?,"['ɲ', 'ɯ', 'i']"
Kakataibo-testicles-1,,Kakataibo,testicles,ubu,ubu,ɯ β ɯ,None,Zariquiey2018,459,,,,None,11389,- ɯ β ɯ,?,"['ɯ', 'β', 'ɯ']"
Kakataibo-they-1,,Kakataibo,they,atu,atu,a t ɯ,None,Zariquiey2018,471,,,,None,11430,- a t ɯ,3sg_pl,"['a', 't', 'ɯ']"
Kakataibo-thick-1,,Kakataibo,thick,këxtú,këxtú,k ɨ ʂ t ɯ,None,Zariquiey2018,480,,,,None,11471,k ɨ ʂ t ɯ,?,"['k', 'ɨ', 'ʂ', 't', 'ɯ']"
Kakataibo-thick-2,,Kakataibo,thick,tubën,tubën,t ɯ β ɨ n,None,Zariquiey2018,2273,,,,None,2564,t ɯ β ɨ n,?,"['t', 'ɯ', 'β', 'ɨ', 'n']"
Kakataibo-thing-1,,Kakataibo,thing,ñu,ñu,ɲ ɯ,None,Zariquiey2018,493,,,,None,11501,ɲ ɯ,?,"['ɲ', 'ɯ']"
Kakataibo-thinkreflect-1,,Kakataibo,thinkreflect,sinanti,sinanti,s i n a n + t i,None,Zariquiey2018,3171,,,,None,351 1167,s i n a n + t i,think/remember _:verbal,"['s', 'i', 'n', 'a', 'n', '+', 't', 'i']"
Kakataibo-thou-1,,Kakataibo,thou,mi,mi,m i,None,Zariquiey2018,512,,,,None,11571,m i,2sg,"['m', 'i']"
Kakataibo-thread-1,,Kakataibo,thread,ñuman,ñuman,ɲ ɯ m a n,None,Zariquiey2018,527,,,,None,11608,ɲ ɯ m a n,?,"['ɲ', 'ɯ', 'm', 'a', 'n']"
Kakataibo-thread-2,,Kakataibo,thread,risi,risi,ɾ i s i,None,Zariquiey2018,531,,,,None,11610,ɾ i s i - ( - ),?,"['ɾ', 'i', 's', 'i']"
Kakataibo-throat-1,,Kakataibo,throat,tëru,tëru,t ɨ + ɾ ɯ,None,Zariquiey2018,4905,,,,None,683 696,t ɨ + ɾ ɯ,neck throat,"['t', 'ɨ', '+', 'ɾ', 'ɯ']"
Kakataibo-throw-1,,Kakataibo,throw,rakanti,rakanti,ɾ a k a n + t i,None,Zariquiey2018,559,,,,None,11696 1167,ɾ a k a n + t i,_:verbal,"['ɾ', 'a', 'k', 'a', 'n', '+', 't', 'i']"
Kakataibo-thunder-1,,Kakataibo,thunder,kaná,kaná,k a n a,None,Zariquiey2018,4821,,,,None,6693,k a n a,lightning,"['k', 'a', 'n', 'a']"
Kakataibo-tie-1,,Kakataibo,tie,kataniti,kataniti,k a + t a n i + t i,None,Zariquiey2018,665,,,,None,1206 11745 1167,k a + t a n i + t i,say verbal_stem _:verbal,"['k', 'a', '+', 't', 'a', 'n', 'i', '+', 't', 'i']"
Kakataibo-tie-2,,Kakataibo,tie,nëati,nëati,n ɨ a + t i,None,Zariquiey2018,3786,,,,None,4071 1167,n ɨ - a + t i,tie _:verbal,"['n', 'ɨ', 'a', '+', 't', 'i']"
Kakataibo-tobacco-1,,Kakataibo,tobacco,rumë,rumë,ɾ ɯ m ɨ,None,Zariquiey2018,581,,,,None,11768,ɾ ɯ m ɨ,?,"['ɾ', 'ɯ', 'm', 'ɨ']"
Kakataibo-tomorrow-1,,Kakataibo,tomorrow,imëishi,imëishi,i m ɨ i ʃ i,None,Zariquiey2018,592,,,,None,11791,i m ɨ i ʃ i,other_day,"['i', 'm', 'ɨ', 'i', 'ʃ', 'i']"
Kakataibo-tongue-1,,Kakataibo,tongue,ana,ana,a n a,None,Zariquiey2018,4738,,,,None,645,( - ) - a n a,mouth,"['a', 'n', 'a']"
Kakataibo-tooth-1,,Kakataibo,tooth,xëta,xëta,ʂ ɨ + t a,None,Zariquiey2018,4759,,,,None,651 2563,ʂ ɨ + t a,tooth,"['ʂ', 'ɨ', '+', 't', 'a']"
Kakataibo-touch-1,,Kakataibo,touch,mëti,mëti,m ɨ + t i,None,Zariquiey2018,5895,,,,None,948 1167,m ɨ + t i,hand_prefix _:verbal,"['m', 'ɨ', '+', 't', 'i']"
Kakataibo-touch-2,,Kakataibo,touch,tikati,tikati,t i k a + t i,None,Zariquiey2018,3381,,,,None,3674 1167,t i k a + t i,_:verbal,"['t', 'i', 'k', 'a', '+', 't', 'i']"
Kakataibo-trappitfall-1,,Kakataibo,trappitfall,anu ñuina ipakëmiti,anu ñuina ipakëmiti,a n ɯ + ɲ ɯ i n a + i p a k ɨ m i + t i,None,Zariquiey2018,1512,,,,None,1762 59 11947 547,a n ɯ + ɲ ɯ - i n a - + i p a k ɨ m i + t i,sit animal ? _:n_rel/instr,"['a', 'n', 'ɯ', '+', 'ɲ', 'ɯ', 'i', 'n', 'a', '+', 'i', 'p', 'a', 'k', 'ɨ', 'm', 'i', '+', 't', 'i']"
Kakataibo-trappitfall-2,,Kakataibo,trappitfall,kënë,kënë,k ɨ n ɨ,None,Zariquiey2018,631,,,,None,11940,k ɨ n ɨ,?,"['k', 'ɨ', 'n', 'ɨ']"
Kakataibo-tree-1,,Kakataibo,tree,i,i,i,None,Zariquiey2018,97,,,,None,1039,- i,wing,['i']
Kakataibo-turnaround-1,,Kakataibo,turnaround,napëranti,napëranti,n a p ɨ ɾ a n + t i,None,Zariquiey2018,661,,,,None,12048 1167,n a p ɨ ɾ a n + t i,_:verbal,"['n', 'a', 'p', 'ɨ', 'ɾ', 'a', 'n', '+', 't', 'i']"
Kakataibo-turnaround-2,,Kakataibo,turnaround,pënkëti,pënkëti,p ɨ n + k ɨ + t i,None,Zariquiey2018,1664,,,,None,1913 12054 1167,p ɨ n + k ɨ - + t i,verbal_stem _:verbal,"['p', 'ɨ', 'n', '+', 'k', 'ɨ', '+', 't', 'i']"
Kakataibo-turtle-1,,Kakataibo,turtle,xaë,xaë,ʂ a ɨ,None,Zariquiey2018,667,,,,None,12069,ʂ a - ɨ,?,"['ʂ', 'a', 'ɨ']"
Kakataibo-two-1,,Kakataibo,two,rabë́,rabë́,ɾ a β ɨ,None,Zariquiey2018,1186,,,,None,142,( ɾ a ) β ɨ - -,two,"['ɾ', 'a', 'β', 'ɨ']"
Kakataibo-unripe-1,,Kakataibo,unripe,xu,xu,ʂ ɯ,None,Zariquiey2018,692,,,,None,12123,ʂ ɯ ( - - - - ),?,"['ʂ', 'ɯ']"
Kakataibo-untie-1,,Kakataibo,untie,churuti,churuti,tʃ ɯ ɾ ɯ + t i,None,Zariquiey2018,703,,,,None,12144 1167,tʃ ɯ ɾ ɯ + t i,_:verbal,"['tʃ', 'ɯ', 'ɾ', 'ɯ', '+', 't', 'i']"
Kakataibo-up-1,,Kakataibo,up,kamána,kamána,k a + m a n a,None,Zariquiey2018,2034,,,,None,2315 12170,k a + m a n a -,?,"['k', 'a', '+', 'm', 'a', 'n', 'a']"
Kakataibo-up-2,,Kakataibo,up,manan,manan,m a n a n,None,Zariquiey2018,709,,,,None,12170,m a n a n,?,"['m', 'a', 'n', 'a', 'n']"
Kakataibo-vomit-1,,Kakataibo,vomit,kinanti,kinanti,k i n a n + t i,None,Zariquiey2018,725,,,,None,12244 1167,k i n a n - + t i,_:verbal,"['k', 'i', 'n', 'a', 'n', '+', 't', 'i']"
Kakataibo-wakeup-1,,Kakataibo,wakeup,bësuti,bësuti,β ɨ s ɯ + t i,None,Zariquiey2018,755,,,,None,12319 1167,β ɨ s ɯ - + t i,wake _:verbal,"['β', 'ɨ', 's', 'ɯ', '+', 't', 'i']"
Kakataibo-walk-1,,Kakataibo,walk,niti,niti,n i + t i,None,Zariquiey2018,777,,,,None,12364 1167,n i + t i,walk _:verbal,"['n', 'i', '+', 't', 'i']"
Kakataibo-want-1,,Kakataibo,want,kwëën,kwëën,kʷ ɨ ɨ n,None,Zariquiey2018,788,,,,None,12394,kʷ ɨ ɨ n,want,"['kʷ', 'ɨ', 'ɨ', 'n']"
Kakataibo-wash-1,,Kakataibo,wash,chukati,chukati,tʃ ɯ k a + t i,None,Zariquiey2018,801,,,,None,12429 1167,tʃ ɯ k a ( - ) + t i,_:verbal,"['tʃ', 'ɯ', 'k', 'a', '+', 't', 'i']"
Kakataibo-wasp-1,,Kakataibo,wasp,bakan binañu,bakan binañu,β a k a n + β i n a + ɲ ɯ,None,Zariquiey2018,809,,,,None,12471 617 382,β a k a n + β i n a + ɲ ɯ,wasp ?,"['β', 'a', 'k', 'a', 'n', '+', 'β', 'i', 'n', 'a', '+', 'ɲ', 'ɯ']"
Kakataibo-water-1,,Kakataibo,water,'unpax,'unpax,ʔ ɯ n p a ʂ,None,Zariquiey2018,817,,,,None,12492,ʔ ɯ n p a ʂ,?,"['ʔ', 'ɯ', 'n', 'p', 'a', 'ʂ']"
Kakataibo-we-1,,Kakataibo,we,nukama,nukama,n ɯ + k a m a,None,Zariquiey2018,831,,,,None,12527 1679,n ɯ - + k a m a,1sg_pl pl,"['n', 'ɯ', '+', 'k', 'a', 'm', 'a']"
Kakataibo-we-2,,Kakataibo,we,'ëkama,'ëkama,ʔ ɨ + k a m a,None,Zariquiey2018,3835,,,,None,413 1679,ʔ ɨ - + k a m a,1sg pl,"['ʔ', 'ɨ', '+', 'k', 'a', 'm', 'a']"
Kakataibo-weave-1,,Kakataibo,weave,këkuti,këkuti,k ɨ k ɯ + t i,None,Zariquiey2018,843,,,,None,12556 1167,k ɨ k ɯ + t i,_:verbal,"['k', 'ɨ', 'k', 'ɯ', '+', 't', 'i']"
Kakataibo-wet-1,,Kakataibo,wet,chabá,chabá,tʃ a β a,None,Zariquiey2018,856,,,,None,12582,tʃ a β a,?,"['tʃ', 'a', 'β', 'a']"
Kakataibo-what-1,,Kakataibo,what,a ñu,a ñu,a + ɲ ɯ,None,Zariquiey2018,319,,,,None,110 12616,a + ɲ ɯ,adv_base ?,"['a', '+', 'ɲ', 'ɯ']"
Kakataibo-when-1,,Kakataibo,when,uinsaran,uinsaran,w i n s a + ɾ a n,None,Zariquiey2018,875,,,,None,12645 4133,w i n ( - ) s a + ɾ a n,?,"['w', 'i', 'n', 's', 'a', '+', 'ɾ', 'a', 'n']"
Kakataibo-where-1,,Kakataibo,where,uinu,uinu,w i n ɯ,None,Zariquiey2018,3844,,,,None,4141,w i n ɯ,?,"['w', 'i', 'n', 'ɯ']"
Kakataibo-whistle-1,,Kakataibo,whistle,xëikiti,xëikiti,ʂ ɨ i + k i t i,None,Zariquiey2018,891,,,,None,12692 576,ʂ ɨ i ( - ) + k i t i,_:verbal,"['ʂ', 'ɨ', 'i', '+', 'k', 'i', 't', 'i']"
Kakataibo-white-1,,Kakataibo,white,bëruchu,bëruchu,β ɨ ɾ ɯ tʃ ɯ,None,Zariquiey2018,911,,,,None,12727,β ɨ ɾ ɯ tʃ ɯ,?,"['β', 'ɨ', 'ɾ', 'ɯ', 'tʃ', 'ɯ']"
Kakataibo-white-2,,Kakataibo,white,uxu,uxu,ɯ ʂ ɯ,None,Zariquiey2018,906,,,,None,12722,( - - - ) - ɯ ʂ ɯ,?,"['ɯ', 'ʂ', 'ɯ']"
Kakataibo-who-1,,Kakataibo,who,ui,ui,w i,None,Zariquiey2018,920,,,,None,12749,w i,?,"['w', 'i']"
Kakataibo-wide-1,,Kakataibo,wide,anxaba,anxaba,a n ʂ a β a,None,Zariquiey2018,3332,,,,None,3619,( a ) n ʂ a β a,?,"['a', 'n', 'ʂ', 'a', 'β', 'a']"
Kakataibo-wife-1,,Kakataibo,wife,rai,rai,ɾ a i,None,Zariquiey2018,941,,,,None,12805,ɾ a i,?,"['ɾ', 'a', 'i']"
Kakataibo-wife-2,,Kakataibo,wife,xabionkë,xabionkë,ʂ a β i ɤ n k ɨ,None,Zariquiey2018,940,,,,None,12804,ʂ a β i ɤ n k ɨ,?,"['ʂ', 'a', 'β', 'i', 'ɤ', 'n', 'k', 'ɨ']"
Kakataibo-wind-1,,Kakataibo,wind,suñu,suñu,s ɯ ɲ ɯ,None,Zariquiey2018,187,,,,None,1066,s ɯ ( - ) ɲ ( - - ɯ - ),wind,"['s', 'ɯ', 'ɲ', 'ɯ']"
Kakataibo-wing-1,,Kakataibo,wing,pëchi,pëchi,p ɨ + tʃ i,None,Zariquiey2018,3228,,,,None,355 1052,p ɨ + tʃ i,:back_prefix feather,"['p', 'ɨ', '+', 'tʃ', 'i']"
Kakataibo-woman-1,,Kakataibo,woman,xanu,xanu,ʂ a n ɯ,None,Zariquiey2018,2912,,,,None,323,ʂ a n ɯ,?,"['ʂ', 'a', 'n', 'ɯ']"
Kakataibo-worm-1,,Kakataibo,worm,xëna,xëna,ʂ ɨ n a,None,Zariquiey2018,971,,,,None,12939,ʂ ɨ n a,?,"['ʂ', 'ɨ', 'n', 'a']"
Kakataibo-wound-1,,Kakataibo,wound,chanku,chanku,tʃ a n k ɯ,None,Zariquiey2018,1096,,,,None,1331,tʃ a n k ɯ,?,"['tʃ', 'a', 'n', 'k', 'ɯ']"
Kakataibo-wound-2,,Kakataibo,wound,ñukë,ñukë,ɲ ɯ k ɨ,None,Zariquiey2018,1087,,,,None,1329,ɲ ɯ k ɨ,?,"['ɲ', 'ɯ', 'k', 'ɨ']"
Kakataibo-write-1,,Kakataibo,write,kwënëoti,kwënëoti,kʷ ɨ n ɨ ɤ + t i,None,Zariquiey2018,1015,,,,None,13022 1167,kʷ ɨ n ɨ ɤ + t i,_:verbal,"['kʷ', 'ɨ', 'n', 'ɨ', 'ɤ', '+', 't', 'i']"
Kakataibo-year-1,,Kakataibo,year,baritia,baritia,β a ɾ i + t i a,None,Zariquiey2018,4283,,,,None,51 13048,β a ɾ i - - + t i ( - ) a,sun/moon year?,"['β', 'a', 'ɾ', 'i', '+', 't', 'i', 'a']"
Kakataibo-yellow-1,,Kakataibo,yellow,kurunsa,kurunsa,k ɯ ɾ ɯ n s a,None,Zariquiey2018,1036,,,,None,13080,k ɯ ɾ ɯ n s a,?,"['k', 'ɯ', 'ɾ', 'ɯ', 'n', 's', 'a']"
Kakataibo-yesterday-1,,Kakataibo,yesterday,imëishi,imëishi,i m ɨ i ʃ i,None,Zariquiey2018,592,,,,None,11791,i m ɨ i ʃ i,other_day,"['i', 'm', 'ɨ', 'i', 'ʃ', 'i']"
Kakataibo-you-1,,Kakataibo,you,mikama,mikama,m i + k a m a,None,Zariquiey2018,514,,,,None,11571 1679,m i + k a m a,2sg pl,"['m', 'i', '+', 'k', 'a', 'm', 'a']"
Kakataibo-young-1,,Kakataibo,young,'anáka,'anáka,ʔ a n a k a,None,Zariquiey2018,3537,,,,None,383,ʔ a n a k a,young,"['ʔ', 'a', 'n', 'a', 'k', 'a']"
Kakataibo-youngwoman-1,,Kakataibo,youngwoman,xuntaku,xuntaku,ʂ ɯ n t a k ɯ,None,Zariquiey2018,1148,,,,None,138,ʂ ɯ n t a k ɯ,?,"['ʂ', 'ɯ', 'n', 't', 'a', 'k', 'ɯ']"
Kakataibo-youngerbrother-1,,Kakataibo,youngerbrother,unchi,unchi,ɯ n tʃ i,None,Zariquiey2018,3408,,,,None,370,ɯ n tʃ i,?,"['ɯ', 'n', 'tʃ', 'i']"
Kakataibo-youngersister-1,,Kakataibo,youngersister,chirabakë 'anáka,chirabakë 'anáka,tʃ i ɾ a + β a k ɨ + ʔ a n a k a,None,Zariquiey2018,1100,,,,None,13314 360 383,tʃ i ɾ a + β a k ɨ + ʔ a n a k a,child young,"['tʃ', 'i', 'ɾ', 'a', '+', 'β', 'a', 'k', 'ɨ', '+', 'ʔ', 'a', 'n', 'a', 'k', 'a']"
Isconahua-alcoholfermenteddrink-1,,Isconahua,alcoholfermenteddrink,oma,oma,o m a,None,Zariquiey2016,1336,,,,None,1569,o m a,?,"['o', 'm', 'a']"
Isconahua-all-1,,Isconahua,all,aranabi,aranabi,a ɾ a n a + β i,None,Zariquiey2016,3296,,,,None,36 2718,a ɾ a n a + β i,?,"['a', 'ɾ', 'a', 'n', 'a', '+', 'β', 'i']"
Isconahua-animal-1,,Isconahua,animal,yoina,yoina,j o i n a,None,Zariquiey2016,4570,,,,None,59,j o - i n a -,?,"['j', 'o', 'i', 'n', 'a']"
Isconahua-ant-1,,Isconahua,ant,ima,ima,i m a,None,Zariquiey2016,5374,,,,None,80,- i m a,?,"['i', 'm', 'a']"
Isconahua-arm-1,,Isconahua,arm,ponyan,ponyan,p o + n j a n,None,Zariquiey2016,5794,,,,None,915 1818,p o + ( - ) n.j a n,arm arm,"['p', 'o', '+', 'n.j', 'a', 'n']"
Isconahua-arrive-1,,Isconahua,arrive,noko,noko,n o k o,None,Zariquiey2016,571,,,,None,1173,n o k o,meet/arrive,"['n', 'o', 'k', 'o']"
Isconahua-arrow-1,,Isconahua,arrow,kabiti,kabiti,k a β i t i,None,Zariquiey2016,1868,,,,None,214,k a β i t i,?,"['k', 'a', 'β', 'i', 't', 'i']"
Isconahua-arrow-2,,Isconahua,arrow,koa,koa,k o a,None,Zariquiey2016,1895,,,,None,217,k o a,?,"['k', 'o', 'a']"
Isconahua-ash-1,,Isconahua,ash,mapo,mapo,m a p o,None,Zariquiey2016,2082,,,,None,237,m a p o,dust,"['m', 'a', 'p', 'o']"
Isconahua-askinquire-1,,Isconahua,askinquire,yokai,yokai,j o k a + i,None,Zariquiey2016,2406,,,,None,271 591,j o k a + i,ask _:verbal,"['j', 'o', 'k', 'a', '+', 'i']"
Isconahua-axe-1,,Isconahua,axe,yanpa,yanpa,j a n p a,None,Zariquiey2016,3008,,,,None,333,j a n p a,?,"['j', 'a', 'n', 'p', 'a']"
Isconahua-baby-1,,Isconahua,baby,bakeheko,bakeheko,β a k ɨ + h ɨ k o,None,Zariquiey2016,3303,,,,None,360 343,β a k ɨ + h ɨ k o,child ?,"['β', 'a', 'k', 'ɨ', '+', 'h', 'ɨ', 'k', 'o']"
Isconahua-back-1,,Isconahua,back,kate,kate,k a + t ɨ,None,Zariquiey2016,1816,,,,None,208 394,k a + t ɨ,:back-prefix bow,"['k', 'a', '+', 't', 'ɨ']"
Isconahua-back-2,,Isconahua,back,pechi,pechi,p ɨ + tʃ i,None,Zariquiey2016,3236,,,,None,355 621,p ɨ + tʃ i,:back_prefix back/behind,"['p', 'ɨ', '+', 'tʃ', 'i']"
Isconahua-basket-1,,Isconahua,basket,chichakapi,chichakapi,tʃ i tʃ a + k a p i,None,Zariquiey2016,4163,,,,None,483 1924,tʃ i tʃ a ( - ) + k a p i,?,"['tʃ', 'i', 'tʃ', 'a', '+', 'k', 'a', 'p', 'i']"
Isconahua-basket-2,,Isconahua,basket,kankan,kankan,k a n k a n,None,Zariquiey2016,4151,,,,None,479,k a !n.k a n,?,"['k', 'a', 'n.k', 'a', 'n']"
Isconahua-bat-1,,Isconahua,bat,nawa kashi,nawa kashi,n a w a + k a ʃ i,None,Zariquiey2016,4329,,,,None,519 516,n a w a + k a ʃ i,?,"['n', 'a', 'w', 'a', '+', 'k', 'a', 'ʃ', 'i']"
Isconahua-beard-1,,Isconahua,beard,koirani,koirani,k o i + ɾ a + n i,None,Zariquiey2016,4461,,,,None,563 892 697,k o i + ɾ a + ( - ) n i,? beard,"['k', 'o', 'i', '+', 'ɾ', 'a', '+', 'n', 'i']"
Isconahua-bee-1,,Isconahua,bee,bakon,bakon,β a k o n,None,Zariquiey2016,4214,,,,None,493,β a k o n,?,"['β', 'a', 'k', 'o', 'n']"
Isconahua-beloworunder-1,,Isconahua,beloworunder,chiname,chiname,tʃ i n a + m ɨ,None,Zariquiey2016,5227,,,,None,757 2309,tʃ i n a + m ɨ,?,"['tʃ', 'i', 'n', 'a', '+', 'm', 'ɨ']"
Isconahua-beverage-1,,Isconahua,beverage,aya,aya,a j a,None,Zariquiey2016,2786,,,,None,3126,- a j a,drink,"['a', 'j', 'a']"
Isconahua-big-1,,Isconahua,big,mihira,mihira,m i h i ɾ a,None,Zariquiey2016,5669,,,,None,883,m i h i ɾ a,?,"['m', 'i', 'h', 'i', 'ɾ', 'a']"
Isconahua-bird-1,,Isconahua,bird,piríshika,piríshika,p i ɾ i ʃ i k a,None,Zariquiey2016,66,,,,None,103,p i ɾ i ʃ i k a,?,"['p', 'i', 'ɾ', 'i', 'ʃ', 'i', 'k', 'a']"
Isconahua-bite-1,,Isconahua,bite,kiwi,kiwi,k i w i,None,Zariquiey2016,5844,,,,None,932,k i w i,?,"['k', 'i', 'w', 'i']"
Isconahua-bitter-1,,Isconahua,bitter,moka,moka,m o k a,None,Zariquiey2016,5988,,,,None,960,m o k a ( - - - - - ),?,"['m', 'o', 'k', 'a']"
Isconahua-black-1,,Isconahua,black,chehe,chehe,tʃ ɨ h ɨ,None,Zariquiey2016,6077,,,,None,982,( - - - - ) tʃ ɨ h ɨ ( - - - ),black,"['tʃ', 'ɨ', 'h', 'ɨ']"
Isconahua-blood-1,,Isconahua,blood,imi,imi,i m i,None,Zariquiey2016,75,,,,None,1031,- i m i ( - ),blood,"['i', 'm', 'i']"
Isconahua-blowofwind-1,,Isconahua,blowofwind,hon hon ak,hon hon ak,h o n + h o n + a k,None,Zariquiey2016,187,,,,None,1066 1066 1074,h o ( - ) n ( - - - - ) + h o ( - ) n ( - - - - ) + a k,?,"['h', 'o', 'n', '+', 'h', 'o', 'n', '+', 'a', 'k']"
Isconahua-blowofwind-2,,Isconahua,blowofwind,matsi poyo,matsi poyo,m a ts i + p o j o,None,Zariquiey2016,1919,,,,None,2191 1989,m a ts i + p o j o,cold ?,"['m', 'a', 'ts', 'i', '+', 'p', 'o', 'j', 'o']"
Isconahua-blue-1,,Isconahua,blue,hona honawa,hona honawa,h o n a + h o n a + w a,None,Zariquiey2016,325,,,,None,1101 1101 3651,h o n a + h o n a + w a,?,"['h', 'o', 'n', 'a', '+', 'h', 'o', 'n', 'a', '+', 'w', 'a']"
Isconahua-body-1,,Isconahua,body,yora,yora,j o ɾ a,None,Zariquiey2016,394,,,,None,1120,j o ɾ a,body,"['j', 'o', 'ɾ', 'a']"
Isconahua-bone-1,,Isconahua,bone,ponyan hao,ponyan hao,p o n j a n + h a o,None,Zariquiey2016,545,,,,None,1166 1163,p o n j a n + h a ( - - ) o,?,"['p', 'o', 'n.j', 'a', 'n', '+', 'h', 'a', 'o']"
Isconahua-bow-1,,Isconahua,bow,tenkonti,tenkonti,t ɨ n + k o + n t i,None,Zariquiey2016,635,,,,None,1195 1189 562,t ɨ n + k o ( - - - - - - ) + n t i,? bow,"['t', 'ɨ', 'n', '+', 'k', 'o', '+', 'n', 't', 'i']"
Isconahua-boy-1,,Isconahua,boy,maho,maho,m a h o,None,Zariquiey2016,2257,,,,None,2547,m a h o,?,"['m', 'a', 'h', 'o']"
Isconahua-brain-1,,Isconahua,brain,mapo resho,mapo resho,m a + p o + ɾ ɨ ʃ o,None,Zariquiey2016,5010,,,,None,707 3159 851,m a + p o + ɾ ɨ ʃ o,:head head/brain brain,"['m', 'a', '+', 'p', 'o', '+', 'ɾ', 'ɨ', 'ʃ', 'o']"
Isconahua-breakdestroyorgetdestroyed-1,,Isconahua,breakdestroyorgetdestroyed,mosha,mosha,m o ʃ a,None,Zariquiey2016,2980,,,,None,3302,m o ʃ a ( - - ),?,"['m', 'o', 'ʃ', 'a']"
Isconahua-breast-1,,Isconahua,breast,homa,homa,h o + m a,None,Zariquiey2016,179,,,,None,1063 1320,- h o ( - - ) + m a,chest_prefix breast,"['h', 'o', '+', 'm', 'a']"
Isconahua-bridge-1,,Isconahua,bridge,tapo,tapo,t a p o,None,Zariquiey2016,1135,,,,None,1362,t a p o -,?,"['t', 'a', 'p', 'o']"
Isconahua-bring-1,,Isconahua,bring,be,be,β ɨ,None,Zariquiey2016,1585,,,,None,184,β ɨ,come,"['β', 'ɨ']"
