DOCULECT	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	SPANISH	PORTUGUESE	FORM
Tacana	2006	FILL	fill	llenar		seje-a
Tacana	3287	BLOOM	bloom	florecer		shasha-neti
Tacana	1491	MOUSE	mouse	ratón	camundongo	site
Tacana	2374	DREAM	dream	sueño	SONHO / SONHAR	tahui
Tacana	423	GET LOST	get lost	perderse	PERDER-SE	taitana
Tacana	696	STIR	stir	agitar, revolver		tecua
Tacana	1047	PURSUE	pursue	perseguir	perseguir	tije-tije-a
Tacana	690	BOTTOM	bottom	fondo	fundo	tipa su
Tacana	2117	DESIRE	desire	desear		tsa
Tacana	143	HUMID	humid	mojado		tsabida
Tacana	2504	DIFFERENT	different	diferente		tsapiapiati
Tacana	2411	HURT (SOMEBODY)	hurt (somebody)	herir		tsiji-a
Tacana	2297	DUSK	dusk	anochecer, atardecer		tsinecua
Tacana	1454	WIPE	wipe	limpiar		tsitsi
Tacana	1615	ESCAPE	escape	escapar		tua-jududu
Tacana	785	STRONG	strong	fuerte	FORTE	tucheda
Tacana	78	THAT	that	eso, ese, aquel	esse	tueda
Tacana	857	STONE	stone	piedra	pedra	tumu
Tacana	2308	THIN	thin	delgado	fino	ushuri
Tacana	3913	COUGH (ACT OF COUGHING)	cough (act of coughing)	toser		utu
Tacana	1214	THIS	this	este	este	ye
Tacana	3898	ACCEPT	accept	aceptar		
Tacana	1434	STAB	stab	achurar, acuchillar		
Tacana	999	JOINT	joint	articulaciones		
Tacana	3472	DANCE (MOVEMENT)	dance (movement)	baile, danza		
Tacana	612	HEAT	heat	calor		
Tacana	1096	SONG	song	canción		
Tacana	1860	BEAD	bead	chaquira, perla	contas, miçanga	
Tacana	2248	KNOW (SOMEBODY)	know (somebody)	conocer a alguien		
Tacana	1711	TELL	tell	contar, narrar	dizer	
Tacana	2866	DROP (SOMETHING)	drop (something)	dejar caer	deixar cair	
Tacana	2561	HURT (SENSE PAIN)	hurt (sense pain)	doler		
Tacana	1129	PAINFUL	painful	doloroso		
Tacana	1986	DISEASE	disease	enfermedad (dolencia)		
Tacana	307	HAWK	hawk	halcón	gavião	
Tacana	675	FAECES (EXCREMENT)	faeces (excrement)	heces	fezes	
Tacana	3923	FEMALE ANIMAL	female animal	hembra		
Tacana	1250	JAGUAR	jaguar	jaguar	onça pintada	
Tacana	3924	MALE ANIMAL	male animal	macho		
Tacana	1803	WOOD	wood	madera	madeira	
Tacana	8	CURSE	curse	maldecir	amaldiçoar	
Tacana	2324	GET WET	get wet	mojarse		
Tacana	2409	BROWN	brown	moreno		
Tacana	593	POTATO	potato	papa	batata	
Tacana	2390	PECCARY	peccary	pecarí		
Tacana	1159	FART	fart	pedo	peido	
Tacana	580	FUR	fur	pellejo	pelo	
Tacana	2614	SKIN (ANIMAL)	skin (animal)	pellejo, piel		
Tacana	1660	LOSE	lose	perder		
Tacana	683	PERSON	person	persona, ser humano	pessoa, ser humano	
Tacana	1011	BRIDGE	bridge	puente	ponte	
Tacana	232	FLEA	flea	pulga	pulga	
Tacana	1407	BREATHE	breathe	respirar	respirar	
Tacana	870	BREATH	breath	respiro	hálito	
Tacana	379	BLUNT	blunt	romo, embotado	embotado, rombudo	
Tacana	3020	BREAK (BREAKING)	break (breaking)	romperse	quebrar(-se) / romper(-se)	
Tacana	2319	LID (COVER, CAP)	lid (cover, cap)	tapa		
Tacana	52	SHIVER	shiver	temblar	tremer	
Tacana	773	HAVE	have	tener	ter	
Tacana	1448	HOLD	hold	tener (en mano), apoyar	segurar, agarrar	
Tacana	2113	OLD (USED)	old (used)	usado, viejo (de cosas)		
Tacana	1836	VAGINA	vagina	vagina	vagina	
Tacana	1577	AND	and	y	e	
