DOCULECT	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	SPANISH	PORTUGUESE	FORM
Cavinena	3609	TOWN OR VILLAGE	town or village	pueblo, ciudad	cidade pequena ou vila	epo
Cavinena	232	FLEA	flea	pulga	pulga	
Cavinena	1473	FIST	fist	puño		ebipocaca
Cavinena	3080	SPLIT OPEN	split open	rajar		
Cavinena	1531	BRANCH	branch	rama	galho	
Cavinena	1490	RAT	rat	rata	RATO	jite
Cavinena	1491	MOUSE	mouse	ratón	camundongo	
Cavinena	371	PICK UP	pick up	recoger	captar	mepeya
Cavinena	388	FISHNET	fishnet	red, atarraya	rede de pesca	
Cavinena	1407	BREATHE	breathe	respirar	respirar	canajetiya
Cavinena	870	BREATH	breath	respiro	hálito	
Cavinena	3224	WRING	wring	retorcer, estrujar		
Cavinena	666	RIVER	river	río	rio	cueri
Cavinena	379	BLUNT	blunt	romo, embotado	embotado, rombudo	
Cavinena	3020	BREAK (BREAKING)	break (breaking)	romperse	quebrar(-se) / romper(-se)	
Cavinena	1182	NOISE	noise	ruido		sicacada
Cavinena	377	LOUD	loud	ruidoso	ruidoso, barulhento	
Cavinena	1649	SIT DOWN	sit down	sentarse	SENTAR (-SE)	
Cavinena	129	CHOKE	choke	sofocar	sufocar	
Cavinena	1218	ROPE	rope	soga, cuerda	corda, cordel	
Cavinena	2506	LOOSE	loose	suelto		
Cavinena	2374	DREAM	dream	sueño	SONHO / SONHAR	tahuiyajo
Cavinena	119	DIVE	dive	sumergirse, zambullirse	mergulhar	
Cavinena	155	CHOP	chop	tajar, cortar		
Cavinena	463	FELL (A TREE)	fell (a tree)	talar, tumbar, derribar		cuereya
Cavinena	2319	LID (COVER, CAP)	lid (cover, cap)	tapa		
Cavinena	1629	EVENING	evening	tarde	tarde	chinequeja
Cavinena	773	HAVE	have	tener	ter	aniya
Cavinena	1448	HOLD	hold	tener (en mano), apoyar	segurar, agarrar	
Cavinena	1419	FEAR (BE AFRAID)	fear (be afraid)	tener miedo	ter medo	
Cavinena	797	TESTICLES	testicles	testículo	testículo	
Cavinena	1232	WARM	warm	tibio, cálido	quente, cálido	
Cavinena	3603	EARTH OR LAND	earth or land	tierra	TERRA / PAÍS	mechi, yahua
Cavinena	3913	COUGH (ACT OF COUGHING)	cough (act of coughing)	toser		ojoojoya
Cavinena	1086	WORK (ACTIVITY)	work (activity)	trabajar		mereya
Cavinena	1043	BRAID	braid	trenzar	trança	
Cavinena	699	SAD	sad	triste	TRISTE (ZA)	peya inime
Cavinena	2113	OLD (USED)	old (used)	usado, viejo (de cosas)		etsomeque
Cavinena	1836	VAGINA	vagina	vagina	vagina	
Cavinena	2112	OLD (AGED)	old (aged)	viejo		esiri
Cavinena	1422	BE ALIVE	be alive	vivo	vivo	chacha
Cavinena	1363	VOICE	voice	voz	voz	etsori
Cavinena	1837	VULVA	vulva	vulva	órgão sexual feminino	
Cavinena	1577	AND	and	y	e	
